r,P
0.21480218218218217,3.6167893615287624e+16
0.21578463463463463,3.5699196801403464e+16
0.21676708708708708,3.523590735092261e+16
0.21774953953953954,3.4777979984589348e+16
0.21873199199199198,3.4325369389385132e+16
0.21971444444444443,3.387803023060898e+16
0.2206968968968969,3.3435917163653256e+16
0.22167934934934935,3.299898484549975e+16
0.2226618018018018,3.2567187945920452e+16
0.22364425425425424,3.214048115839813e+16
0.2246267067067067,3.171881921076441e+16
0.22560915915915916,3.1302156875556136e+16
0.22659161161161162,3.08904489801064e+16
0.22757406406406405,3.0483650416357468e+16
0.2285565165165165,3.0081716150410036e+16
0.22953896896896897,2.968460123180697e+16
0.23052142142142143,2.929226080255514e+16
0.23150387387387386,2.890465010589578e+16
0.23248632632632632,2.8521724494817936e+16
0.23346877877877878,2.8143439440325056e+16
0.23445123123123124,2.7769750539448896e+16
0.23543368368368367,2.740061352303024e+16
0.23641613613613613,2.7035984263255944e+16
0.2373985885885886,2.6675818780960748e+16
0.23838104104104105,2.632007325269898e+16
0.23936349349349348,2.5968704017588404e+16
0.24034594594594594,2.5621667583930028e+16
0.2413283983983984,2.5278920635604156e+16
0.24231085085085086,2.494042003825376e+16
0.2432933033033033,2.460612284525457e+16
0.24427575575575575,2.427598630347002e+16
0.2452582082082082,2.394996785880687e+16
0.24624066066066067,2.362802516156167e+16
0.2472231131131131,2.3310116071574436e+16
0.24820556556556556,2.299619866318225e+16
0.24918801801801801,2.2686231229982896e+16
0.2501704704704705,2.2380172289410236e+16
0.2511529229229229,2.2077980587122948e+16
0.2521353753753754,2.177961510121354e+16
0.2531178278278278,2.148503504623999e+16
0.25410028028028026,2.119419987707929e+16
0.25508273273273274,2.090706929261373e+16
0.2560651851851852,2.0623603239247836e+16
0.25704763763763766,2.034376191426136e+16
0.2580300900900901,2.006750576899767e+16
0.2590125425425425,1.979479551190168e+16
0.259994994994995,1.9525592111396436e+16
0.26097744744744744,1.9259856798612536e+16
0.2619598998998999,1.8997551069966096e+16
0.26294235235235236,1.873863668959541e+16
0.2639248048048048,1.8483075691654276e+16
0.2649072572572573,1.82308303824659e+16
0.2658897097097097,1.7981863342542962e+16
0.26687216216216214,1.7736137428475134e+16
0.26785461461461463,1.7493615774684378e+16
0.26883706706706706,1.7254261795058998e+16
0.2698195195195195,1.7018039184458996e+16
0.270801971971972,1.6784911920104922e+16
0.2717844244244244,1.655484426284571e+16
0.2727668768768769,1.632780075831571e+16
0.2737493293293293,1.610374623797431e+16
0.27473178178178176,1.5882645820042944e+16
0.27571423423423425,1.5664464910329356e+16
0.2766966866866867,1.5449169202952344e+16
0.2776791391391391,1.5236724680963956e+16
0.2786615915915916,1.502709761687244e+16
0.279644044044044,1.4820254573070868e+16
0.2806264964964965,1.4616162402171516e+16
0.28160894894894895,1.4414788247249576e+16
0.2825914014014014,1.4216099541997726e+16
0.28357385385385386,1.4020064010797732e+16
0.2845563063063063,1.3826649668703778e+16
0.2855387587587588,1.3635824821349896e+16
0.2865212112112112,1.3447558064774126e+16
0.28750366366366364,1.3261818285169236e+16
0.28848611611611613,1.3078574658557752e+16
0.28946856856856856,1.2897796650395576e+16
0.290451021021021,1.2719454015104928e+16
0.2914334734734735,1.2543516795540724e+16
0.2924159259259259,1.2369955322389598e+16
0.2933983783783784,1.2198740213508458e+16
0.29438083083083083,1.202984237319765e+16
0.29536328328328326,1.1863232991417956e+16
0.29634573573573575,1.169888354294793e+16
0.2973281881881882,1.1536765786486314e+16
0.2983106406406406,1.137685176370128e+16
0.2992930930930931,1.1219113798226434e+16
0.30027554554554553,1.106352449460809e+16
0.301257997997998,1.0910056737203576e+16
0.30224045045045045,1.0758683689033086e+16
0.3032229029029029,1.0609378790586442e+16
0.30420535535535537,1.0462115758587502e+16
0.3051878078078078,1.0316868584716404e+16
0.30617026026026023,1.0173611534291352e+16
0.3071527127127127,1.0032319144913612e+16
0.30813516516516515,9892966225074722.0
0.30911761761761763,9755527852728056.0
0.31010007007007007,9619979373827914.0
0.3110825225225225,9486296400835074.0
0.312064974974975,9354454811191584.0
0.3130474274274274,9224430745766990.0
0.31402987987987985,9096200607275128.0
0.31501233233233233,8969741058664856.0
0.31599478478478477,8845029021485128.0
0.31697723723723725,8722041674225235.0
0.3179596896896897,8600756450632938.0
0.3189421421421421,8481151038009770.0
0.3199245945945946,8363203375486219.0
0.32090704704704703,8246891652277517.0
0.3218894994994995,8132194305920484.0
0.32287195195195195,8019090020493716.0
0.3238544044044044,7907557724820906.0
0.32483685685685687,7797576590659473.0
0.3258193093093093,7689126030874848.0
0.32680176176176173,7582185697601449.0
0.3277842142142142,7476735480391385.0
0.32876666666666665,7372755504352593.0
0.32974911911911914,7270226128275366.0
0.33073157157157157,7169127942750680.0
0.331714024024024,7069441768279196.0
0.3326964764764765,6971148653372175.0
0.3336789289289289,6874229872646638.0
0.33466138138138135,6778666924913172.0
0.33564383383383384,6684441531259053.0
0.33662628628628627,6591535633126594.0
0.33760873873873876,6499931390387521.0
0.3385911911911912,6409611179414118.0
0.3395736436436436,6320557591148571.0
0.3405560960960961,6232753429169189.0
0.34153854854854854,6146181707756667.0
0.34252100100100097,6060825649959608.0
0.34350345345345346,5976668685659439.0
0.3444859059059059,5893694449636907.0
0.3454683583583584,5811886779639034.0
0.3464508108108108,5731229714448615.0
0.34743326326326324,5651707491955529.0
0.3484157157157157,5573304547231087.0
0.34939816816816816,5496005510605727.0
0.35038062062062064,5419795205750643.0
0.3513630730730731,5344658647763910.0
0.3523455255255255,5270581041260719.0
0.353327977977978,5197547778469840.0
0.3543104304304304,5125544437334392.0
0.35529288288288285,5054556779620514.0
0.35627533533533534,4984570749030432.0
0.3572577877877878,4915572469324057.0
0.35824024024024026,4847548242446423.0
0.3592226926926927,4780484546663809.0
0.3602051451451451,4714368034706936.0
0.3611875975975976,4649185531922730.0
0.36217005005005004,4584924034434299.0
0.36315250250250247,4521570707310317.0
0.36413495495495496,4459112882742705.0
0.3651174074074074,4397538058234295.5
0.3660998598598599,4336833894795713.5
0.3670823123123123,4276988215152638.5
0.36806476476476474,4217989001962520.5
0.3690472172172172,4159824396042232.0
0.37002966966966966,4102482694605806.0
0.3710121221221221,4045952349513478.0
0.3719945745745746,3990221965531081.0
0.372977027027027,3935280298601148.0
0.3739594794794795,3881116254124979.5
0.3749419319319319,3827718885256352.5
0.37592438438438436,3775077391206768.5
0.37690683683683684,3723181115562797.0
0.3778892892892893,3672019544615022.0
0.37887174174174176,3621582305699199.0
0.3798541941941942,3571859165549892.5
0.3808366466466466,3522840028665646.0
0.3818190990990991,3474514935687661.5
0.38280155155155154,3426874061790146.0
0.383784004004004,3379907715083624.5
0.38476645645645646,3333606335030912.5
0.3857489089089089,3287960490875942.0
0.3867313613613614,3242960880085363.0
0.3877138138138138,3198598326802934.5
0.38869626626626624,3154863780317356.5
0.38967871871871873,3111748313542557.5
0.39066117117117116,3069243121511418.0
0.3916436236236236,3027339519882634.0
0.3926260760760761,2986028943460512.5
0.3936085285285285,2945302944728133.5
0.394590980980981,2905153192393652.0
0.39557343343343343,2865571469949984.5
0.39655588588588586,2826549674247513.5
0.39753833833833835,2788079814080035.5
0.3985207907907908,2750154008784345.0
0.3995032432432432,2712764486852599.5
0.4004856956956957,2675903584558303.5
0.40146814814814813,2639563744595274.0
0.4024506006006006,2603737514730042.5
0.40343305305305305,2568417546467522.5
0.4044155055055055,2533596593729432.5
0.40539795795795797,2499267511546550.5
0.4063804104104104,2465423254763468.0
0.40736286286286283,2432056876757170.5
0.4083453153153153,2399161528167890.5
0.40932776776776775,2366730455643729.5
0.41031022022022023,2334757000597778.5
0.41129267267267267,2303234597978472.0
0.4122751251251251,2272156775052733.5
0.4132575775775776,2241517150202077.2
0.41424003003003,2211309431731578.8
0.4152224824824825,2181527416691286.8
0.41620493493493493,2152164989710562.2
0.41718738738738737,2123216121845273.2
0.41816983983983985,2094674869437129.2
0.4191522922922923,2066535372985894.2
0.4201347447447447,2038791856033898.8
0.4211171971971972,2011438624062790.0
0.42209964964964963,1984470063402932.0
0.4230821021021021,1957880640154859.5
0.42406455455455455,1931664899122886.2
0.425047007007007,1905817462760885.0
0.42602945945945947,1880333030130075.2
0.4270119119119119,1855206375868650.5
0.42799436436436433,1830432349173483.2
0.4289768168168168,1806005872793434.0
0.42995926926926925,1781921942034535.0
0.43094172172172174,1758175623776617.5
0.43192417417417417,1734762055501519.8
0.4329066266266266,1711676444332904.8
0.4338890790790791,1688914066087373.2
0.4348715315315315,1666470264336763.2
0.43585398398398395,1644340449481708.0
0.43683643643643644,1622520097836450.5
0.43781888888888887,1601004750724451.5
0.43880134134134136,1579790013585052.0
0.4397837937937938,1558871555091070.8
0.4407662462462462,1538245106276970.5
0.4417486986986987,1517906459677833.8
0.44273115115115114,1497851468478763.8
0.4437136036036036,1478076045675048.0
0.44469605605605605,1458576163242434.2
0.4456785085085085,1439347851317736.5
0.446660960960961,1420387197389922.5
0.4476434134134134,1401690345500860.2
0.44862586586586584,1383253495456547.2
0.4496083183183183,1365072902047993.5
0.45059077077077075,1347144874282016.2
0.45157322322322324,1329465774621780.2
0.4525556756756757,1312032018236934.0
0.4535381281281281,1294840072263456.2
0.4545205805805806,1277886455072760.8
0.455503033033033,1261167735550386.2
0.45648548548548545,1244680532383739.5
0.45746793793793794,1228421513359217.5
0.45845039039039037,1212387394668299.8
0.45943284284284286,1196574940222741.5
0.4604152952952953,1180980960978623.8
0.4613977477477477,1165602314269125.0
0.4623802002002002,1150435903146207.8
0.46336265265265264,1135478675730806.0
0.46434510510510507,1120727624571584.0
0.46532755755755756,1106179786012167.1
0.46631001001001,1091832239566761.5
0.4672924624624625,1077682107303896.5
0.4682749149149149,1063726553238538.5
0.46925736736736734,1049962782732143.4
0.4702398198198198,1036388041900882.1
0.47122227227227226,1022999617031592.2
0.4722047247247247,1009794834005664.4
0.4731871771771772,996771057730636.8
0.4741696296296296,983925691579432.9
0.4751520820820821,971256176837212.0
0.4761345345345345,958759992155655.4
0.47711698698698696,946434653014607.1
0.47809943943943944,934277711191151.6
0.4790818918918919,922286754235707.0
0.48006434434434436,910459404955478.6
0.4810467967967968,898793320904861.6
0.4820292492492492,887286193882767.8
0.4830117017017017,875935749436947.4
0.48399415415415414,864739746374995.4
0.4849766066066066,853695976282270.8
0.48595905905905906,842802263046258.2
0.4869415115115115,832056462387628.4
0.487923963963964,821456461397715.1
0.4889064164164164,811000178082440.6
0.48988886886886884,800685560912598.5
0.49087132132132133,790510588380265.2
0.49185377377377376,780473268561617.1
0.4928362262262262,770571638685524.6
0.4938186786786787,760803764708502.6
0.4948011311311311,751167740895349.2
0.4957835835835836,741661689405851.5
0.49676603603603603,732283759887204.9
0.49774848848848846,723032129072088.9
0.49873094094094095,713905000382575.2
0.4997133933933934,704900603539439.5
0.5006958458458458,696017194177160.5
0.5016782982982982,687253053464206.6
0.5026607507507508,678606487728788.2
0.5036432032032032,670075828089893.0
0.5046256556556556,661659430093580.9
0.5056081081081081,653355673354379.6
0.5065905605605605,645162961201864.8
0.507573013013013,637079720332226.4
0.5085554654654655,629104400464837.5
0.5095379179179179,621235474003694.9
0.5105203703703703,613471435703735.1
0.5115028228228228,605810802341886.8
0.5124852752752753,598252112392898.9
0.5134677277277278,590793925709759.2
0.5144501801801802,583434823208759.1
0.5154326326326326,576173406559041.0
0.516415085085085,569008297876628.0
0.5173975375375375,561938139422911.7
0.51837998998999,554961593307416.9
0.5193624424424425,548077341194910.5
0.5203448948948949,541284084016725.44
0.5213273473473473,534580541686269.06
0.5223097997997997,527965452818664.4
0.5232922522522523,521437574454407.4
0.5242747047047047,514995681787130.44
0.5252571571571572,508638567895201.1
0.5262396096096096,502365043477341.3
0.527222062062062,496173936592013.8
0.5282045145145146,490064092400617.5
0.529186966966967,484034372914475.2
0.5301694194194194,478083656745456.7
0.5311518718718719,472210838860271.4
0.5321343243243243,466414830338358.8
0.5331167767767767,460694558133298.44
0.5340992292292293,455048964837722.3
0.5350816816816817,449477008451690.7
0.5360641341341341,443977662154424.6
0.5370465865865865,438549914079447.06
0.538029039039039,433192767092936.7
0.5390114914914915,427905238575445.3
0.539993943943944,422686360206736.94
0.5409763963963964,417535177753378.7
0.5419588488488488,412450750857399.75
0.5429413013013012,407432152826683.75
0.5439237537537538,402478470428525.9
0.5449062062062062,397588803686492.56
0.5458886586586587,392762265680516.94
0.5468711111111111,387997982350075.06
0.5478535635635635,383295092300590.1
0.5488360160160161,378652746612807.2
0.5498184684684685,374070108655200.2
0.5508009209209209,369546353899362.94
0.5517833733733734,365080669738277.4
0.5527658258258258,360672255307441.0
0.5537482782782782,356320321308833.3
0.5547307307307308,352024089837614.7
0.5557131831831832,347782794211558.1
0.5566956356356356,343595678803166.25
0.557678088088088,339461998874391.1
0.5586605405405405,335381020413967.5
0.559642992992993,331352019977250.56
0.5606254454454455,327374284528609.6
0.5616078978978979,323447111286225.5
0.5625903503503503,319569807569337.94
0.5635728028028028,315741690647867.25
0.5645552552552553,311962087594369.7
0.5655377077077077,308230335138300.25
0.5665201601601602,304545779522532.56
0.5675026126126126,300907776362104.56
0.568485065065065,297315690505172.6
0.5694675175175176,293768895896096.0
0.57044996996997,290266775440651.1
0.5714324224224224,286808720873327.25
0.5724148748748749,283394132626684.44
0.5733973273273273,280022419702706.66
0.5743797797797797,276692999546164.7
0.5753622322322323,273405297919910.4
0.5763446846846847,270158748782103.47
0.5773271371371371,266952794165332.97
0.5783095895895896,263786884057572.84
0.579292042042042,260660476285002.1
0.5802744944944945,257573036396589.38
0.581256946946947,254524037550487.2
0.5822393993993994,251512960402124.66
0.5832218518518518,248539292994046.4
0.5842043043043043,245602530647426.72
0.5851867567567568,242702175855251.22
0.5861692092092092,239837738177114.66
0.5871516616616617,237008734135644.1
0.5881341141141141,234214687114498.75
0.5891165665665665,231455127257907.16
0.590099019019019,228729591371768.22
0.5910814714714715,226037622826241.6
0.5920639239239239,223378771459803.66
0.5930463763763764,220752593484806.38
0.5940288288288288,218158651394436.0
0.5950112812812812,215596513871083.2
0.5959937337337338,213065755696136.28
0.5969761861861862,210565957661120.03
0.5979586386386386,208096706480174.97
0.5989410910910911,205657594703889.72
0.5999235435435435,203248220634408.03
0.600905995995996,200868188241846.97
0.6018884484484485,198517107081959.72
0.6028709009009009,196194592215046.28
0.6038533533533533,193900264126106.16
0.6048358058058058,191633748646168.56
0.6058182582582583,189394676874832.25
0.6068007107107107,187182685103965.38
0.6077831631631632,184997414742548.44
0.6087656156156156,182838512242658.06
0.609748068068068,180705629026559.12
0.6107305205205205,178598421414900.12
0.611712972972973,176516550555978.25
0.6126954254254254,174459682356074.03
0.6136778778778779,172427487410829.2
0.6146603303303303,170419640937655.0
0.6156427827827827,168435822709146.34
0.6166252352352353,166475716987514.38
0.6176076876876877,164539012459978.78
0.6185901401401401,162625402175130.28
0.6195725925925926,160734583480262.75
0.620555045045045,158866257959623.72
0.6215374974974975,157020131373587.8
0.62251994994995,155195913598754.1
0.6235024024024024,153393318568918.2
0.6244848548548548,151612064216942.28
0.6254673073073073,149851872417473.8
0.6264497597597597,148112468930537.75
0.6274322122122122,146393583345944.78
0.6284146646646647,144694949028548.5
0.6293971171171171,143016303064300.9
0.6303795695695695,141357386207124.25
0.631362022022022,139717942826553.1
0.6323444744744745,138097720856171.16
0.6333269269269269,136496471742803.89
0.6343093793793794,134913950396465.2
0.6352918318318318,133349915141044.89
0.6362742842842842,131804127665731.3
0.6372567367367368,130276352977152.39
0.6382391891891892,128766359352202.31
0.6392216416416416,127273918291611.25
0.6402040940940941,125798804474157.33
0.6411865465465465,124340795711570.97
0.642168998998999,122899672904107.19
0.6431514514514515,121475219996770.25
0.6441339039039039,120067223936181.86
0.6451163563563563,118675474628080.0
0.6460988088088088,117299764895455.58
0.6470812612612612,115939890437290.81
0.6480637137137137,114595649787908.52
0.6490461661661662,113266844276927.58
0.6500286186186186,111953277989783.14
0.651011071071071,110654757728854.02
0.6519935235235235,109371092975129.92
0.652975975975976,108102095850470.08
0.6539584284284284,106847581080389.14
0.6549408808808809,105607365957393.22
0.6559233333333333,104381270304865.27
0.6569057857857857,103169116441454.34
0.6578882382382383,101970729146003.92
0.6588706906906907,100785935622982.8
0.6598531431431431,99614565468414.22
0.6608355955955956,98456450636310.56
0.661818048048048,97311425405589.75
0.6628005005005005,96179326347471.69
0.663782952952953,95059992293350.84
0.6647654054054054,93953264303132.19
0.6657478578578578,92858985634025.06
0.6667303103103103,91777001709790.53
0.6677127627627627,90707160090431.28
0.6686952152152152,89649310442318.75
0.6696776676676677,88603304508754.78
0.6706601201201201,87568996080951.11
0.6716425725725725,86546240969433.83
0.672625025025025,85534896975853.19
0.6736074774774775,84534823865197.33
0.6745899299299299,83545883338414.31
0.6755723823823824,82567939005416.8
0.6765548348348348,81600856358471.72
0.6775372872872872,80644502745981.11
0.6785197397397398,79698747346627.97
0.6795021921921922,78763461143893.83
0.6804846446446446,77838516900943.23
0.6814670970970971,76923789135852.92
0.6824495495495495,76019154097211.62
0.6834320020020019,75124489740050.05
0.6844144544544545,74239675702119.64
0.6853969069069069,73364593280506.0
0.6863793593593593,72499125408573.06
0.6873618118118118,71643156633227.55
0.6883442642642642,70796573092514.16
0.6893267167167167,69959262493514.39
0.6903091691691692,69131114090564.516
0.6912916216216216,68312018663774.35
0.692274074074074,67501868497848.38
0.6932565265265265,66700557361203.18
0.694238978978979,65907980485375.7
0.6952214314314314,65124034544718.55
0.6962038838838839,64348617636378.42
0.6971863363363363,63581629260550.98
0.6981687887887887,62822970301010.41
0.6991512412412413,62072543005909.13
0.7001336936936937,61330250968842.86
0.7011161461461461,60595999110170.74
0.7020985985985986,59869693658603.125
0.703081051051051,59151242133031.73
0.7040635035035034,58440553324616.39
0.705045955955956,57737537279110.734
0.7060284084084084,57042105279432.45
0.7070108608608608,56354169828472.555
0.7079933133133133,55673644632131.8
0.7089757657657657,55000444582593.52
0.7099582182182183,54334485741820.83
0.7109406706706707,53675685325270.55
0.7119231231231231,53023961685838.08
0.7129055755755755,52379234298007.51
0.713888028028028,51741423742218.97
0.7148704804804805,51110451689442.47
0.715852932932933,50486240885959.47
0.7168353853853854,49868715138346.55
0.7178178378378378,49257799298656.11
0.7188002902902902,48653419249794.766
0.7197827427427427,48055501891094.734
0.7207651951951952,47463975124075.25
0.7217476476476476,46878767838387.78
0.7227301001001001,46299809897941.914
0.7237125525525525,45727032127017.57
0.7246950050050049,45160366296129.92
0.7256774574574575,44599745107957.13
0.7266599099099099,44045102183488.82
0.7276423623623623,43496372048404.3
0.7286248148148148,42953490119668.54
0.7296072672672672,42416392692344.69
0.7305897197197198,41885016926619.195
0.7315721721721722,41359300835028.45
0.7325546246246246,40839183269897.82
0.733537077077077,40324603910965.766
0.7345195295295295,39815503253214.31
0.735501981981982,39311822594878.586
0.7364844344344345,38813504025651.836
0.7374668868868869,38320490415063.52
0.7384493393393393,37832725401039.65
0.7394317917917917,37350153378639.5
