r,X_He4
0.00161,0.6201916933741913
0.0025924524524524525,0.6201492774993834
0.0035749049049049048,0.6200185148492304
0.004557357357357358,0.6198072379539982
0.00553980980980981,0.6195223918059254
0.006522262262262262,0.6191700338592269
0.007504714714714715,0.6187553340300908
0.008487167167167168,0.618282574696681
0.00946961961961962,0.6177551506991351
0.010452072072072072,0.6171755693395655
0.011434524524524524,0.6165454503820598
0.012416976976976976,0.6158655283991119
0.01339942942942943,0.615135835561755
0.014381881881881883,0.6143562603927193
0.015364334334334335,0.613526734255194
0.016346786786786787,0.6126472338673941
0.01732923923923924,0.6117177813025595
0.01831169169169169,0.6107384439889557
0.019294144144144144,0.6097093347098735
0.020276596596596596,0.6086306116036294
0.021259049049049048,0.6075024781635648
0.0222415015015015,0.6063251832380468
0.023223953953953953,0.605099021030468
0.024206406406406405,0.6038243310992459
0.02518885885885886,0.602501498357824
0.026171311311311313,0.6011309530746701
0.027153763763763765,0.5997131708732789
0.028136216216216217,0.59824867273217
0.02911866866866867,0.5967380249848871
0.03010112112112112,0.5951818393200008
0.031083573573573574,0.5935807727811063
0.032066026026026026,0.5919355277668253
0.03304847847847848,0.5902468520308033
0.03403093093093093,0.5885155386817119
0.03501338338338338,0.5867424261832482
0.035995835835835835,0.5849283983541346
0.03697828828828829,0.5830743843681191
0.03796074074074074,0.5811813587539746
0.03894319319319319,0.5792503413954998
0.039925645645645644,0.5772823975315187
0.040908098098098096,0.5752786377558802
0.04189055055055055,0.5732402177419578
0.042873003003003,0.5711683244972188
0.04385545545545545,0.569064141781684
0.044837907907907905,0.5669288406546973
0.04582036036036036,0.564763579400087
0.04680281281281281,0.5625695035261666
0.04778526526526526,0.5603477457657345
0.04876771771771772,0.5580994260760729
0.04975017017017017,0.5558256516389493
0.050732622622622625,0.5535275168606162
0.05171507507507508,0.5512061033718104
0.05269752752752753,0.5488624800277538
0.05367997997997998,0.5464977029081531
0.054662432432432434,0.5441128153171989
0.055644884884884886,0.5417088477835673
0.05662733733733734,0.5392868180604192
0.05760978978978979,0.5368477311254001
0.05859224224224224,0.5343925791806395
0.059574694694694695,0.5319223416527529
0.06055714714714715,0.5294379851928398
0.0615395995995996,0.5269404636764843
0.06252205205205205,0.5244307182037556
0.0635045045045045,0.5219096770992077
0.06448695695695696,0.5193782559118791
0.06546940940940942,0.5168373574152928
0.06645186186186186,0.5142878716074574
0.06743431431431432,0.5117306757108653
0.06841676676676677,0.5091666341724941
0.06939921921921922,0.5065965986638058
0.07038167167167167,0.5040214080807478
0.07136412412412413,0.5014418885437516
0.07234657657657657,0.49885885339773367
0.07332902902902903,0.4962731032120954
0.07431148148148148,0.4936854257807224
0.07529393393393394,0.4910965961219856
0.07627638638638638,0.4885073764787404
0.07725883883883884,0.48591851631832667
0.07824129129129129,0.4833307523325699
0.07922374374374375,0.48074480843777895
0.08020619619619619,0.47816139577474864
0.08118864864864865,0.4755812127087582
0.0821711011011011,0.4730049448295712
0.08315355355355356,0.470433264951436
0.084136006006006,0.4678668331130863
0.08511845845845846,0.4653062965777401
0.0861009109109109,0.4627522898331002
0.08708336336336336,0.460205434591354
0.08806581581581581,0.45766633978917365
0.08904826826826827,0.45513560158771643
0.09003072072072071,0.45261380337262386
0.09101317317317317,0.4501015157540226
0.09199562562562562,0.44759929656652364
0.09297807807807808,0.445107690869223
0.09396053053053052,0.4426272309457015
0.09494298298298298,0.44015843630402446
0.09592543543543544,0.43770181367674205
0.09690788788788789,0.43525785702088926
0.09789034034034035,0.4328270475179854
0.09887279279279279,0.43040985357403516
0.09985524524524525,0.4280067308195276
0.1008376976976977,0.4256181221094365
0.10182015015015015,0.4232444575232205
0.1028026026026026,0.42088615436482274
0.10378505505505506,0.4185436171626715
0.1047675075075075,0.4162172376696795
0.10574995995995996,0.4139073948632444
0.10673241241241241,0.41161445494524823
0.10771486486486487,0.4093387713420581
0.10869731731731731,0.4070806847045258
0.10967976976976977,0.4048405229079875
0.11066222222222222,0.40261860105226505
0.11164467467467468,0.40041522146166386
0.11262712712712712,0.3982306736849748
0.11360957957957958,0.39606523449547326
0.11459203203203203,0.3939191678909197
0.11557448448448449,0.39179272509355856
0.11655693693693693,0.3896861445501196
0.11753938938938939,0.3875996519318174
0.11852184184184184,0.3855334601343512
0.1195042942942943,0.3834877692779044
0.12048674674674674,0.3814627667071458
0.1214691991991992,0.37945862699122884
0.12245165165165164,0.3774755119237916
0.1234341041041041,0.37551357052295664
0.12441655655655655,0.3735729390313316
0.125399009009009,0.37165374091600895
0.12638146146146145,0.3697560868685655
0.1273639139139139,0.3678800748050629
0.12834636636636637,0.36602578986604795
0.12932881881881883,0.3641933044165517
0.13031127127127126,0.3623826780460901
0.13129372372372372,0.36059395756866397
0.13227617617617618,0.3588271770227585
0.13325862862862864,0.35708235767134416
0.13424108108108107,0.3553595080018759
0.13522353353353353,0.3536586237262931
0.136205985985986,0.3519796877810202
0.13718843843843845,0.35032267032696635
0.13817089089089088,0.3486875287495255
0.13915334334334334,0.3470742076585763
0.1401357957957958,0.34548263888848185
0.14111824824824826,0.34391274149809037
0.1421007007007007,0.3423644217707348
0.14308315315315315,0.34083757321423236
0.1440656056056056,0.3393320765608857
0.14504805805805807,0.3378477997674816
0.1460305105105105,0.33638459802444154
0.14701296296296296,0.33494231547201414
0.14799541541541542,0.33352079232141785
0.14897786786786787,0.3321198680386616
0.1499603203203203,0.33073938142559023
0.15094277277277277,0.3293791706198851
0.15192522522522522,0.3280390730950637
0.15290767767767768,0.32671892566047994
0.15389013013013011,0.3254185644613238
0.15487258258258257,0.32413782497862187
0.15585503503503503,0.322876542029237
0.1568374874874875,0.3216345497658681
0.15781993993993992,0.32041168167705064
0.15880239239239238,0.3192077705871561
0.15978484484484484,0.3180226486563929
0.1607672972972973,0.316856147380805
0.16174974974974976,0.3157080975922731
0.1627322022022022,0.314578329458514
0.16371465465465465,0.31346667248308097
0.1646971071071071,0.3123729555053635
0.16567955955955957,0.31129700670058735
0.166662012012012,0.3102386535798148
0.16764446446446446,0.3091977229899441
0.16862691691691692,0.30817404111371005
0.16960936936936938,0.30716743346968345
0.1705918218218218,0.30617772491227213
0.17157427427427427,0.3052047396317191
0.17255672672672673,0.3042483011541047
0.1735391791791792,0.30330823234134524
0.17452163163163162,0.30238435539119307
0.17550408408408408,0.30147649183723685
0.17648653653653654,0.300584462548902
0.177468988988989,0.2997080877314499
0.17845144144144143,0.2988471869259785
0.1794338938938939,0.2980015790094217
0.18041634634634635,0.2971710821945497
0.1813987987987988,0.29635551402996924
0.18238125125125124,0.2955546914001235
0.1833637037037037,0.29476843052529167
0.18434615615615615,0.2939965469615893
0.1853286086086086,0.29323885560096813
0.18631106106106105,0.2924951706712165
0.1872935135135135,0.2917653057359591
0.18827596596596596,0.2910490736946564
0.18925841841841842,0.2903462867826055
0.19024087087087088,0.2896567565709401
0.1912233233233233,0.28898029396662966
0.19220577577577577,0.2883167092124803
0.19318822822822823,0.28766581188713425
0.1941706806806807,0.2870274109050703
0.19515313313313312,0.28640131451660317
0.19613558558558558,0.2857873303078841
0.19711803803803804,0.2851852652009008
0.1981004904904905,0.28459492545347703
0.19908294294294293,0.2840161166592729
0.2000653953953954,0.2834486437477848
0.20104784784784785,0.28289231098434553
0.2020303003003003,0.28234692197012423
0.20301275275275274,0.28181227964212613
0.2039952052052052,0.28128818627319296
0.20497765765765766,0.28077444347200264
0.20596011011011012,0.2802708521830694
0.20694256256256255,0.279777212686744
0.207925015015015,0.2792933245992131
0.20890746746746747,0.2788189868725
0.20988991991991993,0.2783539977944641
0.21087237237237236,0.2778981549888014
0.21185482482482482,0.2774512554150437
0.21283727727727728,0.27701309536855934
0.21381972972972974,0.2765834704805533
0.21480218218218217,0.27616217571806667
0.21578463463463463,0.27574900538397645
0.21676708708708708,0.27534375311699627
0.21774953953953954,0.27494621189167623
0.21873199199199198,0.2745561740488748
0.21971444444444443,0.27417343280545187
0.2206968968968969,0.27379778603985644
0.22167934934934935,0.2734290373233433
0.2226618018018018,0.27306699592805267
0.22364425425425424,0.2727114768270114
0.2246267067067067,0.2723623006941319
0.22560915915915916,0.27201929390421276
0.22659161161161162,0.27168228853293847
0.22757406406406405,0.2713511223568795
0.2285565165165165,0.2710256388534927
0.22953896896896897,0.27070568720112037
0.23052142142142143,0.2703911222789911
0.23150387387387386,0.2700818046672195
0.23248632632632632,0.2697776006468058
0.23346877877877878,0.269478382199637
0.23445123123123124,0.26918402700848537
0.23543368368368367,0.26889441845700945
0.23641613613613613,0.26860944562975375
0.2373985885885886,0.2683290033121488
0.23838104104104105,0.2680529919905113
0.23936349349349348,0.26778131785204357
0.24034594594594594,0.2675138927848341
0.2413283983983984,0.26725063437785757
0.24231085085085086,0.26699146592097434
0.2432933033033033,0.2667363164049311
0.24427575575575575,0.2664851205213602
0.2452582082082082,0.2662378186627802
0.24624066066066067,0.26599435692259554
0.2472231131131131,0.2657546870950969
0.24820556556556556,0.2655187666754606
0.24918801801801801,0.2652865588597493
0.2501704704704705,0.2650580325449112
0.2511529229229229,0.2648331623287811
0.2521353753753754,0.26461192851007936
0.2531178278278278,0.2643943170884125
0.25410028028028026,0.264180319764273
0.25508273273273274,0.26396993393903945
0.2560651851851852,0.2637631627149761
0.25704763763763766,0.2635600148952335
0.2580300900900901,0.26336050498384816
0.2590125425425425,0.2631646531857427
0.259994994994995,0.26297248537641926
0.26097744744744744,0.2627840311934352
0.2619598998998999,0.26259931870024356
0.26294235235235236,0.2624183727585969
0.2639248048048048,0.2622412150110772
0.2649072572572573,0.26206786388109454
0.2658897097097097,0.26189833457288836
0.26687216216216214,0.2617326390715266
0.26785461461461463,0.26157078614290635
0.26883706706706706,0.2614127813337532
0.2698195195195195,0.26125862697162183
0.270801971971972,0.2611083221648957
0.2717844244244244,0.26096186280278705
0.2727668768768769,0.260819241555337
0.2737493293293293,0.26068044787341554
0.27473178178178176,0.26054546798872136
0.27571423423423425,0.2604142849137823
0.2766966866866867,0.26028687844195464
0.2776791391391391,0.26016322514742385
0.2786615915915916,0.26004329838520396
0.279644044044044,0.2599270682911381
0.2806264964964965,0.25981450178189786
0.28160894894894895,0.259705562554984
0.2825914014014014,0.25960021108872633
0.28357385385385386,0.2594984046422827
0.2845563063063063,0.2594000972556407
0.2855387587587588,0.259305239749616
0.2865212112112112,0.25921377972585374
0.28750366366366364,0.25912566156682754
0.28848611611611613,0.2590408264358398
0.28946856856856856,0.25895921227702223
0.290451021021021,0.25888075381533476
0.2914334734734735,0.25880538255656643
0.2924159259259259,0.25873302678733534
0.2933983783783784,0.25866361157508794
0.29438083083083083,0.2585970587681001
0.29536328328328326,0.25853328699547606
0.29634573573573575,0.258472211667149
0.2973281881881882,0.25841374497388114
0.2983106406406406,0.2583577958872635
0.2992930930930931,0.25830427015971563
0.30027554554554553,0.25825307032448613
0.301257997997998,0.2582040956956525
0.30224045045045045,0.2581572423997911
0.3032229029029029,0.25811240481247893
0.30420535535535537,0.2580694790108325
0.3051878078078078,0.258028363672639
0.30617026026026023,0.2579889600825092
0.3071527127127127,0.25795117213187785
0.30813516516516515,0.2579149063190028
0.30911761761761763,0.2578800717489661
0.31010007007007007,0.257846580133673
0.3110825225225225,0.2578143457918526
0.312064974974975,0.2577832856490574
0.3130474274274274,0.2577533192376638
0.31402987987987985,0.2577243686968718
0.31501233233233233,0.25769635877270486
0.31599478478478477,0.2576692168180101
0.31697723723723725,0.2576428727924584
0.3179596896896897,0.2576172592625442
0.3189421421421421,0.2575923114015855
0.3199245945945946,0.257567966989724
0.32090704704704703,0.2575441664139251
0.3218894994994995,0.2575208526679777
0.32287195195195195,0.2574979713524943
0.3238544044044044,0.25747547067491133
0.32483685685685687,0.25745330144948836
0.3258193093093093,0.257431417097309
0.32680176176176173,0.25740977364628037
0.3277842142142142,0.2573883297311331
0.32876666666666665,0.25736704659342163
0.32974911911911914,0.2573458880815238
0.33073157157157157,0.25732482065064144
0.331714024024024,0.2573038133627997
0.3326964764764765,0.25728283788684747
0.3336789289289289,0.25726186849845706
