r,log10(n_eN_A)
0.00161,2.010848422854919
0.0025924524524524525,2.0110385223875844
0.0035749049049049048,2.0110811467190994
0.004557357357357358,2.010995756606286
0.00553980980980981,2.010805719665572
0.006522262262262262,2.0105340221992574
0.007504714714714715,2.0101993497814825
0.008487167167167168,2.0098146067094436
0.00946961961961962,2.0093877372322275
0.010452072072072072,2.0089228487061055
0.011434524524524524,2.008421335767212
0.012416976976976976,2.0078830042229683
0.01339942942942943,2.007307126275633
0.014381881881881883,2.0066930036383592
0.015364334334334335,2.0060400346307845
0.016346786786786787,2.0053477107010442
0.01732923923923924,2.0046156126411034
0.01831169169169169,2.0038434068021127
0.019294144144144144,2.0030308413097386
0.020276596596596596,2.0021777422795144
0.021259049049049048,2.001284010032174
0.0222415015015015,2.000349615309001
0.023223953953953953,1.9993745954871698
0.024206406406406405,1.9983590507950828
0.02518885885885886,1.997303140527721
0.026171311311311313,1.9962070792619762
0.027153763763763765,1.9950711330720023
0.028136216216216217,1.9938956157445529
0.02911866866866867,1.9926808849943245
0.03010112112112112,1.9914273386792956
0.031083573573573574,1.9901354110160758
0.032066026026026026,1.9888055687952424
0.03304847847847848,1.9874383075966835
0.03403093093093093,1.9860341480049413
0.03501338338338338,1.9845936318245536
0.035995835835835835,1.983117318295398
0.03697828828828829,1.9816057803080305
0.03796074074074074,1.98005960061903
0.03894319319319319,1.9784793680663404
0.039925645645645644,1.9768656737846138
0.040908098098098096,1.9752191074205472
0.04189055055055055,1.973540253350371
0.042873003003003,1.971829687203838
0.04385545545545545,1.970087974208257
0.044837907907907905,1.9683156691022865
0.04582036036036036,1.9665133162335524
0.04680281281281281,1.9646814496566647
0.04778526526526526,1.9628205932312506
0.04876771771771772,1.9609312607199727
0.04975017017017017,1.9590139558865618
0.050732622622622625,1.9570691725938418
0.05171507507507508,1.9550973949017514
0.05269752752752753,1.9530990971653757
0.05367997997997998,1.9510747441329663
0.054662432432432434,1.949024791043973
0.055644884884884886,1.9469496837270654
0.05662733733733734,1.9448498586981644
0.05760978978978979,1.9427257432584597
0.05859224224224224,1.9405777555924413
0.059574694694694695,1.9384063048659266
0.06055714714714715,1.9362117913240862
0.0615395995995996,1.933994606389462
0.06252205205205205,1.9317551327600044
0.0635045045045045,1.9294937445070917
0.06448695695695696,1.927210807173558
0.06546940940940942,1.9249066778717177
0.06645186186186186,1.9225817053813938
0.06743431431431432,1.920236230247941
0.06841676676676677,1.9178705848802753
0.06939921921921922,1.9154850936488956
0.07038167167167167,1.9130800729839146
0.07136412412412413,1.9106558314730795
0.07234657657657657,1.9082126699598025
0.07332902902902903,1.9057508816411854
0.07431148148148148,1.9032707521660426
0.07529393393393394,1.9007725597329317
0.07627638638638638,1.8982565751881775
0.07725883883883884,1.8957230621238959
0.07824129129129129,1.8931722769760242
0.07922374374374375,1.8906044691223425
0.08020619619619619,1.888019880980504
0.08118864864864865,1.8854187481060571
0.0821711011011011,1.882801299290474
0.08315355355355356,1.8801677566591743
0.084136006006006,1.8775183357695555
0.08511845845845846,1.8748532457090137
0.0861009109109109,1.8721726891929718
0.08708336336336336,1.8694768626629064
0.08806581581581581,1.8667659563843717
0.08904826826826827,1.8640401545450278
0.09003072072072071,1.8612996353526654
0.09101317317317317,1.8585445711332313
0.09199562562562562,1.8557751284288555
0.09297807807807808,1.8529914680958763
0.09396053053053052,1.8501937454028659
0.09494298298298298,1.8473821101286592
0.09592543543543544,1.8445567066603752
0.09690788788788789,1.8417176740914476
0.09789034034034035,1.8388651463196466
0.09887279279279279,1.8359992521451085
0.09985524524524525,1.8331201153683592
0.1008376976976977,1.830227854888342
0.10182015015015015,1.8273225848004409
0.1028026026026026,1.8244044144945106
0.10378505505505506,1.821473448752898
0.1047675075075075,1.818529787848471
0.10574995995995996,1.8155735276426452
0.10673241241241241,1.8126047596834063
0.10771486486486487,1.8096235713033395
0.10869731731731731,1.8066300457176543
0.10967976976976977,1.80362426212221
0.11066222222222222,1.800606295791543
0.11164467467467468,1.7975762181768902
0.11262712712712712,1.7945340970042174
0.11360957957957958,1.7914799963722463
0.11459203203203203,1.7884139768504759
0.11557448448448449,1.7853360955772126
0.11655693693693693,1.7822464063575938
0.11753938938938939,1.7791449597616171
0.11852184184184184,1.7760318032221638
0.1195042942942943,1.772906981133022
0.12048674674674674,1.769770534946919
0.1214691991991992,1.7666225032735432
0.12245165165165164,1.7634629219775708
0.1234341041041041,1.7602918242766907
0.12441655655655655,1.7571092408396334
0.125399009009009,1.7539151998841944
0.12638146146146145,1.7507097272752614
0.1273639139139139,1.7474928466228388
0.12834636636636637,1.7442645793800768
0.12932881881881883,1.7410249449412925
0.13031127127127126,1.7377739607400016
0.13129372372372372,1.7345116423469396
0.13227617617617618,1.7312380035680897
0.13325862862862864,1.7279530565427095
0.13424108108108107,1.7246568118413568
0.13522353353353353,1.7213492785639128
0.136205985985986,1.7180304644376116
0.13718843843843845,1.7147003759150659
0.13817089089089088,1.7113590182722895
