r,nu pp
0.16862691691691692,0.0015347242838780568
0.16960936936936938,0.0015055005526562909
0.1705918218218218,0.001476572224672126
0.17157427427427427,0.0014479463752226746
0.17255672672672673,0.001419629599157842
0.1735391791791792,0.0013916280219967473
0.17452163163163162,0.0013639473112182624
0.17550408408408408,0.00133659268769764
0.17648653653653654,0.001309568937262604
0.177468988988989,0.001282880422343353
0.17845144144144143,0.001256531093692216
0.1794338938938939,0.001230524502149815
0.18041634634634635,0.0012048638104357997
0.1813987987987988,0.0011795518049433507
0.18238125125125124,0.0011545909075177598
0.1833637037037037,0.001129983187200578
0.18434615615615615,0.0011057303719217953
0.1853286086086086,0.0010818338601236693
0.18631106106106105,0.0010582947323008161
0.1872935135135135,0.0010351137624421615
0.18827596596596596,0.001012291429361415
0.18925841841841842,0.0009898279279035446
0.19024087087087088,0.0009677231800157917
0.1912233233233233,0.00094597684567255
0.19220577577577577,0.0009245883336443611
0.19318822822822823,0.0009035568121020624
0.1941706806806807,0.0008828812190479718
0.19515313313313312,0.000862560272566706
0.19613558558558558,0.0008425924808890241
0.19711803803803804,0.0008229761522627314
0.1981004904904905,0.0008037094046254766
0.19908294294294293,0.0007847901750747186
0.2000653953953954,0.0007662162291309924
0.20104784784784785,0.000747985169791031
0.2020303003003003,0.0007300944463679114
0.20301275275275274,0.0007125413631159423
0.2039952052052052,0.0006953230876384698
0.20497765765765766,0.0006784366590773426
0.20596011011011012,0.0006618789960830897
0.20694256256256255,0.0006456469045654536
0.207925015015015,0.0006297370852241832
0.20890746746746747,0.0006141461408604578
0.20988991991991993,0.0005988705834696164
0.21087237237237236,0.0005839068411162233
0.21185482482482482,0.0005692512645928031
0.21283727727727728,0.0005549001338638478
0.21381972972972974,0.0005408496642969913
0.21480218218218217,0.000527096012683487
0.21578463463463463,0.0005136352830503238
0.21676708708708708,0.000500463532266565
0.21774953953953954,0.0004875767754466497
0.21873199199199198,0.00047497099115346655
0.21971444444444443,0.00046264212638378563
0.2206968968968969,0.0004505861012441784
0.22167934934934935,0.00043879881335851965
0.2226618018018018,0.00042727614211289424
0.22364425425425424,0.000416013952751674
0.2246267067067067,0.00040500810032558334
0.22560915915915916,0.00039425443349270925
0.22659161161161162,0.000383748798173617
0.22757406406406405,0.00037348704106193254
0.2285565165165165,0.0003634650129919064
0.22953896896896897,0.00035367857216463935
0.23052142142142143,0.00034412358723481926
0.23150387387387386,0.00033479594025991765
0.23248632632632632,0.00032569152951397246
0.23346877877877878,0.0003168062721681618
0.23445123123123124,0.00030813610684051395
0.23543368368368367,0.0002996769960171651
0.23641613613613613,0.00029142492834770495
0.2373985885885886,0.00028337592081719684
0.23838104104104105,0.0002755260207975474
0.23936349349349348,0.00026787130798096455
0.24034594594594594,0.00026040789619829503
0.2413283983983984,0.00025313193512507544
0.24231085085085086,0.00024603961187817625
0.2432933033033033,0.0002391271525059501
0.24427575575575575,0.00023239082337481992
0.2452582082082082,0.0002258269324552552
0.24624066066066067,0.00021943183051011518
0.2472231131131131,0.00021320191218831774
0.24820556556556556,0.00020713361702681235
0.24918801801801801,0.00020122343036383365
0.2501704704704705,0.00019546788416638155
0.2511529229229229,0.00018986355777487638
0.2521353753753754,0.00018440707856792187
0.2531178278278278,0.00017909512255006256
0.25410028028028026,0.00017392441486542107
0.25508273273273274,0.00016889173024005184
0.2560651851851852,0.00016399389335582356
0.25704763763763766,0.00015922777915859234
0.2580300900900901,0.00015459031310340797
0.2590125425425425,0.00015007847133942774
0.259994994994995,0.00014568928083719883
0.26097744744744744,0.0001414198194631982
0.2619598998998999,0.00013726721601621677
0.26294235235235236,0.00013322865022420862
0.2639248048048048,0.00012930135269018905
0.2649072572572573,0.00012548260478806775
0.2658897097097097,0.0001217697385112374
0.26687216216216214,0.00011816013627664384
0.26785461461461463,0.00011465123068698903
0.26883706706706706,0.0001112405042536169
0.2698195195195195,0.00010792548908254719
0.270801971971972,0.00010470376652604003
0.2717844244244244,0.00010157296680198452
0.2727668768768769,9.853076858331507e-05
0.2737493293293293,9.557489855959044e-05
0.27473178178178176,9.270313097277003e-05
0.27571423423423425,8.991328712915883e-05
0.2766966866866867,8.720323488940061e-05
0.2776791391391391,8.457088813832819e-05
0.2786615915915916,8.20142062364099e-05
0.279644044044044,7.953119345443748e-05
0.2806264964964965,7.711989839305379e-05
0.28160894894894895,7.477841338863605e-05
0.2825914014014014,7.250487390697228e-05
0.28357385385385386,7.029745792612586e-05
0.2845563063063063,6.815438530979228e-05
0.2855387587587588,6.607391717241351e-05
0.2865212112112112,6.40543552372299e-05
0.28750366366366364,6.209404118841367e-05
0.28848611611611613,6.019135601834955e-05
0.28946856856856856,5.8344719371090456e-05
0.290451021021021,5.65525888829468e-05
0.2914334734734735,5.481345952112757e-05
0.2924159259259259,5.312586292129318e-05
0.2933983783783784,5.148836672483405e-05
0.29438083083083083,4.9899573916646e-05
0.29536328328328326,4.8358122164117344e-05
0.29634573573573575,4.6862683158012304e-05
0.2973281881881882,4.5411961955882785e-05
0.2983106406406406,4.4004696328605264e-05
0.2992930930930931,4.26396561105997e-05
0.30027554554554553,4.1315642554251e-05
0.301257997997998,4.0031487689011405e-05
0.30224045045045045,3.878605368564222e-05
0.3032229029029029,3.757823222600099e-05
0.30420535535535537,3.640694387876584e-05
0.3051878078078078,3.5271137481449736e-05
0.30617026026026023,3.416978952902795e-05
0.3071527127127127,3.310190356948049e-05
0.30813516516516515,3.206650960651938e-05
0.30911761761761763,3.1062663509747526e-05
0.31010007007007007,3.0089446432472186e-05
0.3110825225225225,2.914596423737453e-05
0.312064974974975,2.823134693021217e-05
0.3130474274274274,2.734474810171229e-05
0.31402987987987985,2.6485344377795918e-05
0.31501233233233233,2.565233487825157e-05
0.31599478478478477,2.4844940683960835e-05
0.31697723723723725,2.4062404312761365e-05
0.3179596896896897,2.3303989204019004e-05
0.3189421421421421,2.2568979211961836e-05
0.3199245945945946,2.1856678107818675e-05
0.32090704704704703,2.1166409090790723e-05
0.3218894994994995,2.0497514307869473e-05
0.32287195195195195,1.984935438250855e-05
0.3238544044044044,1.9221307952137374e-05
0.32483685685685687,1.8612771214505236e-05
0.3258193093093093,1.8023157482823677e-05
0.32680176176176173,1.745189674967417e-05
0.3277842142142142,1.689843525963661e-05
0.32876666666666665,1.63622350905852e-05
0.32974911911911914,1.5842773743593778e-05
0.33073157157157157,1.533954374138398e-05
0.331714024024024,1.4852052235244224e-05
0.3326964764764765,1.4379820620341344e-05
0.3336789289289289,1.3922384159341856e-05
0.33466138138138135,1.3479291614255065e-05
0.33564383383383384,1.3050104886405137e-05
0.33662628628628627,1.2634398664435744e-05
0.33760873873873876,1.2231760080248028e-05
0.3385911911911912,1.1841788372767156e-05
0.3395736436436436,1.1464094559432464e-05
0.3405560960960961,1.1098301115301807e-05
0.34153854854854854,1.0744041659658732e-05
0.34252100100100097,1.0400960650009453e-05
0.34350345345345346,1.0068713083315204e-05
0.3444859059059059,9.7469642039352e-06
0.3454683583583584,9.435389218051923e-06
0.3464508108108108,9.1336730150863e-06
0.34743326326326324,8.84150989612615e-06
0.3484157157157157,8.558603309225776e-06
0.34939816816816816,8.28466559143365e-06
0.35038062062062064,8.01941771740656e-06
0.3513630730730731,7.762589054471738e-06
0.3523455255255255,7.51391712399807e-06
0.353327977977978,7.273147368941555e-06
0.3543104304304304,7.040032927430335e-06
0.35529288288288285,6.814334412257216e-06
0.35627533533533534,6.595819696149578e-06
0.3572577877877878,6.384263702688128e-06
0.35824024024024026,6.179448202747582e-06
0.3592226926926927,5.981161616335605e-06
0.3602051451451451,5.789198819706348e-06
0.3611875975975976,5.60336095762823e-06
0.36217005005005004,5.423455260687629e-06
0.36315250250250247,5.249294867510851e-06
0.36413495495495496,5.080698651789921e-06
0.3651174074074074,4.917491053999259e-06
0.3660998598598599,4.759501917692118e-06
0.3670823123123123,4.606566330267928e-06
0.36806476476476474,4.458524468102947e-06
0.3690472172172172,4.315221445939696e-06
0.37002966966966966,4.1765071704315516e-06
0.3710121221221221,4.0422361977410945e-06
0.3719945745745746,3.912267595092959e-06
0.372977027027027,3.7864648061837025e-06
0.3739594794794795,3.6646955203527656e-06
0.3749419319319319,3.5468315454209466e-06
0.37592438438438436,3.4327486841044986e-06
0.37690683683683684,3.3223266139145976e-06
0.3778892892892893,3.2154487704539235e-06
0.37887174174174176,3.112002234024024e-06
0.3798541941941942,3.011877619458666e-06
0.3808366466466466,2.914968969100218e-06
0.3818190990990991,2.821173648837947e-06
0.38280155155155154,2.7303922471289126e-06
0.383784004004004,2.6425284769233435e-06
0.38476645645645646,2.5574890804189085e-06
0.3857489089089089,2.475183736569134e-06
0.3867313613613614,2.3955249712733454e-06
0.3877138138138138,2.3184280701770236e-06
0.38869626626626624,2.2438109940129692e-06
0.38967871871871873,2.171594296415384e-06
0.39066117117117116,2.1017010441404043e-06
0.3916436236236236,2.0340567396280843e-06
0.3926260760760761,1.968589245842752e-06
0.3936085285285285,1.9052287133294436e-06
0.394590980980981,1.8439075094262296e-06
0.39557343343343343,1.7845601495733011e-06
0.39655588588588586,1.7271232306611634e-06
0.39753833833833835,1.671535366361791e-06
0.3985207907907908,1.617737124391713e-06
0.3995032432432432,1.56567096589735e-06
0.4004856956956957,1.5152811876275555e-06
0.40146814814814813,1.4665138662647103e-06
0.4024506006006006,1.4193168041924043e-06
0.40343305305305305,1.3736394766325226e-06
0.4044155055055055,1.3294329801407097e-06
0.40539795795795797,1.2866499824469735e-06
0.4063804104104104,1.2452446736264623e-06
0.40736286286286283,1.205172718584078e-06
0.4083453153153153,1.1663912108346856e-06
0.40932776776776775,1.1288586275601288e-06
0.41031022022022023,1.0925347859225013e-06
0.41129267267267267,1.0573808006126893e-06
0.4122751251251251,1.0233590426121622e-06
0.4132575775775776,9.904330991453297e-07
0.41424003003003,9.585677347993144e-07
0.4152224824824825,9.277288537873852e-07
0.41620493493493493,8.978834633321143e-07
0.41718738738738737,8.689996381438319e-07
0.41816983983983985,8.410464859699897e-07
0.4191522922922923,8.139941141906769e-07
0.4201347447447447,7.878135974357125e-07
0.4211171971971972,7.624769461985732e-07
0.42209964964964963,7.379570764225676e-07
0.4230821021021021,7.1422778003472e-07
0.42406455455455455,6.912636964030674e-07
0.425047007007007,6.690402846931763e-07
0.42602945945945947,6.475337970999884e-07
0.4270119119119119,6.267212529313251e-07
0.42799436436436433,6.065804135197522e-07
0.4289768168168168,5.870897579397031e-07
0.42995926926926925,5.68228459507222e-07
0.43094172172172174,5.499763630399967e-07
0.43192417417417417,5.323139628557341e-07
0.4329066266266266,5.15222381487318e-07
0.4338890790790791,4.9868334909365e-07
0.4348715315315315,4.826791835450971e-07
0.43585398398398395,4.6719277092511645e-07
0.43683643643643644,4.5220754437362674e-07
0.43781888888888887,4.3770746104248873e-07
0.43880134134134136,4.2367698008919945e-07
0.4397837937937938,4.101010422466604e-07
0.4407662462462462,3.969650508388743e-07
0.4417486986986987,3.84254854116467e-07
0.44273115115115114,3.719567287960079e-07
0.4437136036036036,3.600573646965228e-07
0.44469605605605605,3.485438503753305e-07
0.4456785085085085,3.3740365967352976e-07
0.446660960960961,3.2662463908904417e-07
0.4476434134134134,3.1619499590224937e-07
0.44862586586586584,3.061032869856744e-07
0.4496083183183183,2.9633840823558793e-07
0.45059077077077075,2.868895845686859e-07
0.45157322322322324,2.777463604325962e-07
0.4525556756756757,2.688985907836221e-07
0.4535381281281281,2.603364324897185e-07
0.4545205805805806,2.5205033612082537e-07
0.455503033033033,2.4403103809252083e-07
0.45648548548548545,2.3626955313243853e-07
0.45746793793793794,2.2875716704218088e-07
0.45845039039039037,2.2148542973034976e-07
0.45943284284284286,2.1444614849507482e-07
0.4604152952952953,2.0763138153683216e-07
0.4613977477477477,2.010334317047535e-07
0.4623802002002002,1.9464484196793786e-07
0.46336265265265264,1.8845839760876185e-07
0.46434510510510507,1.8246713160522035e-07
0.46532755755755756,1.7666432829956506e-07
0.46631001001001,1.710435251339956e-07
0.4672924624624625,1.6559851268307747e-07
0.4682749149149149,1.6032333319159588e-07
0.46925736736736734,1.5521227780706331e-07
0.4702398198198198,1.5025988267839972e-07
0.47122227227227226,1.454609240762267e-07
0.4722047247247247,1.408104126757312e-07
0.4731871771771772,1.3630358712995993e-07
0.4741696296296296,1.3193590704971713e-07
0.4751520820820821,1.2770304549569784e-07
0.4761345345345345,1.2360088107912703e-07
0.47711698698698696,1.1962548975875132e-07
0.47809943943943944,1.1577313641457524e-07
0.4790818918918919,1.1204026627201103e-07
0.48006434434434436,1.084234962441266e-07
0.4810467967967968,1.0491960625428636e-07
0.4820292492492492,1.015255305966255e-07
0.4830117017017017,9.823834938737643e-08
0.48399415415415414,9.505528015604259e-08
0.4849766066066066,9.197366962170161e-08
0.48595905905905906,8.899098902488107e-08
0.4869415115115115,8.610514847487414e-08
0.487923963963964,8.331632953887296e-08
0.4889064164164164,8.062961715304184e-08
0.48988886886886884,7.805720722515736e-08
0.49087132132132133,7.562015380702176e-08
0.49185377377377376,7.334979590088304e-08
0.4928362262262262,7.128864384705592e-08
0.4938186786786787,6.94856334371106e-08
0.4948011311311311,6.798311371470875e-08
0.4957835835835836,6.680397888646925e-08
0.49676603603603603,6.594515464342783e-08
0.49774848848848846,6.53821716330726e-08
0.49873094094094095,6.50760328801941e-08
0.4997133933933934,6.497875207277373e-08
0.5006958458458458,6.503820395421897e-08
0.5016782982982982,6.520291860353668e-08
0.5026607507507508,6.542720611177942e-08
0.5036432032032032,6.56755667384073e-08
0.5046256556556556,6.592318484632685e-08
0.5056081081081081,6.61542752126538e-08
0.5065905605605605,6.636031709377195e-08
0.507573013013013,6.65382495030939e-08
0.5085554654654655,6.668860646764345e-08
0.5095379179179179,6.681362144612571e-08
0.5105203703703703,6.691578566736805e-08
0.5115028228228228,6.699746868203344e-08
0.5124852752752753,6.706090399476482e-08
0.5134677277277278,6.710818724669756e-08
0.5144501801801802,6.714127578152583e-08
0.5154326326326326,6.71619894085985e-08
0.516415085085085,6.717201219178976e-08
0.5173975375375375,6.717289510854884e-08
0.51837998998999,6.716605943909236e-08
0.5193624424424425,6.71528007609529e-08
0.5203448948948949,6.713429343873468e-08
0.5213273473473473,6.711159551281697e-08
0.5223097997997997,6.708565390375205e-08
0.5232922522522523,6.705730986112874e-08
0.5242747047047047,6.702730459670982e-08
0.5252571571571572,6.699628505161567e-08
0.5262396096096096,6.696480975631482e-08
0.527222062062062,6.693335475009948e-08
0.5282045145145146,6.690231953374747e-08
0.529186966966967,6.687203303509913e-08
0.5301694194194194,6.684275957248922e-08
0.5311518718718719,6.681470480535197e-08
0.5321343243243243,6.678802166495706e-08
0.5331167767767767,6.676281626118045e-08
0.5340992292292293,6.67391537635716e-08
0.5350816816816817,6.671706425675295e-08
0.5360641341341341,6.669654857150153e-08
0.5370465865865865,6.667758409376163e-08
0.538029039039039,6.666013055435781e-08
0.5390114914914915,6.664413580244264e-08
0.539993943943944,6.662954155895693e-08
0.5409763963963964,6.661628856512582e-08
0.5419588488488488,6.660431884074748e-08
0.5429413013013012,6.659357585272248e-08
0.5439237537537538,6.658400448966339e-08
0.5449062062062062,6.657555103718138e-08
0.5458886586586587,6.65681631539823e-08
0.5468711111111111,6.656178984872374e-08
0.5478535635635635,6.655638145759425e-08
0.5488360160160161,6.655188962257167e-08
0.5498184684684685,6.654826727032831e-08
0.5508009209209209,6.654546859173539e-08
0.5517833733733734,6.654344902194554e-08
0.5527658258258258,6.65421652210039e-08
0.5537482782782782,6.654157505497178e-08
0.5547307307307308,6.654163757751573e-08
0.5557131831831832,6.654231301194553e-08
0.5566956356356356,6.654356273366783e-08
0.557678088088088,6.654534925302446e-08
0.5586605405405405,6.654763619849718e-08
0.559642992992993,6.655038830024817e-08
0.5606254454454455,6.65535713739747e-08
0.5616078978978979,6.655715230505821e-08
0.5625903503503503,6.656109903298031e-08
0.5635728028028028,6.656538053599373e-08
0.5645552552552553,6.656996681601914e-08
0.5655377077077077,6.657482888375644e-08
0.5665201601601602,6.657993874399483e-08
0.5675026126126126,6.658526938109336e-08
0.568485065065065,6.659079474463082e-08
0.5694675175175176,6.659648973520174e-08
0.57044996996997,6.660233019034308e-08
0.5714324224224224,6.66082928705862e-08
0.5724148748748749,6.661435544561116e-08
0.5733973273273273,6.662049648050433e-08
0.5743797797797797,6.662669542209054e-08
0.5753622322322323,6.663293258535145e-08
0.5763446846846847,6.66391891398978e-08
0.5773271371371371,6.66454470965049e-08
0.5783095895895896,6.665168929369249e-08
0.579292042042042,6.665789938434033e-08
0.5802744944944945,6.66640618223412e-08
0.581256946946947,6.66701618492736e-08
0.5822393993993994,6.667618548109657e-08
0.5832218518518518,6.668211949485336e-08
0.5842043043043043,6.668795141538604e-08
0.5851867567567568,6.66936695020486e-08
0.5861692092092092,6.669926273542183e-08
0.5871516616616617,6.67047208040179e-08
0.5881341141141141,6.671003409097842e-08
0.5891165665665665,6.671519366075739e-08
0.590099019019019,6.672019124578948e-08
0.5910814714714715,6.672501923313833e-08
0.5920639239239239,6.672967065112568e-08
0.5930463763763764,6.673413915593678e-08
0.5940288288288288,6.673841901820218e-08
0.5950112812812812,6.674250510955451e-08
0.5959937337337338,6.674639288915809e-08
0.5969761861861862,6.675007839021069e-08
0.5979586386386386,6.675355820641965e-08
0.5989410910910911,6.675682947844775e-08
0.5999235435435435,6.675988988033197e-08
0.600905995995996,6.676273760587398e-08
0.6018884484484485,6.676537135500348e-08
0.6028709009009009,6.676779032011119e-08
0.6038533533533533,6.676999417235966e-08
0.6048358058058058,6.677198304796524e-08
0.6058182582582583,6.677375753445264e-08
0.6068007107107107,6.67753186568903e-08
0.6077831631631632,6.677666786410009e-08
0.6087656156156156,6.677780701484139e-08
0.609748068068068,6.677873836398248e-08
0.6107305205205205,6.677946454864314e-08
0.611712972972973,6.677998857432672e-08
0.6126954254254254,6.67803138010313e-08
0.6136778778778779,6.678044392934644e-08
0.6146603303303303,6.678038298653576e-08
0.6156427827827827,6.678013531260939e-08
0.6166252352352353,6.67797055463828e-08
0.6176076876876877,6.677909861152736e-08
0.6185901401401401,6.677831970261418e-08
0.6195725925925926,6.677737427115048e-08
0.620555045045045,6.677626801161094e-08
0.6215374974974975,6.677500684746666e-08
0.62251994994995,6.677359691721244e-08
0.6235024024024024,6.677204456039174e-08
0.6244848548548548,6.677035630362427e-08
0.6254673073073073,6.67685388466339e-08
0.6264497597597597,6.676659904828259e-08
0.6274322122122122,6.676454391260517e-08
0.6284146646646647,6.676238057485168e-08
0.6293971171171171,6.676011628753729e-08
0.6303795695695695,6.675775840649683e-08
0.631362022022022,6.675531437695068e-08
0.6323444744744745,6.675279171957753e-08
0.6333269269269269,6.675019801659741e-08
0.6343093793793794,6.674754089786728e-08
0.6352918318318318,6.67448280269851e-08
0.6362742842842842,6.674206708740642e-08
0.6372567367367368,6.673926576857383e-08
0.6382391891891892,6.673643175205579e-08
0.6392216416416416,6.673357269770152e-08
0.6402040940940941,6.673069622980503e-08
0.6411865465465465,6.67278099232836e-08
0.642168998998999,6.672492128986968e-08
0.6431514514514515,6.67220377643097e-08
0.6441339039039039,6.6719166690582e-08
0.6451163563563563,6.671631530812171e-08
0.6460988088088088,6.671349073805721e-08
0.6470812612612612,6.671069996946081e-08
0.6480637137137137,6.670794984560398e-08
0.6490461661661662,6.670524705022795e-08
0.6500286186186186,6.670259809381911e-08
0.651011071071071,6.670000929989292e-08
0.6519935235235235,6.669748679128908e-08
0.652975975975976,6.669503647646567e-08
0.6539584284284284,6.669266403580689e-08
0.6549408808808809,6.669037490792731e-08
0.6559233333333333,6.668817427598801e-08
0.6569057857857857,6.668606705400792e-08
0.6578882382382383,6.668405787317713e-08
0.6588706906906907,6.668215106817683e-08
0.6598531431431431,6.66803506634899e-08
0.6608355955955956,6.6678660359716e-08
0.661818048048048,6.667708351987823e-08
0.6628005005005005,6.667562315572922e-08
0.663782952952953,6.667428191405044e-08
0.6647654054054054,6.667306206294653e-08
0.6657478578578578,6.667196547812651e-08
0.6667303103103103,6.667099362918619e-08
0.6677127627627627,6.6670147565871e-08
0.6686952152152152,6.666942790433662e-08
0.6696776676676677,6.666883481339323e-08
0.6706601201201201,6.666836800074185e-08
0.6716425725725725,6.666802669919335e-08
0.672625025025025,6.666780965288253e-08
0.6736074774774775,6.666771510346006e-08
0.6745899299299299,6.66677407762793e-08
0.6755723823823824,6.666788386662528e-08
0.6765548348348348,6.666814103147154e-08
0.6775372872872872,6.66685084081644e-08
0.6785197397397398,6.666898165266083e-08
0.6795021921921922,6.666955597959112e-08
0.6804846446446446,6.667022620231751e-08
0.6814670970970971,6.667098677298924e-08
0.6824495495495495,6.667183182259501e-08
0.6834320020020019,6.667275520101793e-08
0.6844144544544545,6.667375051709323e-08
0.6853969069069069,6.667481117867102e-08
0.6863793593593593,6.667593043268168e-08
0.6873618118118118,6.667710140521775e-08
0.6883442642642642,6.667831714161547e-08
0.6893267167167167,6.667957064655342e-08
0.6903091691691692,6.668085492415891e-08
0.6912916216216216,6.668216301812828e-08
0.692274074074074,6.668348805185904e-08
0.6932565265265265,6.668482326858926e-08
0.694238978978979,6.668616207155889e-08
0.6952214314314314,6.668749806417333e-08
0.6962038838838839,6.668882509018582e-08
0.6971863363363363,6.669013727388223e-08
0.6981687887887887,6.669142906028534e-08
0.6991512412412413,6.669269525535908e-08
0.7001336936936937,6.66939310662249e-08
0.7011161461461461,6.669513214138252e-08
