r,nu F17
0.1833637037037037,1.1827584967636463e-06
0.18434615615615615,1.0773479223570382e-06
0.1853286086086086,9.811385511540412e-07
0.18631106106106105,8.933475510668075e-07
0.1872935135135135,8.1325657268024e-07
0.18827596596596596,7.402066569831903e-07
0.18925841841841842,6.735935227279858e-07
0.19024087087087088,6.128632074210479e-07
0.1912233233233233,5.575080374907465e-07
0.19220577577577577,5.070629046551802e-07
0.19318822822822823,4.6110182692302575e-07
0.1941706806806807,4.19234774004294e-07
0.19515313313313312,3.8110473818662346e-07
0.19613558558558558,3.4638503294706484e-07
0.19711803803803804,3.147768027207938e-07
0.1981004904904905,2.8600672833856203e-07
0.19908294294294293,2.5982491367535143e-07
0.2000653953953954,2.3600294002602662e-07
0.20104784784784785,2.1433207564134476e-07
0.2020303003003003,1.946216287218905e-07
0.20301275275275274,1.766974329803358e-07
0.2039952052052052,1.6040045564613004e-07
0.20497765765765766,1.455855185034364e-07
0.20596011011011012,1.3212012322507684e-07
0.20694256256256255,1.1988337289455146e-07
0.207925015015015,1.0876498219699834e-07
0.20890746746746747,9.866436931039192e-08
0.20988991991991993,8.948982304228347e-08
0.21087237237237236,8.115773923705986e-08
0.21185482482482482,7.35919209258888e-08
0.21283727727727728,6.672293710809812e-08
0.21381972972972974,6.04875354405253e-08
0.21480218218218217,5.482810447205797e-08
0.21578463463463463,4.9692181395796295e-08
0.21676708708708708,4.50320016026551e-08
0.21774953953953954,4.080408660917162e-08
0.21873199199199198,3.696886720033047e-08
0.21971444444444443,3.349033887555481e-08
0.2206968968968969,3.03357469130108e-08
0.22167934934934935,2.747529858915547e-08
0.2226618018018018,2.4881900288602507e-08
0.22364425425425424,2.2530917415061283e-08
0.2246267067067067,2.0399955182143543e-08
0.22560915915915916,1.8468658518779664e-08
0.22659161161161162,1.6718529467898496e-08
0.22757406406406405,1.513276058976964e-08
0.2285565165165165,1.3696083003769747e-08
0.22953896896896897,1.2394627815104057e-08
0.23052142142142143,1.1215799776872071e-08
0.23150387387387386,1.0148162133487618e-08
0.23248632632632632,9.181331679460207e-09
0.23346877877877878,8.305883148487652e-09
0.23445123123123124,7.513262122235586e-09
0.23543368368368367,6.795705716587685e-09
0.23641613613613613,6.1461703659957075e-09
0.2373985885885886,5.5582660842783245e-09
0.23838104104104105,5.026196633204298e-09
0.23936349349349348,4.544705078820819e-09
0.24034594594594594,4.1090242600961414e-09
0.2413283983983984,3.714831735349755e-09
0.24231085085085086,3.358208809442229e-09
0.2432933033033033,3.0356032790592846e-09
0.24427575575575575,2.743795564903097e-09
0.2452582082082082,2.4798679284309336e-09
0.24624066066066067,2.24117649717105e-09
0.2472231131131131,2.025325846798234e-09
0.24820556556556556,1.8301459102466633e-09
0.24918801801801801,1.6536710043475755e-09
0.2501704704704705,1.4941207829568282e-09
0.2511529229229229,1.3498829424279554e-09
0.2521353753753754,1.219497520719633e-09
0.2531178278278278,1.101642645526912e-09
0.25410028028028026,9.951215997015223e-10
0.25508273273273274,8.988510839842541e-10
0.2560651851851852,8.118505678036189e-10
0.25704763763763766,7.332326286880023e-10
0.2580300900900901,6.621941897732044e-10
0.2590125425425425,5.980085730354345e-10
0.259994994994995,5.400182933107651e-10
0.26097744744744744,4.876285249334745e-10
0.2619598998998999,4.4030117899276905e-10
0.26294235235235236,3.9754953484980704e-10
0.2639248048048048,3.589333746854972e-10
0.2649072572572573,3.2405457450257535e-10
0.2658897097097097,2.9255310925426714e-10
0.26687216216216214,2.641034336419142e-10
0.26785461461461463,2.384112036460641e-10
0.26883706706706706,2.1521030706055815e-10
0.2698195195195195,1.942601742150311e-10
0.270801971971972,1.7534334272349917e-10
0.2717844244244244,1.5826325250858938e-10
0.2727668768768769,1.4284224954407533e-10
0.2737493293293293,1.2891977875195016e-10
0.27473178178178176,1.1635074830222756e-10
0.27571423423423425,1.0500404921028348e-10
0.2766966866866867,9.47612156225191e-11
0.2776791391391391,8.551521254013538e-11
0.2786615915915916,7.716933896511286e-11
0.279644044044044,6.96362355733068e-11
0.2806264964964965,6.283698703722886e-11
0.28160894894894895,5.6700310044919617e-11
0.2825914014014014,5.1161818899782756e-11
0.28357385385385386,4.616336134720108e-11
0.2845563063063063,4.165241796416692e-11
0.2855387587587588,3.758155907455711e-11
0.2865212112112112,3.3907953720825474e-11
0.28750366366366364,3.059292573821613e-11
0.28848611611611613,2.7601552444858853e-11
0.28946856856856856,2.4902301884808e-11
0.290451021021021,2.2466704945166758e-11
0.2914334734734735,2.0269059016601813e-11
0.2924159259259259,1.8286160182087215e-11
0.2933983783783784,1.6497061204664786e-11
0.29438083083083083,1.488285284408812e-11
0.29536328328328326,1.3426466266936799e-11
0.29634573573573575,1.2112494527425465e-11
0.2973281881881882,1.0927031288695133e-11
0.2983106406406406,9.85752512880004e-12
0.2992930930930931,8.892647933527347e-12
0.30027554554554553,8.022176021183822e-12
0.301257997997998,7.236882773941871e-12
0.30224045045045045,6.5284416675248174e-12
0.3032229029029029,5.889338697078168e-12
0.30420535535535537,5.312793293070723e-12
0.3051878078078078,4.7926869079381224e-12
0.30617026026026023,4.323498532782947e-12
0.3071527127127127,3.900246474563598e-12
0.30813516516516515,3.518435788537419e-12
0.30911761761761763,3.1740108189206003e-12
0.31010007007007007,2.863312353367516e-12
0.3110825225225225,2.5830389444740063e-12
0.312064974974975,2.3302119945646224e-12
0.3130474274274274,2.1021442389501254e-12
0.31402987987987985,1.896411298040861e-12
0.31501233233233233,1.7108260005232846e-12
0.31599478478478477,1.543415208575543e-12
0.31697723723723725,1.3923989021015565e-12
0.3179596896896897,1.2561713024684736e-12
0.3189421421421421,1.1332838374752187e-12
0.3199245945945946,1.0224297684785125e-12
0.32090704704704703,9.224303179518789e-13
0.3218894994994995,8.322221514288487e-13
0.32287195195195195,7.50846081946825e-13
0.3238544044044044,6.774368779038875e-13
0.32483685685685687,6.112140668028481e-13
0.3258193093093093,5.514736377995974e-13
0.32680176176176173,4.975805554068216e-13
0.3277842142142142,4.4896200522499254e-13
0.32876666666666665,4.0510130026809417e-13
0.32974911911911914,3.655323834021262e-13
0.33073157157157157,3.298348676909388e-13
0.331714024024024,2.976295621119142e-13
0.3326964764764765,2.6857443522212233e-13
0.3336789289289289,2.4236097397668504e-13
0.33466138138138135,2.1871089907345434e-13
0.33564383383383384,1.9737320196511752e-13
0.33662628628628627,1.7812147208053022e-13
0.33760873873873876,1.6075148586705853e-13
0.3385911911911912,1.4507903203711395e-13
0.3395736436436436,1.3093794990340374e-13
0.3405560960960961,1.1817835994555317e-13
0.34153854854854854,1.0666506778854718e-13
0.34252100100100097,9.62761246128508e-14
0.34350345345345346,8.690152864043967e-14
0.3444859059059059,7.844205355140982e-14
0.3454683583583584,7.080819144756964e-14
0.3464508108108108,6.391919973420572e-14
0.34743326326326324,5.77022417706262e-14
0.3484157157157157,5.209161199720717e-14
0.34939816816816816,4.7028037179329726e-14
0.35038062062062064,4.245804624728078e-14
0.3513630730730731,3.833340196363543e-14
0.3523455255255255,3.461058832511772e-14
0.353327977977978,3.125034821263569e-14
0.3543104304304304,2.8217266348220033e-14
0.35529288288288285,2.5479393107555395e-14
0.35627533533533534,2.3007905177324846e-14
0.3572577877877878,2.0776799442846503e-14
0.35824024024024026,1.876261684804835e-14
0.3592226926926927,1.6944193290761057e-14
0.3602051451451451,1.5302434905252566e-14
0.3611875975975976,1.3820115344162366e-14
0.36217005005005004,1.2481692906406307e-14
0.36315250250250247,1.1273145568832887e-14
0.36413495495495496,1.0181822169772774e-14
0.3651174074074074,9.196308164188489e-15
0.3660998598598599,8.306304524827156e-15
0.3670823123123123,7.502518503255254e-15
0.36806476476476474,6.776565090436853e-15
0.3690472172172172,6.1208781299698195e-15
0.37002966966966966,5.5286301394238665e-15
0.3710121221221221,4.993659987546066e-15
0.3719945745745746,4.510407658382584e-15
0.372977027027027,4.073855408517339e-15
0.3739594794794795,3.679474691427143e-15
0.3749419319319319,3.3231782841437376e-15
0.37592438438438436,3.001277110959908e-15
0.37690683683683684,2.710441518513449e-15
0.3778892892892893,2.4476670229550784e-15
0.37887174174174176,2.2102433827483855e-15
0.3798541941941942,1.995726202304786e-15
0.3808366466466466,1.801910939971573e-15
0.3818190990990991,1.6268092135674634e-15
0.38280155155155154,1.468627276272087e-15
0.383784004004004,1.325746523562116e-15
0.38476645645645646,1.1967058860639606e-15
0.3857489089089089,1.0801859620669223e-15
0.3867313613613614,9.749947457442167e-16
0.3877138138138138,8.800548118754376e-16
0.38869626626626624,7.943918242779553e-16
0.38967871871871873,7.171242426507148e-16
0.39066117117117116,6.47454110662145e-16
0.3916436236236236,5.846588165417609e-16
0.3926260760760761,5.28083725918108e-16
0.3936085285285285,4.771355950050215e-16
0.394590980980981,4.312766803521922e-16
0.39557343343343343,3.900194691564346e-16
0.39655588588588586,3.5292196152363343e-16
0.39753833833833835,3.195834430423359e-16
0.3985207907907908,2.8963999846343544e-16
0.3995032432432432,2.627199877955624e-16
0.4004856956956957,2.382667456486562e-16
0.40146814814814813,2.1541248784765327e-16
0.4024506006006006,1.9332667812105452e-16
0.40343305305305305,1.7189617771053745e-16
0.4044155055055055,1.5205494899264306e-16
0.40539795795795797,1.3543860338700459e-16
0.4063804104104104,1.232696931156507e-16
0.40736286286286283,1.1558649626599205e-16
0.4083453153153153,1.1083369382265284e-16
0.40932776776776775,1.0560326875144601e-16
0.41031022022022023,9.61198915475881e-17
0.41129267267267267,8.12580376597502e-17
0.4122751251251251,6.41921979256669e-17
0.4132575775775776,5.023934146488294e-17
0.41424003003003,4.2776442818041916e-17
0.4152224824824825,4.2717764875948476e-17
0.41620493493493493,4.9922875131434377e-17
0.41718738738738737,5.968576767405368e-17
0.41816983983983985,5.65570680798154e-17
0.4191522922922923,3.343778982412741e-17
0.4201347447447447,1.1695405952372297e-17
0.4211171971971972,3.031167682258182e-18
0.42209964964964963,8.556507785127771e-19
0.4230821021021021,3.695022704492391e-19
0.42406455455455455,2.76147466082505e-19
0.425047007007007,3.2308724538670975e-19
0.42602945945945947,4.725990566994883e-19
0.4270119119119119,6.785837294806216e-19
0.42799436436436433,8.1860476470183305e-19
0.4289768168168168,8.121728545182117e-19
0.42995926926926925,7.126803148696663e-19
0.43094172172172174,6.143667924314918e-19
0.43192417417417417,5.626943521112217e-19
0.4329066266266266,5.60606219277628e-19
0.4338890790790791,5.968932402226054e-19
0.4348715315315315,6.544738218252314e-19
0.43585398398398395,7.133217372786488e-19
0.43683643643643644,7.560718324763536e-19
0.43781888888888887,7.72373671395264e-19
0.43880134134134136,7.612331798200058e-19
0.4397837937937938,7.29659069227764e-19
0.4407662462462462,6.884589974862022e-19
0.4417486986986987,6.478938769134106e-19
0.44273115115115114,6.150245428549277e-19
0.4437136036036036,5.930361492583334e-19
0.44469605605605605,5.822844045590801e-19
0.4456785085085085,5.815278396556402e-19
0.446660960960961,5.885921932594168e-19
0.4476434134134134,6.007112958656675e-19
0.44862586586586584,6.148295325612839e-19
0.4496083183183183,6.280632943543718e-19
0.45059077077077075,6.383622792202259e-19
0.45157322322322324,6.449421240712234e-19
0.4525556756756757,6.480763964942704e-19
0.4535381281281281,6.4863099044978925e-19
0.4545205805805806,6.475617293021873e-19
0.455503033033033,6.456265910133301e-19
0.45648548548548545,6.433648635429393e-19
0.45746793793793794,6.411289968348658e-19
0.45845039039039037,6.391210998115505e-19
0.45943284284284286,6.374301936507973e-19
0.4604152952952953,6.360687255151172e-19
0.4613977477477477,6.350079984127935e-19
0.4623802002002002,6.34209011171448e-19
0.46336265265265264,6.336354117171025e-19
0.46434510510510507,6.332542758171206e-19
0.46532755755755756,6.330358539912563e-19
0.46631001001001,6.32953347483654e-19
0.4672924624624625,6.329827082231852e-19
0.4682749149149149,6.3310245790360525e-19
0.46925736736736734,6.332935220956007e-19
0.4702398198198198,6.335390759766703e-19
0.47122227227227226,6.3382439884941045e-19
0.4722047247247247,6.34136735126192e-19
0.4731871771771772,6.344651598978839e-19
0.4741696296296296,6.348004475843559e-19
0.4751520820820821,6.351349424912422e-19
0.4761345345345345,6.35462430376604e-19
0.47711698698698696,6.35778010366109e-19
0.47809943943943944,6.360779667521545e-19
0.4790818918918919,6.363596403722108e-19
0.48006434434434436,6.366212993898628e-19
0.4810467967967968,6.368620094016187e-19
0.4820292492492492,6.370815028656171e-19
0.4830117017017017,6.372800478998574e-19
0.48399415415415414,6.374583165297287e-19
0.4849766066066066,6.376172524810848e-19
0.48595905905905906,6.377579387489046e-19
0.4869415115115115,6.378814777514386e-19
0.487923963963964,6.379889370236837e-19
0.4889064164164164,6.380813447360269e-19
0.48988886886886884,6.381596901863386e-19
0.49087132132132133,6.3822492432878665e-19
0.49185377377377376,6.382779603310948e-19
0.4928362262262262,6.383196741580471e-19
0.4938186786786787,6.383509051786732e-19
0.4948011311311311,6.383724567954525e-19
0.4957835835835836,6.383850970932058e-19
0.49676603603603603,6.383895595061091e-19
0.49774848848848846,6.383865435010033e-19
0.49873094094094095,6.383767152753201e-19
0.4997133933933934,6.383607084683132e-19
0.5006958458458458,6.383391248840401e-19
0.5016782982982982,6.383125352249277e-19
0.5026607507507508,6.382814798346281e-19
0.5036432032032032,6.382464694491392e-19
0.5046256556556556,6.38207985955215e-19
0.5056081081081081,6.381664831549367e-19
0.5065905605605605,6.381223875359476e-19
0.507573013013013,6.380760990461465e-19
0.5085554654654655,6.380279918725982e-19
0.5095379179179179,6.37978415223571e-19
0.5105203703703703,6.379276941135352e-19
0.5115028228228228,6.378761301502837e-19
0.5124852752752753,6.378240023239671e-19
0.5134677277277278,6.37771567797445e-19
0.5144501801801802,6.377190626977557e-19
0.5154326326326326,6.376667029082187e-19
0.516415085085085,6.376146848610593e-19
0.5173975375375375,6.375631863303001e-19
0.51837998998999,6.3751236722448955e-19
0.5193624424424425,6.374623703794878e-19
0.5203448948948949,6.374133223508934e-19
0.5213273473473473,6.373653342060048e-19
0.5223097997997997,6.373185023153658e-19
0.5232922522522523,6.372729091437844e-19
0.5242747047047047,6.372286240406957e-19
0.5252571571571572,6.371857040298896e-19
0.5262396096096096,6.371441945986607e-19
0.527222062062062,6.3710413048623685e-19
0.5282045145145146,6.370655364716125e-19
0.529186966966967,6.370284281607315e-19
0.5301694194194194,6.369928127730764e-19
0.5311518718718719,6.3695868992772175e-19
0.5321343243243243,6.369260524287721e-19
0.5331167767767767,6.36894887050395e-19
0.5340992292292293,6.368651753213322e-19
0.5350816816816817,6.368368943090539e-19
0.5360641341341341,6.368100174034588e-19
0.5370465865865865,6.3678451510035e-19
0.538029039039039,6.367603557845245e-19
0.5390114914914915,6.367375065127024e-19
0.539993943943944,6.367159337952644e-19
0.5409763963963964,6.366956042967601e-19
0.5419588488488488,6.366764851433742e-19
0.5429413013013012,6.366585439456533e-19
0.5439237537537538,6.366417487948027e-19
0.5449062062062062,6.366260682589554e-19
0.5458886586586587,6.366114713794335e-19
0.5468711111111111,6.365979276671577e-19
0.5478535635635635,6.365854070989168e-19
0.5488360160160161,6.365738801138412e-19
0.5498184684684685,6.365633176097392e-19
0.5508009209209209,6.365536909395372e-19
0.5517833733733734,6.365449719078204e-19
0.5527658258258258,6.365371327671683e-19
0.5537482782782782,6.365301462148239e-19
0.5547307307307308,6.365239853890458e-19
0.5557131831831832,6.3651862386580965e-19
0.5566956356356356,6.365140356552578e-19
0.557678088088088,6.365101951983401e-19
0.5586605405405405,6.365070773634001e-19
0.559642992992993,6.365046574428108e-19
0.5606254454454455,6.365029111495483e-19
0.5616078978978979,6.365018146139495e-19
0.5625903503503503,6.365013443802503e-19
0.5635728028028028,6.365014774034108e-19
0.5645552552552553,6.365021910456938e-19
0.5655377077077077,6.36503463073445e-19
0.5665201601601602,6.365052716538032e-19
0.5675026126126126,6.365075953514035e-19
0.568485065065065,6.365104131252002e-19
0.5694675175175176,6.365137043251528e-19
0.57044996996997,6.36517448689046e-19
0.5714324224224224,6.365216263392657e-19
0.5724148748748749,6.365262177795877e-19
0.5733973273273273,6.365312038919795e-19
0.5743797797797797,6.365365659334081e-19
0.5753622322322323,6.3654228553272225e-19
0.5763446846846847,6.365483446873747e-19
0.5773271371371371,6.365547257603618e-19
0.5783095895895896,6.365614114770092e-19
0.579292042042042,6.365683849218789e-19
0.5802744944944945,6.365756295355856e-19
0.581256946946947,6.365831291116761e-19
0.5822393993993994,6.365908677935198e-19
0.5832218518518518,6.365988300711696e-19
0.5842043043043043,6.366070007782643e-19
0.5851867567567568,6.366153650889315e-19
0.5861692092092092,6.36623908514627e-19
0.5871516616616617,6.366326169010944e-19
0.5881341141141141,6.366414764252712e-19
0.5891165665665665,6.366504735921674e-19
0.590099019019019,6.36659595231765e-19
0.5910814714714715,6.36668828495998e-19
0.5920639239239239,6.366781608555999e-19
0.5930463763763764,6.36687580097128e-19
0.5940288288288288,6.366970743197178e-19
0.5950112812812812,6.367066319322269e-19
0.5959937337337338,6.36716241649995e-19
0.5969761861861862,6.367258924918773e-19
0.5979586386386386,6.367355737771032e-19
0.5989410910910911,6.36745275122303e-19
0.5999235435435435,6.3675498643836445e-19
0.600905995995996,6.367646979274527e-19
0.6018884484484485,6.36774400079833e-19
0.6028709009009009,6.367840836709665e-19
0.6038533533533533,6.3679373975834e-19
0.6048358058058058,6.368033596784645e-19
0.6058182582582583,6.368129350437905e-19
0.6068007107107107,6.368224577396919e-19
0.6077831631631632,6.368319199213672e-19
0.6087656156156156,6.368413140108394e-19
0.609748068068068,6.368506326938527e-19
0.6107305205205205,6.368598689168789e-19
0.611712972972973,6.368690158839614e-19
0.6126954254254254,6.368780670538048e-19
0.6136778778778779,6.368870161366355e-19
0.6146603303303303,6.368958570911338e-19
0.6156427827827827,6.369045841214452e-19
0.6166252352352353,6.369131916740814e-19
0.6176076876876877,6.3692167443488305e-19
0.6185901401401401,6.36930027325962e-19
0.6195725925925926,6.369382455026579e-19
0.620555045045045,6.369463243504688e-19
0.6215374974974975,6.369542594819912e-19
0.62251994994995,6.369620467338958e-19
0.6235024024024024,6.369696821638509e-19
0.6244848548548548,6.369771620474235e-19
0.6254673073073073,6.369844828751269e-19
0.6264497597597597,6.369916413492412e-19
0.6274322122122122,6.369986343808333e-19
0.6284146646646647,6.370054590866705e-19
0.6293971171171171,6.37012112786144e-19
0.6303795695695695,6.370185929982541e-19
0.631362022022022,6.370248974384791e-19
0.6323444744744745,6.370310240157861e-19
0.6333269269269269,6.370369708294924e-19
0.6343093793793794,6.370427361662525e-19
0.6352918318318318,6.370483184969555e-19
0.6362742842842842,6.370537164737257e-19
0.6372567367367368,6.370589289267289e-19
0.6382391891891892,6.370639548612185e-19
0.6392216416416416,6.370687934544498e-19
0.6402040940940941,6.370734440525048e-19
0.6411865465465465,6.370779061673665e-19
0.642168998998999,6.370821794737371e-19
0.6431514514514515,6.370862638060474e-19
0.6441339039039039,6.370901591552842e-19
0.6451163563563563,6.370938656659772e-19
0.6460988088088088,6.3709738363316e-19
0.6470812612612612,6.371007134991837e-19
0.6480637137137137,6.3710385585074405e-19
0.6490461661661662,6.371068114157456e-19
0.6500286186186186,6.371095810602335e-19
0.651011071071071,6.371121657853192e-19
0.6519935235235235,6.371145667240896e-19
0.652975975975976,6.371167851385424e-19
0.6539584284284284,6.371188224164935e-19
0.6549408808808809,6.371206800684849e-19
0.6559233333333333,6.371223597247283e-19
0.6569057857857857,6.371238631319751e-19
0.6578882382382383,6.371251921504952e-19
0.6588706906906907,6.371263487509511e-19
0.6598531431431431,6.371273350112879e-19
0.6608355955955956,6.371281531137416e-19
0.661818048048048,6.371288053416186e-19
0.6628005005005005,6.371292940763459e-19
0.663782952952953,6.371296217942802e-19
0.6647654054054054,6.371297910636849e-19
0.6657478578578578,6.371298045416118e-19
0.6667303103103103,6.371296649708305e-19
0.6677127627627627,6.371293751767151e-19
0.6686952152152152,6.371289380641678e-19
0.6696776676676677,6.371283566145831e-19
0.6706601201201201,6.371276338826623e-19
0.6716425725725725,6.371267729934091e-19
0.672625025025025,6.371257771390002e-19
0.6736074774774775,6.371246495756821e-19
0.6745899299299299,6.371233936207673e-19
0.6755723823823824,6.371220126494056e-19
0.6765548348348348,6.371205100916429e-19
0.6775372872872872,6.371188894292238e-19
0.6785197397397398,6.371171541925777e-19
0.6795021921921922,6.371153079576843e-19
0.6804846446446446,6.3711335434298635e-19
0.6814670970970971,6.371112970063344e-19
0.6824495495495495,6.371091396418785e-19
0.6834320020020019,6.371068859769819e-19
0.6844144544544545,6.371045397691553e-19
0.6853969069069069,6.3710210480289775e-19
0.6863793593593593,6.370995848867148e-19
0.6873618118118118,6.370969838499648e-19
0.6883442642642642,6.370943055397685e-19
0.6893267167167167,6.370915538179755e-19
0.6903091691691692,6.370887325580016e-19
0.6912916216216216,6.370858456418375e-19
0.692274074074074,6.370828969568814e-19
