r,nu O15
0.10182015015015015,0.0011477029655629879
0.1028026026026026,0.0010859870523381011
0.10378505505505506,0.001026984615905209
0.1047675075075075,0.0009706254464952574
0.10574995995995996,0.0009168368553510387
0.10673241241241241,0.0008655441400385405
0.10771486486486487,0.0008166710245860961
0.10869731731731731,0.000770140073474682
0.10967976976976977,0.0007258730788224558
0.11066222222222222,0.000683791420401418
0.11164467467467468,0.0006438163983927341
0.11262712712712712,0.0006058695390295172
0.11360957957957958,0.0005698728734916663
0.11459203203203203,0.0005357491906069053
0.11557448448448449,0.0005034222640762502
0.11655693693693693,0.0004728170550816443
0.11753938938938939,0.0004438598912495351
0.11852184184184184,0.00041647862303811195
0.1195042942942943,0.00039060275811424964
0.12048674674674674,0.0003661635570029335
0.1214691991991992,0.00034309406402914104
0.12245165165165164,0.0003213291232799053
0.1234341041041041,0.00030080540654851666
0.12441655655655655,0.00028146144966095316
0.125399009009009,0.0002632376928615359
0.12638146146146145,0.0002460765217355424
0.1273639139139139,0.0002299223058648605
0.12834636636636637,0.00021472143304990745
0.12932881881881883,0.00020042233748892536
0.13031127127127126,0.00018697552078742106
0.13129372372372372,0.00017433356507972603
0.13227617617617618,0.00016245113788586666
0.13325862862862864,0.0001512849886051557
0.13424108108108107,0.00014079393676857862
0.13522353353353353,0.0001309388523407772
0.136205985985986,0.0001216826284850687
0.13718843843843845,0.00011299014728724725
0.13817089089089088,0.00010482823898169537
0.13915334334334334,9.716563524212973e-05
0.1401357957957958,8.99729170946099e-05
0.14111824824824826,8.322245798737182e-05
0.1421007007007007,7.688836251564863e-05
0.14308315315315315,7.094640125456918e-05
0.1440656056056056,6.537394210399765e-05
0.14504805805805807,6.014987849999947e-05
0.1460305105105105,5.525455481750109e-05
0.14701296296296296,5.066969900111447e-05
0.14799541541541542,4.6378434520359854e-05
0.14897786786786787,4.236534240687673e-05
0.1499603203203203,3.861644767059872e-05
0.15094277277277277,3.511912608347881e-05
0.15192522522522522,3.186195318591807e-05
0.15290767767767768,2.883451506335118e-05
0.15389013013013011,2.602719826266207e-05
0.15487258258258257,2.343097422755588e-05
0.15585503503503503,2.1037191658624093e-05
0.1568374874874875,1.883738811988239e-05
0.15781993993993992,1.6823129947430012e-05
0.15880239239239238,1.4985887051724698e-05
0.15978484484484484,1.3316940156505262e-05
0.1607672972972973,1.1807271773550678e-05
0.16174974974974976,1.044746734924972e-05
0.1627322022022022,9.227718978216891e-06
0.16371465465465465,8.137916281668974e-06
0.1646971071071071,7.1677887191621455e-06
0.16567955955955957,6.307070391076677e-06
0.166662012012012,5.54566563468854e-06
0.16764446446446446,4.873808229072848e-06
0.16862691691691692,4.282219373607153e-06
0.16960936936936938,3.7622277989833138e-06
0.1705918218218218,3.3058365052696664e-06
0.17157427427427427,2.905748351282921e-06
0.17255672672672673,2.5553621385246986e-06
0.1735391791791792,2.248748414273004e-06
0.17452163163163162,1.980612029684046e-06
0.17550408408408408,1.7462442096336688e-06
0.17648653653653654,1.541465765983138e-06
0.177468988988989,1.362572645551975e-06
0.17845144144144143,1.2062875695296593e-06
0.1794338938938939,1.0697165762156223e-06
0.18041634634634635,9.503095336570663e-07
0.1813987987987988,8.458240299251272e-07
0.18238125125125124,7.54292283576947e-07
0.1833637037037037,6.73991547748328e-07
0.18434615615615615,6.034196969308085e-07
0.1853286086086086,5.412731121779025e-07
0.18631106106106105,4.864247727897071e-07
0.1872935135135135,4.3790324401490517e-07
0.18827596596596596,3.9487313234205813e-07
0.18925841841841842,3.566172938293916e-07
0.19024087087087088,3.2252088946715117e-07
0.1912233233233233,2.9205725920903407e-07
0.19220577577577577,2.6477551233501973e-07
0.19318822822822823,2.4028959801275956e-07
0.1941706806806807,2.1826833360687433e-07
0.19515313313313312,1.984266101388438e-07
0.19613558558558558,1.8051809003979547e-07
0.19711803803803804,1.6432917401706918e-07
0.1981004904904905,1.4967399968377345e-07
0.19908294294294293,1.3639028206170554e-07
0.2000653953953954,1.2433584350168615e-07
0.20104784784784785,1.1338571012280301e-07
0.2020303003003003,1.0342967530783219e-07
0.20301275275275274,9.437024945030656e-08
0.2039952052052052,8.612093006348845e-08
0.20497765765765766,7.860473833173315e-08
0.20596011011011012,7.175297782979976e-08
0.20694256256256255,6.550417893767443e-08
0.207925015015015,5.980319881400909e-08
0.20890746746746747,5.46004519555e-08
0.20988991991991993,4.985125059459242e-08
0.21087237237237236,4.5515237657004573e-08
0.21185482482482482,4.155589785879088e-08
0.21283727727727728,3.7940134885252666e-08
0.21381972972972974,3.463790455283247e-08
0.21480218218218217,3.162189548375832e-08
0.21578463463463463,2.886725018063178e-08
0.21676708708708708,2.6351320522051835e-08
0.21774953953953954,2.4053452649242e-08
0.21873199199199198,2.1954797012694213e-08
0.21971444444444443,2.0038140499022822e-08
0.2206968968968969,1.8287759545189783e-08
0.22167934934934935,1.6689289810880493e-08
0.2226618018018018,1.522960778483386e-08
0.22364425425425424,1.3896722882989095e-08
0.2246267067067067,1.2679679081392074e-08
0.22560915915915916,1.1568465218179354e-08
0.22659161161161162,1.0553933180564219e-08
0.22757406406406405,9.62772326631171e-09
0.2285565165165165,8.782196075537212e-09
0.22953896896896897,8.01037034854252e-09
0.23052142142142143,7.30586621946535e-09
0.23150387387387386,6.6628534043710484e-09
0.23248632632632632,6.076003886561419e-09
0.23346877877877878,5.540448701817899e-09
0.23445123123123124,5.051738462427371e-09
0.23543368368368367,4.605807291559076e-09
0.23641613613613613,4.198939869196209e-09
0.2373985885885886,3.82774131768527e-09
0.23838104104104105,3.4891096793195893e-09
0.23936349349349348,3.180210760467281e-09
0.24034594594594594,2.8984551368043236e-09
0.2413283983983984,2.6414771324213637e-09
0.24231085085085086,2.4071156021124804e-09
0.2432933033033033,2.1933963611850175e-09
0.24427575575575575,1.9985161207978206e-09
0.2452582082082082,1.82082779926535e-09
0.24624066066066067,1.6588270910780608e-09
0.2472231131131131,1.5111401856863729e-09
0.24820556556556556,1.3765125374737974e-09
0.24918801801801801,1.253798596887085e-09
0.2501704704704705,1.1419524204773748e-09
0.2511529229229229,1.040019084703377e-09
0.2521353753753754,9.471268348203005e-10
0.2531178278278278,8.624799060825975e-10
0.25410028028028026,7.853519598760081e-10
0.25508273273273274,7.150800823126077e-10
0.2560651851851852,6.510592973118542e-10
0.25704763763763766,5.927375502916077e-10
0.2580300900900901,5.39611122338265e-10
0.2590125425425425,4.912204381478664e-10
0.259994994994995,4.471462341579066e-10
0.26097744744744744,4.070060562479431e-10
0.2619598998998999,3.7045105934832195e-10
0.26294235235235236,3.3716308284371695e-10
0.2639248048048048,3.06851977622436e-10
0.2649072572572573,2.792531633190429e-10
0.2658897097097097,2.541253961881988e-10
0.26687216216216214,2.3124872968509922e-10
0.26785461461461463,2.1042265133024756e-10
0.26883706706706706,1.9146438081497106e-10
0.2698195195195195,1.7420731556900438e-10
0.270801971971972,1.584996111717597e-10
0.2717844244244244,1.4420288505312674e-10
0.2727668768768769,1.3119103290562273e-10
0.2737493293293293,1.1934914812458245e-10
0.27473178178178176,1.0857253541341409e-10
0.27571423423423425,9.87658104429944e-11
0.2766966866866867,8.984207814343955e-11
0.2776791391391391,8.172218283801939e-11
0.2786615915915916,7.433402400767192e-11
0.279644044044044,6.761193200457567e-11
0.2806264964964965,6.149609851884916e-11
0.28160894894894895,5.5932057047020177e-11
0.2825914014014014,5.087020901812783e-11
0.28357385385385386,4.626539160606158e-11
0.2845563063063063,4.207648359800768e-11
0.2855387587587588,3.826604600120427e-11
0.2865212112112112,3.479999435605644e-11
0.28750366366366364,3.164729998521929e-11
0.28848611611611613,2.8779717647550208e-11
0.28946856856856856,2.6171537284750396e-11
0.290451021021021,2.3799357748736117e-11
0.2914334734734735,2.1641880580893962e-11
0.2924159259259259,1.967972208182386e-11
0.2933983783783784,1.7895242063253197e-11
0.29438083083083083,1.6272387813774953e-11
0.29536328328328326,1.479655193796655e-11
0.29634573573573575,1.345444284538401e-11
0.2973281881881882,1.2233966772743271e-11
0.2983106406406406,1.1124120320237421e-11
0.2992930930930931,1.011489257211643e-11
0.30027554554554553,9.197175953127027e-12
0.301257997997998,8.362685046818809e-12
0.30224045045045045,7.603882669687822e-12
0.3032229029029029,6.9139125571746975e-12
0.30420535535535537,6.2865380742026295e-12
0.3051878078078078,5.7160864146611706e-12
0.30617026026026023,5.197397801463661e-12
0.3071527127127127,4.72577924190287e-12
0.30813516516516515,4.296962432361766e-12
0.30911761761761763,3.907065442327748e-12
0.31010007007007007,3.5525578404095467e-12
0.3110825225225225,3.2302289549328325e-12
0.312064974974975,2.9371589889467997e-12
0.3130474274274274,2.6706927343368684e-12
0.31402987987987985,2.428415652411698e-12
0.31501233233233233,2.2081321090136335e-12
0.31599478478478477,2.0078455710561883e-12
0.31697723723723725,1.825740588586279e-12
0.3179596896896897,1.6601664021429618e-12
0.3189421421421421,1.509622029473658e-12
0.3199245945945946,1.3727426986937092e-12
0.32090704704704703,1.2482875068464866e-12
0.3218894994994995,1.1351281936400211e-12
0.32287195195195195,1.032238929995697e-12
0.3238544044044044,9.386870300277225e-13
0.32483685685685687,8.536245032575759e-13
0.3258193093093093,7.762803713243361e-13
0.32680176176176173,7.059536802451867e-13
0.3277842142142142,6.420071454680344e-13
0.32876666666666665,5.838613725941807e-13
0.32974911911911914,5.30989601782037e-13
0.33073157157157157,4.829129285174497e-13
0.331714024024024,4.391959576927906e-13
0.3326964764764765,3.994428518129685e-13
0.3336789289289289,3.6329373767560255e-13
0.33466138138138135,3.304214390852512e-13
0.33564383383383384,3.005285060866466e-13
0.33662628628628627,2.733445138642543e-13
0.33760873873873876,2.486236068790455e-13
0.3385911911911912,2.2614226601918456e-13
0.3395736436436436,2.0569727854888404e-13
0.3405560960960961,1.8710389246677434e-13
0.34153854854854854,1.7019413854770653e-13
0.34252100100100097,1.5481530485490566e-13
0.34350345345345346,1.4082854989286455e-13
0.3444859059059059,1.2810764188031342e-13
0.3454683583583584,1.16537812685791e-13
0.3464508108108108,1.0601471589856154e-13
0.34743326326326324,9.644347956692402e-14
0.3484157157157157,8.773784502122431e-14
0.34939816816816816,7.981938397352952e-14
0.35038062062062064,7.261678679096072e-14
0.3513630730730731,6.606521548156232e-14
0.3523455255255255,6.010571551584423e-14
0.353327977977978,5.468468113905116e-14
0.3543104304304304,4.9753369313176336e-14
0.35529288288288285,4.526745786827559e-14
0.35627533533533534,4.1186643843414724e-14
0.3572577877877878,3.747427836222137e-14
0.35824024024024026,3.4097034719783106e-14
0.3592226926926927,3.1024606659391514e-14
0.3602051451451451,2.822943409211138e-14
0.3611875975975976,2.5686453761820268e-14
0.36217005005005004,2.337287258538898e-14
0.36315250250250247,2.126796160415347e-14
0.36413495495495496,1.9352868670567844e-14
0.3651174074074074,1.761044816464597e-14
0.3660998598598599,1.602510619000859e-14
0.3670823123123123,1.4582659840478365e-14
0.36806476476476474,1.3270209256445161e-14
0.3690472172172172,1.2076021306871413e-14
0.37002966966966966,1.0989423838815892e-14
0.3710121221221221,1.0000709532737475e-14
0.3719945745745746,9.101048489445454e-15
0.372977027027027,8.282408754190722e-15
0.3739594794794795,7.537484055771717e-15
0.3749419319319319,6.859628104312877e-15
0.37592438438438436,6.242794851167675e-15
0.37690683683683684,5.681484168738933e-15
0.3778892892892893,5.1706924574022715e-15
0.37887174174174176,4.705867731605494e-15
0.3798541941941942,4.2828687780157335e-15
0.3808366466466466,3.897928015661471e-15
0.3818190990990991,3.547617721715462e-15
0.38280155155155154,3.228819317188734e-15
0.383784004004004,2.938695434638194e-15
0.38476645645645646,2.674664515286713e-15
0.3857489089089089,2.434377705941536e-15
0.3867313613613614,2.215697846991445e-15
0.3877138138138138,2.0166803617508387e-15
0.38869626626626624,1.8355558746760233e-15
0.38967871871871873,1.6707144016648565e-15
0.39066117117117116,1.520690969904361e-15
0.3916436236236236,1.3841525376884714e-15
0.3926260760760761,1.2598860964034374e-15
0.3936085285285285,1.1467878475812778e-15
0.394590980980981,1.043853357650263e-15
0.39557343343343343,9.501686018535366e-16
0.39655588588588586,8.649018168445104e-16
0.39753833833833835,7.8729608877320445e-16
0.3985207907907908,7.166626103099668e-16
0.3995032432432432,6.523745455887582e-16
0.4004856956956957,5.938614468467351e-16
0.40146814814814813,5.406041745571548e-16
0.4024506006006006,4.921302768610361e-16
0.40343305305305305,4.480097865451414e-16
0.4044155055055055,4.0785139754535527e-16
0.40539795795795797,3.7129898646532543e-16
0.4063804104104104,3.380284477793431e-16
0.40736286286286283,3.0774481426889566e-16
0.4083453153153153,2.8017963685207162e-16
0.40932776776776775,2.5508860033127334e-16
0.41031022022022023,2.3224935372975985e-16
0.41129267267267267,2.1145953583378054e-16
0.4122751251251251,1.9253497832223037e-16
0.4132575775775776,1.753080704681783e-16
0.41424003003003,1.596262708508829e-16
0.4152224824824825,1.4535075283751613e-16
0.41620493493493493,1.3235517179295844e-16
0.41718738738738737,1.2052454306555884e-16
0.41816983983983985,1.0975422078632565e-16
0.4191522922922923,9.99489684185517e-17
0.4201347447447447,9.102211281224343e-17
0.4211171971971972,8.289477426091439e-17
0.42209964964964963,7.549516573385583e-17
0.4230821021021021,6.875795507142108e-17
0.42406455455455455,6.262368448957329e-17
0.425047007007007,5.703824224816726e-17
0.42602945945945947,5.195238179972864e-17
0.4270119119119119,4.7321284156138826e-17
0.42799436436436433,4.310415959325059e-17
0.4289768168168168,3.926388516177562e-17
0.42995926926926925,3.5766674789612714e-17
0.43094172172172174,3.258177904924193e-17
0.43192417417417417,2.9681211926287274e-17
0.4329066266266266,2.7039502164281406e-17
0.4338890790790791,2.4633466978153924e-17
0.4348715315315315,2.2442006126695928e-17
0.43585398398398395,2.0445914316489987e-17
0.43683643643643644,1.8627708743621018e-17
0.43781888888888887,1.697147082658295e-17
0.43880134134134136,1.5462703412177164e-17
0.4397837937937938,1.408820218244456e-17
0.4407662462462462,1.2835939592009914e-17
0.4417486986986987,1.1694959897199529e-17
0.44273115115115114,1.0655284039152243e-17
0.4437136036036036,9.70782331244819e-18
0.44469605605605605,8.844300893583112e-18
0.4456785085085085,8.05718042418001e-18
0.446660960960961,7.339600945742404e-18
0.4476434134134134,6.6853175690434115e-18
0.44862586586586584,6.0886473344614525e-18
0.4496083183183183,5.544419781873117e-18
0.45059077077077075,5.047931801877588e-18
0.45157322322322324,4.594906385688647e-18
0.4525556756756757,4.1814549302335145e-18
0.4535381281281281,3.804042882223239e-18
0.4545205805805806,3.4594935720819114e-18
0.455503033033033,3.1452453413465305e-18
0.45648548548548545,2.859731495683961e-18
0.45746793793793794,2.6025425122770772e-18
0.45845039039039037,2.3741410576117537e-18
0.45943284284284286,2.1739997418703857e-18
0.4604152952952953,1.998197403973622e-18
0.4613977477477477,1.8380638740691603e-18
0.4623802002002002,1.6810009593580054e-18
0.46336265265265264,1.5171257480338385e-18
0.46434510510510507,1.3469131686670937e-18
0.46532755755755756,1.1838829262652418e-18
0.46631001001001,1.0498342471670493e-18
0.4672924624624625,9.621298040538143e-19
0.4682749149149149,9.258209333816517e-19
0.46925736736736734,9.295344119510813e-19
0.4702398198198198,9.364312880619607e-19
0.47122227227227226,8.869438895407187e-19
0.4722047247247247,7.360509161551906e-19
0.4731871771771772,5.071009910942448e-19
0.4741696296296296,2.852161886021575e-19
0.4751520820820821,1.3458043238179202e-19
0.4761345345345345,5.661739570653487e-20
0.47711698698698696,2.3024745137034617e-20
0.47809943943943944,9.876269467651991e-21
0.4790818918918919,4.8401037306342564e-21
0.48006434434434436,2.874747454972659e-21
0.4810467967967968,2.120706067503763e-21
0.4820292492492492,1.9074825512977374e-21
0.4830117017017017,1.9840241597785036e-21
0.48399415415415414,2.225816168318791e-21
0.4849766066066066,2.516055457957269e-21
0.48595905905905906,2.7307326343808164e-21
0.4869415115115115,2.8061517765729704e-21
0.487923963963964,2.7736573960901856e-21
0.4889064164164164,2.7071898389465362e-21
0.48988886886886884,2.657862040648887e-21
0.49087132132132133,2.6382869952291963e-21
0.49185377377377376,2.6398250040579385e-21
0.4928362262262262,2.6493986872987097e-21
0.4938186786786787,2.6592492969986417e-21
0.4948011311311311,2.6667934375463496e-21
0.4957835835835836,2.672003909368695e-21
0.49676603603603603,2.6753593019710915e-21
0.49774848848848846,2.6772882756092117e-21
0.49873094094094095,2.6781545437361936e-21
0.4997133933933934,2.678260714282e-21
0.5006958458458458,2.6778529533170874e-21
0.5016782982982982,2.6771261929757732e-21
0.5026607507507508,2.6762296781524187e-21
0.5036432032032032,2.675272706739305e-21
0.5046256556556556,2.674330466270704e-21
0.5056081081081081,2.6734499066377696e-21
0.5065905605605605,2.6726556153147152e-21
0.507573013013013,2.6719556797753865e-21
0.5085554654654655,2.6713475330451334e-21
0.5095379179179179,2.670823713862265e-21
0.5105203703703703,2.6703761600620783e-21
0.5115028228228228,2.6699973055353576e-21
0.5124852752752753,2.669680093318325e-21
0.5134677277277278,2.6694179564745963e-21
0.5144501801801802,2.6692047993332997e-21
0.5154326326326326,2.669034979033573e-21
0.516415085085085,2.6689032873316183e-21
0.5173975375375375,2.6688049326310985e-21
0.51837998998999,2.6687355222028916e-21
0.5193624424424425,2.6686910445630642e-21
0.5203448948948949,2.6686678519827656e-21
0.5213273473473473,2.6686626431068165e-21
0.5223097997997997,2.6686724456605277e-21
0.5232922522522523,2.668694599227631e-21
0.5242747047047047,2.668726738084933e-21
0.5252571571571572,2.6687667740801905e-21
0.5262396096096096,2.6688128795441424e-21
0.527222062062062,2.668863470226832e-21
0.5282045145145146,2.668917188251897e-21
0.529186966966967,2.668972885083525e-21
0.5301694194194194,2.6690296045002515e-21
0.5311518718718719,2.669086565573869e-21
0.5321343243243243,2.6691431456498696e-21
0.5331167767767767,2.6691988633278506e-21
0.5340992292292293,2.6692533614407197e-21
0.5350816816816817,2.6693063900318222e-21
0.5360641341341341,2.669357789329859e-21
0.5370465865865865,2.6694074727206424e-21
0.538029039039039,2.669455409716944e-21
0.5390114914914915,2.669501608925403e-21
0.539993943943944,2.669546101031282e-21
0.5409763963963964,2.669588923538434e-21
0.5419588488488488,2.6696301140266015e-21
0.5429413013013012,2.669669709578813e-21
0.5439237537537538,2.669707746783695e-21
0.5449062062062062,2.6697442617384073e-21
0.5458886586586587,2.6697792900514575e-21
0.5468711111111111,2.6698128668454583e-21
0.5478535635635635,2.6698450267604184e-21
0.5488360160160161,2.6698758039560795e-21
0.5498184684684685,2.6699052321153795e-21
0.5508009209209209,2.6699333444470246e-21
0.5517833733733734,2.669960173688552e-21
0.5527658258258258,2.6699857521092243e-21
0.5537482782782782,2.6700101115130867e-21
0.5547307307307308,2.670033283241657e-21
0.5557131831831832,2.6700552981772816e-21
0.5566956356356356,2.6700761867457075e-21
0.557678088088088,2.6700959789192555e-21
0.5586605405405405,2.6701147042199093e-21
0.559642992992993,2.6701323917219526e-21
0.5606254454454455,2.670149070055379e-21
0.5616078978978979,2.670164767408517e-21
0.5625903503503503,2.6701795115312778e-21
0.5635728028028028,2.6701933297381627e-21
0.5645552552552553,2.6702062489110405e-21
0.5655377077077077,2.6702182955024934e-21
0.5665201601601602,2.670229495538605e-21
0.5675026126126126,2.6702398746221184e-21
0.568485065065065,2.670249457935276e-21
0.5694675175175176,2.670258270243144e-21
0.57044996996997,2.6702663358964555e-21
0.5714324224224224,2.670273678834706e-21
0.5724148748748749,2.6702803225892463e-21
0.5733973273273273,2.6702862902862943e-21
0.5743797797797797,2.670291604649929e-21
0.5753622322322323,2.670296288005328e-21
0.5763446846846847,2.6703003622816587e-21
0.5773271371371371,2.670303849015257e-21
0.5783095895895896,2.6703067693526766e-21
0.579292042042042,2.6703091440535703e-21
0.5802744944944945,2.6703109934943117e-21
0.581256946946947,2.6703123376703144e-21
0.5822393993993994,2.670313196199682e-21
0.5832218518518518,2.6703135883261637e-21
0.5842043043043043,2.6703135329221783e-21
0.5851867567567568,2.6703130484918394e-21
0.5861692092092092,2.670312153174245e-21
0.5871516616616617,2.6703108647462895e-21
0.5881341141141141,2.6703092006261766e-21
0.5891165665665665,2.6703071778761246e-21
0.590099019019019,2.670304813205578e-21
0.5910814714714715,2.6703021229745503e-21
0.5920639239239239,2.6702991231961838e-21
0.5930463763763764,2.6702958295406398e-21
0.5940288288288288,2.6702922573372702e-21
0.5950112812812812,2.670288421578687e-21
0.5959937337337338,2.670284336923085e-21
0.5969761861861862,2.6702800176977504e-21
0.5979586386386386,2.6702754779022574e-21
0.5989410910910911,2.6702707312111923e-21
0.5999235435435435,2.6702657909775745e-21
0.600905995995996,2.6702606702360377e-21
0.6018884484484485,2.670255381705575e-21
0.6028709009009009,2.67024993779301e-21
0.6038533533533533,2.670244350596026e-21
0.6048358058058058,2.6702386319060895e-21
0.6058182582582583,2.6702327932119443e-21
0.6068007107107107,2.670226845702337e-21
0.6077831631631632,2.6702208002694694e-21
0.6087656156156156,2.670214667511814e-21
0.609748068068068,2.6702084577375208e-21
0.6107305205205205,2.670202180967324e-21
0.611712972972973,2.6701958469379272e-21
0.6126954254254254,2.6701894651046918e-21
0.6136778778778779,2.670183044645242e-21
0.6146603303303303,2.670176594462176e-21
0.6156427827827827,2.6701701231866506e-21
0.6166252352352353,2.6701636391810027e-21
0.6176076876876877,2.6701571505422934e-21
0.6185901401401401,2.6701506651050615e-21
0.6195725925925926,2.6701441904447344e-21
0.620555045045045,2.6701377338808208e-21
0.6215374974974975,2.6701313024795796e-21
0.62251994994995,2.6701249030577125e-21
0.6235024024024024,2.6701185421851235e-21
0.6244848548548548,2.6701122261880867e-21
0.6254673073073073,2.670105961152529e-21
0.6264497597597597,2.6700997529269806e-21
0.6274322122122122,2.670093607125901e-21
0.6284146646646647,2.6700875291324995e-21
0.6293971171171171,2.6700815241021907e-21
0.6303795695695695,2.6700755969655464e-21
0.631362022022022,2.6700697524315115e-21
0.6323444744744745,2.6700639949903345e-21
0.6333269269269269,2.6700583289169774e-21
0.6343093793793794,2.6700527582739823e-21
0.6352918318318318,2.6700472869148607e-21
0.6362742842842842,2.670041918486913e-21
0.6372567367367368,2.6700366564345757e-21
0.6382391891891892,2.67003150400259e-21
0.6392216416416416,2.6700264642388256e-21
0.6402040940940941,2.6700215399977528e-21
0.6411865465465465,2.670016733943376e-21
0.642168998998999,2.6700120485523796e-21
0.6431514514514515,2.67000748611743e-21
0.6441339039039039,2.6700030487499074e-21
0.6451163563563563,2.6699987383834484e-21
0.6460988088088088,2.6699945567768078e-21
0.6470812612612612,2.6699905055171597e-21
0.6480637137137137,2.669986586023049e-21
0.6490461661661662,2.6699827995475815e-21
0.6500286186186186,2.6699791471817444e-21
0.651011071071071,2.669975629857076e-21
0.6519935235235235,2.669972248349398e-21
0.652975975975976,2.6699690032812456e-21
0.6539584284284284,2.669965895125665e-21
0.6549408808808809,2.6699629242089046e-21
0.6559233333333333,2.669960090713603e-21
0.6569057857857857,2.669957394682022e-21
0.6578882382382383,2.669954836019238e-21
0.6588706906906907,2.6699524144959368e-21
0.6598531431431431,2.6699501297518657e-21
0.6608355955955956,2.669947981298848e-21
0.661818048048048,2.6699459685238626e-21
0.6628005005005005,2.6699440906921897e-21
0.663782952952953,2.669942346950534e-21
0.6647654054054054,2.6699407363302137e-21
0.6657478578578578,2.6699392577501517e-21
0.6667303103103103,2.669937910020219e-21
0.6677127627627627,2.669936691844007e-21
0.6686952152152152,2.6699356018222116e-21
0.6696776676676677,2.6699346384558237e-21
0.6706601201201201,2.6699338001489888e-21
0.6716425725725725,2.669933085212369e-21
0.672625025025025,2.6699324918660497e-21
0.6736074774774775,2.669932018242791e-21
0.6745899299299299,2.6699316623912813e-21
0.6755723823823824,2.669931422278869e-21
0.6765548348348348,2.6699312957951194e-21
0.6775372872872872,2.6699312807546752e-21
0.6785197397397398,2.6699313749003808e-21
0.6795021921921922,2.6699315759066208e-21
0.6804846446446446,2.669931881382072e-21
0.6814670970970971,2.6699322888732856e-21
0.6824495495495495,2.6699327958673263e-21
0.6834320020020019,2.6699333997952897e-21
0.6844144544544545,2.669934098035272e-21
0.6853969069069069,2.669934887915403e-21
