r,m
0.09789034034034035,0.07178134577683673
0.09887279279279279,0.07362143948812806
0.09985524524524525,0.07548316491482762
0.1008376976976977,0.07736633664746088
0.10182015015015015,0.07927076540476082
0.1028026026026026,0.08119625815333678
0.10378505505505506,0.08314261822734448
0.1047675075075075,0.08510964544815498
0.10574995995995996,0.08709713624402443
0.10673241241241241,0.08910488376976321
0.10771486486486487,0.09113267802640554
0.10869731731731731,0.09318030598087898
0.10967976976976977,0.09524755168567371
0.11066222222222222,0.09733419639851189
0.11164467467467468,0.09944001870201734
0.11262712712712712,0.10156479462338473
0.11360957957957958,0.10370829775404915
0.11459203203203203,0.10587029936935548
0.11557448448448449,0.10805056854822778
0.11655693693693693,0.11024887229283889
0.11753938938938939,0.11246497564827958
0.11852184184184184,0.11469864182222826
0.1195042942942943,0.1169496323046201
0.12048674674674674,0.11921770698731693
0.1214691991991992,0.12150262428377609
0.12245165165165164,0.12380414124872026
0.1234341041041041,0.12612201369780682
0.12441655655655655,0.128455996327297
0.125399009009009,0.13080584283372582
0.12638146146146145,0.13317130603357114
0.1273639139139139,0.13555213798292318
0.12834636636636637,0.13794809009715378
0.12932881881881883,0.14035891327058617
0.13031127127127126,0.14278435799616412
0.13129372372372372,0.14522417448512176
0.13227617617617618,0.14767811278665227
0.13325862862862864,0.15014592290757806
0.13424108108108107,0.15262735493201973
0.13522353353353353,0.15512215914106592
0.136205985985986,0.1576300861324421
0.13718843843843845,0.16015088694018068
0.13817089089089088,0.16268431315428988
0.13915334334334334,0.1652301170404237
0.1401357957957958,0.167788051659551
0.14111824824824826,0.17035787098762467
0.1421007007007007,0.1729393300352516
0.14308315315315315,0.17553218496736214
0.1440656056056056,0.1781361932228788
0.14504805805805807,0.18075111363438645
0.1460305105105105,0.18337670654779425
0.14701296296296296,0.18601273393707496
0.14799541541541542,0.18865895947139685
0.14897786786786787,0.19131514852149978
0.1499603203203203,0.1939810681546202
0.15094277277277277,0.19665648712931183
0.15192522522522522,0.19934117589026495
0.15290767767767768,0.20203490656312684
0.15389013013013011,0.20473745294932158
0.15487258258258257,0.2074485905208702
0.15585503503503503,0.21016809641521078
0.1568374874874875,0.21289574943001796
0.15781993993993992,0.21563133001802332
0.15880239239239238,0.21837462028183569
0.15978484484484484,0.22112540396876024
0.1607672972972973,0.22388346646561932
0.16174974974974976,0.22664859479357213
0.1627322022022022,0.22942057760293455
0.16371465465465465,0.23219920516799966
0.1646971071071071,0.2349842693818569
0.16567955955955957,0.23777556375121325
0.166662012012012,0.24057288339121177
0.16764446446446446,0.24337602502025316
0.16862691691691692,0.24618478695481455
0.16960936936936938,0.2489989691042697
0.1705918218218218,0.2518183729657096
0.17157427427427427,0.2546428016187621
0.17255672672672673,0.2574720597204118
0.1735391791791792,0.26030595349981994
0.17452163163163162,0.26314429075314494
0.17550408408408408,0.26598688083836175
0.17648653653653654,0.26883353467008236
0.177468988988989,0.27168406471437584
0.17845144144144143,0.27453828498358746
0.1794338938938939,0.2773960110311601
0.18041634634634635,0.2802570599464524
0.1813987987987988,0.28312125034956104
0.18238125125125124,0.28598840238613876
0.1833637037037037,0.28885833772221553
0.18434615615615615,0.29173087953901783
0.1853286086086086,0.294605852527789
0.18631106106106105,0.2974830828846094
0.1872935135135135,0.30036239830521605
0.18827596596596596,0.303243627979823
0.18925841841841842,0.30612660258794083
0.19024087087087088,0.3090111542931971
0.1912233233233233,0.3118971167381559
0.19220577577577577,0.3147843250391388
0.19318822822822823,0.3176726157810437
0.1941706806806807,0.3205618270121651
0.19515313313313312,0.3234517982390147
0.19613558558558558,0.32634237042114084
0.19711803803803804,0.32923338596594887
0.1981004904904905,0.3321246887235205
0.19908294294294293,0.3350161239814346
0.2000653953953954,0.3379075384595871
0.20104784784784785,0.34079878030500965
0.2020303003003003,0.3436896990866919
0.20301275275275274,0.3465801457903996
0.2039952052052052,0.349469972813496
0.20497765765765766,0.35235903395975987
0.20596011011011012,0.35524718443420783
0.20694256256256255,0.3581342808379129
0.207925015015015,0.36102018116282525
0.20890746746746747,0.3639047447865913
0.20988991991991993,0.36678783246737456
0.21087237237237236,0.3696693063386749
0.21185482482482482,0.3725490299041496
0.21283727727727728,0.3754268680324325
0.21381972972972974,0.37830268695195385
0.21480218218218217,0.38117635424576124
0.21578463463463463,0.3840477388463383
0.21676708708708708,0.3869167110304263
0.21774953953953954,0.38978314241384254
0.21873199199199198,0.3926469059463013
0.21971444444444443,0.3955078759062341
0.2206968968968969,0.39836592789560843
0.22167934934934935,0.4012209388347489
0.2226618018018018,0.40407278695715687
0.22364425425425424,0.40692135180433076
0.2246267067067067,0.4097665142205852
0.22560915915915916,0.4126081563478718
0.22659161161161162,0.4154461616205989
0.22757406406406405,0.41828041476045164
0.2285565165165165,0.4211108017712118
0.22953896896896897,0.4239372099335782
0.23052142142142143,0.4267595277999861
0.23150387387387386,0.42957764518942726
0.23248632632632632,0.4323914531822705
0.23346877877877878,0.43520084411508186
0.23445123123123124,0.43800571157544327
0.23543368368368367,0.44080595039677345
0.23641613613613613,0.4436014566531485
0.2373985885885886,0.4463921276541209
0.23838104104104105,0.44917786193953935
0.23936349349349348,0.4519585592743702
0.24034594594594594,0.4547341206435161
0.2413283983983984,0.45750444824663594
0.24231085085085086,0.46026944549296617
0.2432933033033033,0.46302901699613913
0.24427575575575575,0.4657830685690045
0.2452582082082082,0.4685315072184488
0.24624066066066067,0.4712742411402145
0.2472231131131131,0.4740111797137213
0.24820556556556556,0.47674223349688527
0.24918801801801801,0.47946731422093974
0.2501704704704705,0.4821863347852544
0.2511529229229229,0.48489920925215546
0.2521353753753754,0.48760585284174635
0.2531178278278278,0.49030618192672637
0.25410028028028026,0.49300011402721233
0.25508273273273274,0.4956875678055576
0.2560651851851852,0.4983684630611715
0.25704763763763766,0.5010427207253413
0.2580300900900901,0.5037102628560496
0.2590125425425425,0.5063710126327963
0.259994994994995,0.5090248943514187
0.26097744744744744,0.5116718334189095
0.2619598998998999,0.514311756348239
0.26294235235235236,0.5169445907531737
0.2639248048048048,0.5195702653430967
0.2649072572572573,0.5221887099178286
0.2658897097097097,0.5247998553624452
0.26687216216216214,0.5274036336421007
0.26785461461461463,0.5299999777968452
0.26883706706706706,0.5325888219364442
0.2698195195195195,0.5351701012352023
0.270801971971972,0.5377437519267788
0.2717844244244244,0.5403097112990102
0.2727668768768769,0.5428679176887308
0.2737493293293293,0.5454183104765894
0.27473178178178176,0.5479608300818734
0.27571423423423425,0.5504954179573259
0.2766966866866867,0.5530220165839665
0.2776791391391391,0.5555405694659125
0.2786615915915916,0.5580510211251967
0.279644044044044,0.5605533170965887
0.2806264964964965,0.5630474039224155
0.28160894894894895,0.56553322914738
0.2825914014014014,0.5680107413133821
0.28357385385385386,0.5704798899543383
0.2845563063063063,0.5729406255910015
0.2855387587587588,0.5753928997257818
0.2865212112112112,0.5778366648375649
0.28750366366366364,0.5802718743765342
0.28848611611611613,0.5826984827589897
0.28946856856856856,0.5851164453621667
0.290451021021021,0.5875257185190588
0.2914334734734735,0.5899262595132349
0.2924159259259259,0.5923180265736618
0.2933983783783784,0.5947009788695218
0.29438083083083083,0.5970750765050342
0.29536328328328326,0.5994402805142751
0.29634573573573575,0.6017965528559969
0.2973281881881882,0.6041438564084491
0.2983106406406406,0.6064821549641969
0.2992930930930931,0.6088114132249437
0.30027554554554553,0.6111315967963474
0.301257997997998,0.6134426721828445
0.30224045045045045,0.6157446067824667
0.3032229029029029,0.6180373688816628
0.30420535535535537,0.6203209276501183
0.3051878078078078,0.6225952531355756
0.30617026026026023,0.6248603162586528
0.3071527127127127,0.6271160888076655
0.30813516516516515,0.6293625434334451
0.30911761761761763,0.6315996536441603
0.31010007007007007,0.6338273938001358
0.3110825225225225,0.6360457391086733
0.312064974974975,0.6382546656188708
0.3130474274274274,0.6404541502164435
0.31402987987987985,0.6426441706185422
0.31501233233233233,0.644824705368575
0.31599478478478477,0.6469957338310264
0.31697723723723725,0.6491572361862775
0.3179596896896897,0.6513091934254255
0.3189421421421421,0.6534515873451048
0.3199245945945946,0.6555844005423065
0.32090704704704703,0.6577076164091973
0.3218894994994995,0.6598212191279417
0.32287195195195195,0.6619251936655197
0.3238544044044044,0.6640195257685484
0.32483685685685687,0.6661042019581013
0.3258193093093093,0.6681792095245291
0.32680176176176173,0.6702445365222777
0.3277842142142142,0.6723001717647109
0.32876666666666665,0.6743461048189281
0.32974911911911914,0.6763823260005862
0.33073157157157157,0.6784088263687174
0.331714024024024,0.6804255977205513
0.3326964764764765,0.6824326325863341
0.3336789289289289,0.6844299242241485
0.33466138138138135,0.6864174666147331
0.33564383383383384,0.688395254456304
0.33662628628628627,0.6903632831593728
0.33760873873873876,0.6923215488415689
0.3385911911911912,0.6942700483224569
0.3395736436436436,0.6962087791183589
0.3405560960960961,0.6981377394371728
0.34153854854854854,0.7000569281731938
0.34252100100100097,0.7019663449019329
0.34350345345345346,0.7038659898749383
0.3444859059059059,0.7057558640146141
0.3454683583583584,0.7076359689090413
0.3464508108108108,0.7095063068067976
0.34743326326326324,0.7113668806117764
0.3484157157157157,0.7132176938780088
0.34939816816816816,0.7150587508044813
0.35038062062062064,0.7168900562299576
0.3513630730730731,0.7187116156277973
0.3523455255255255,0.7205234351007775
0.353327977977978,0.7223255213759109
0.3543104304304304,0.724117881799267
0.35529288288288285,0.7259005243307918
0.35627533533533534,0.7276734575391278
0.3572577877877878,0.729436690596434
0.35824024024024026,0.7311902332732063
0.3592226926926927,0.7329340959330963
0.3602051451451451,0.7346682895277326
0.3611875975975976,0.7363928255915403
0.36217005005005004,0.7381077162365606
0.36315250250250247,0.7398129741472719
0.36413495495495496,0.7415086125754082
0.3651174074074074,0.7431946453347804
0.3660998598598599,0.7448710867960966
0.3670823123123123,0.7465379518817803
0.36806476476476474,0.7481952560607916
0.3690472172172172,0.7498430153434477
0.37002966966966966,0.7514812462762418
0.3710121221221221,0.7531099659366638
0.3719945745745746,0.7547291919280201
0.372977027027027,0.756338942374253
0.3739594794794795,0.7579392359147622
0.3749419319319319,0.7595300916992233
0.37592438438438436,0.7611115293824079
0.37690683683683684,0.7626835691190053
0.3778892892892893,0.76424623155844
0.37887174174174176,0.7657995378396941
0.3798541941941942,0.7673435095861253
0.3808366466466466,0.7688781689002882
0.3818190990990991,0.7704035383587531
0.38280155155155154,0.7719196410069278
0.383784004004004,0.7734265003538763
0.38476645645645646,0.7749241403671382
0.3857489089089089,0.7764125854675508
0.3867313613613614,0.7778918605240669
0.3877138138138138,0.779361990848576
0.38869626626626624,0.7808230021907243
0.38967871871871873,0.7822749207327344
0.39066117117117116,0.7837177730842244
0.3916436236236236,0.7851515862770306
0.3926260760760761,0.7865763877600241
0.3936085285285285,0.7879922053939338
0.394590980980981,0.7893990674461628
0.39557343343343343,0.7907970025856139
0.39655588588588586,0.7921860398775032
0.39753833833833835,0.7935662087781853
0.3985207907907908,0.7949375391299702
0.3995032432432432,0.7963000611559449
0.4004856956956957,0.7976538054547926
0.40146814814814813,0.7989988029956123
0.4024506006006006,0.8003350851127401
0.40343305305305305,0.8016626835005688
0.4044155055055055,0.8029816302083669
0.40539795795795797,0.8042919576350995
0.4063804104104104,0.8055936985242483
0.40736286286286283,0.8068868859586316
0.4083453153153153,0.8081715533552225
0.40932776776776775,0.8094477344599738
0.41031022022022023,0.8107154633426316
0.41129267267267267,0.8119747743915597
0.4122751251251251,0.8132257023085574
0.4132575775775776,0.8144682821036818
0.41424003003003,0.8157025490900657
0.4152224824824825,0.8169285388787385
0.41620493493493493,0.8181462873734454
0.41718738738738737,0.8193558307654678
0.41816983983983985,0.8205572055284445
0.4191522922922923,0.8217504484131906
0.4201347447447447,0.8229355964425165
0.4211171971971972,0.8241126869060507
0.42209964964964963,0.825281757355056
0.4230821021021021,0.8264428455972527
0.42406455455455455,0.8275959896916378
0.425047007007007,0.8287412279433041
0.42602945945945947,0.829878598898261
0.4270119119119119,0.8310081413382542
0.42799436436436433,0.8321298942755857
0.4289768168168168,0.8332438969479333
0.42995926926926925,0.834350188813173
0.43094172172172174,0.8354488095441956
0.43192417417417417,0.8365397990237282
0.4329066266266266,0.8376231973391546
0.4338890790790791,0.8386990447773351
0.4348715315315315,0.8397673818194266
0.43585398398398395,0.8408282491357015
0.43683643643643644,0.8418816875803701
0.43781888888888887,0.8429277381863967
0.43880134134134136,0.8439664421603238
0.4397837937937938,0.84499784087709
0.4407662462462462,0.8460219758748494
0.4417486986986987,0.8470388888497937
0.44273115115115114,0.8480486216509695
0.4437136036036036,0.8490512162751007
0.44469605605605605,0.8500467148614075
0.4456785085085085,0.8510351596864257
0.446660960960961,0.8520165931588288
0.4476434134134134,0.8529910578142449
0.44862586586586584,0.8539585963100795
0.4496083183183183,0.8549192514203343
0.45059077077077075,0.8558730660304276
0.45157322322322324,0.8568200831320139
0.4525556756756757,0.8577603458178027
0.4535381281281281,0.8586938972763813
0.4545205805805806,0.8596207807870332
0.455503033033033,0.8605410397145584
0.45648548548548545,0.861454717504092
0.45746793793793794,0.8623618576759264
0.45845039039039037,0.8632625038203295
0.45943284284284286,0.8641566995923669
0.4604152952952953,0.8650444887067192
0.4613977477477477,0.8659259149325041
0.4623802002002002,0.8668010220880956
0.46336265265265264,0.8676698540359427
0.46434510510510507,0.8685324546773922
0.46532755755755756,0.8693888679475065
0.46631001001001,0.8702391378098848
0.4672924624624625,0.8710833082514818
0.4682749149149149,0.8719214232774293
0.46925736736736734,0.8727535269058551
0.4702398198198198,0.8735796631627021
0.47122227227227226,0.8743998760765521
0.4722047247247247,0.8752142096734412
0.4731871771771772,0.8760227079716821
0.4741696296296296,0.8768254149766842
0.4751520820820821,0.8776223746757723
0.4761345345345345,0.8784136310330086
0.47711698698698696,0.8791992279840108
0.47809943943943944,0.8799792094307736
0.4790818918918919,0.8807536192364868
0.48006434434434436,0.881522501220357
0.4810467967967968,0.8822858991524284
0.4820292492492492,0.8830438567483994
0.4830117017017017,0.8837964176644463
0.48399415415415414,0.8845436254920398
0.4849766066066066,0.8852855237527687
0.48595905905905906,0.8860221558931567
0.4869415115115115,0.8867535652794857
0.487923963963964,0.8874797951926113
0.4889064164164164,0.8882008888227871
0.48988886886886884,0.8889168892644822
0.49087132132132133,0.889627839511202
0.49185377377377376,0.8903337824503089
0.4928362262262262,0.8910347608578405
0.4938186786786787,0.8917308173933317
0.4948011311311311,0.8924219945946325
0.4957835835835836,0.8931083348727289
0.49676603603603603,0.8937898805065656
0.49774848848848846,0.8944666736378613
0.49873094094094095,0.8951387562659309
0.4997133933933934,0.8958061702425065
0.5006958458458458,0.8964689572665558
0.5016782982982982,0.8971271588791032
0.5026607507507508,0.8977808164580491
0.5036432032032032,0.89842997121299
0.5046256556556556,0.8990746641800391
0.5056081081081081,0.8997149362166448
0.5065905605605605,0.9003508279964125
0.507573013013013,0.900982380003924
0.5085554654654655,0.9016096325295571
0.5095379179179179,0.9022326256643055
0.5105203703703703,0.902851399294599
0.5115028228228228,0.9034659930971244
0.5124852752752753,0.9040764465336439
0.5134677277277278,0.9046827988458167
0.5144501801801802,0.905285089050017
0.5154326326326326,0.9058833559321567
0.516415085085085,0.9064776380425026
0.5173975375375375,0.9070679736904985
0.51837998998999,0.907654400939584
0.5193624424424425,0.9082369576020151
0.5203448948948949,0.9088156812336836
0.5213273473473473,0.909390609128938
0.5223097997997997,0.909961778315403
0.5232922522522523,0.9105292255487993
0.5242747047047047,0.9110929873077636
0.5252571571571572,0.9116530997886683
0.5262396096096096,0.9122095989004435
0.527222062062062,0.9127625202593943
0.5282045145145146,0.9133118991840221
0.529186966966967,0.9138577706898452
0.5301694194194194,0.9144001694842168
0.5311518718718719,0.9149391299611471
0.5321343243243243,0.9154746861961227
0.5331167767767767,0.9160068719409259
0.5340992292292293,0.9165357206184552
0.5350816816816817,0.9170612653175454
0.5360641341341341,0.9175835387877872
0.5370465865865865,0.9181025734343481
0.538029039039039,0.9186184013127908
0.5390114914914915,0.9191310541238953
0.539993943943944,0.9196405632084853
0.5409763963963964,0.9201469595430346
0.5419588488488488,0.92065027373903
0.5429413013013012,0.9211505360450575
0.5439237537537538,0.9216477763491444
0.5449062062062062,0.9221420241810994
0.5458886586586587,0.9226333087148526
0.5468711111111111,0.923121658770798
0.5478535635635635,0.9236071028181342
0.5488360160160161,0.9240896689772037
0.5498184684684685,0.9245693850218353
0.5508009209209209,0.9250462783816843
0.5517833733733734,0.9255203761445742
0.5527658258258258,0.9259917050588357
0.5537482782782782,0.9264602915356507
0.5547307307307308,0.9269261616513902
0.5557131831831832,0.9273893411499551
0.5566956356356356,0.9278498554451212
0.557678088088088,0.9283077296228746
0.5586605405405405,0.9287629884437565
0.559642992992993,0.9292156563452025
0.5606254454454455,0.929665757443883
0.5616078978978979,0.9301133155380461
0.5625903503503503,0.9305583541098561
0.5635728028028028,0.931000896327736
0.5645552552552553,0.9314409650487078
0.5655377077077077,0.9318785828207322
0.5665201601601602,0.9323137718850533
0.5675026126126126,0.9327465541785337
0.568485065065065,0.9331769513360018
0.5694675175175176,0.9336049846925868
0.57044996996997,0.9340306752860636
0.5714324224224224,0.934454043859192
0.5724148748748749,0.9348751108620577
0.5733973273273273,0.9352938964544137
0.5743797797797797,0.9357104205080208
0.5753622322322323,0.9361247026089876
0.5763446846846847,0.9365367620601142
0.5773271371371371,0.936946617883229
0.5783095895895896,0.9373542888215339
0.579292042042042,0.9377597933419408
0.5802744944944945,0.9381631496374171
0.581256946946947,0.9385643756293222
0.5822393993993994,0.9389634889697515
0.5832218518518518,0.9393605070438761
0.5842043043043043,0.9397554469722829
0.5851867567567568,0.9401483256133177
0.5861692092092092,0.9405391595654234
0.5871516616616617,0.9409279651694832
0.5881341141141141,0.9413147585111599
0.5891165665665665,0.9416995554232371
0.590099019019019,0.9420823714879611
0.5910814714714715,0.9424632220393809
0.5920639239239239,0.9428421221656886
0.5930463763763764,0.9432190867115613
0.5940288288288288,0.9435941302805012
0.5950112812812812,0.9439672672371776
0.5959937337337338,0.9443385117097661
0.5969761861861862,0.9447078775922912
0.5979586386386386,0.9450753785469658
0.5989410910910911,0.9454410280065326
0.5999235435435435,0.9458048391766058
0.600905995995996,0.9461668250380105
0.6018884484484485,0.9465269983491249
0.6028709009009009,0.9468853716482194
0.6038533533533533,0.9472419572558003
0.6048358058058058,0.947596767276948
0.6058182582582583,0.9479498136036585
0.6068007107107107,0.9483011079171865
0.6077831631631632,0.9486506616903826
0.6087656156156156,0.9489984861900365
0.609748068068068,0.9493445924792187
0.6107305205205205,0.9496889914196185
0.611712972972973,0.9500316936738873
0.6126954254254254,0.950372709707979
0.6136778778778779,0.9507120497934899
0.6146603303303303,0.9510497240100003
0.6156427827827827,0.9513857422474155
0.6166252352352353,0.9517201142083068
0.6176076876876877,0.952052849410252
0.6185901401401401,0.9523839571881761
0.6195725925925926,0.9527134466966921
0.620555045045045,0.9530413269124434
0.6215374974974975,0.9533676066364423
0.62251994994995,0.9536922944964128
0.6235024024024024,0.9540153989491307
0.6244848548548548,0.9543369282827644
0.6254673073073073,0.954656890619216
0.6264497597597597,0.9549752939164623
0.6274322122122122,0.9552921459708947
0.6284146646646647,0.9556074544196622
0.6293971171171171,0.9559212267430096
0.6303795695695695,0.9562334702666209
0.631362022022022,0.9565441921639583
0.6323444744744745,0.9568533994586044
0.6333269269269269,0.9571610990266016
0.6343093793793794,0.9574672975987942
0.6352918318318318,0.9577720017631699
0.6362742842842842,0.9580752179671982
0.6372567367367368,0.958376952520174
0.6382391891891892,0.9586772115955567
0.6392216416416416,0.9589760012333118
0.6402040940940941,0.9592733273422516
0.6411865465465465,0.959569195702376
0.642168998998999,0.9598636119672139
0.6431514514514515,0.9601565816661635
0.6441339039039039,0.9604481102068333
0.6451163563563563,0.9607382028773833
0.6460988088088088,0.9610268648488655
0.6470812612612612,0.9613141011775639
0.6480637137137137,0.9615999168073384
0.6490461661661662,0.9618843165719624
0.6500286186186186,0.9621673051974649
0.651011071071071,0.9624488873044713
0.6519935235235235,0.9627290674105455
0.652975975975976,0.9630078499325293
0.6539584284284284,0.9632852391888829
0.6549408808808809,0.9635612394020266
0.6559233333333333,0.963835854700683
0.6569057857857857,0.9641090891222148
0.6578882382382383,0.964380946614969
0.6588706906906907,0.9646514310406148
0.6598531431431431,0.9649205461764865
0.6608355955955956,0.965188295717924
0.661818048048048,0.9654546832806129
0.6628005005005005,0.9657197124029265
0.663782952952953,0.965983386548265
0.6647654054054054,0.9662457091073988
0.6657478578578578,0.9665066834008069
0.6667303103103103,0.9667663126810198
0.6677127627627627,0.9670246001349592
0.6686952152152152,0.967281548886279
0.6696776676676677,0.967537161997706
0.6706601201201201,0.9677914424733828
0.6716425725725725,0.9680443932612051
0.672625025025025,0.9682960172551655
0.6736074774774775,0.9685463172976929
0.6745899299299299,0.9687952961819942
0.6755723823823824,0.9690429566543952
0.6765548348348348,0.9692893014166806
0.6775372872872872,0.9695343331284355
0.6785197397397398,0.9697780544093862
0.6795021921921922,0.9700204678417409
0.6804846446446446,0.9702615759725315
0.6814670970970971,0.9705013813159529
0.6824495495495495,0.9707398863557051
0.6834320020020019,0.9709770935473336
0.6844144544544545,0.9712130053205705
0.6853969069069069,0.9714476240816748
0.6863793593593593,0.9716809522157746
0.6873618118118118,0.9719129920892062
0.6883442642642642,0.9721437460518568
0.6893267167167167,0.9723732164395036
0.6903091691691692,0.9726014055761563
0.6912916216216216,0.9728283157763964
0.692274074074074,0.9730539493477198
0.6932565265265265,0.9732783085928766
0.694238978978979,0.973501395812212
0.6952214314314314,0.973723213306007
0.6962038838838839,0.9739437633768203
0.6971863363363363,0.9741630483318282
0.6981687887887887,0.9743810704851658
0.6991512412412413,0.9745978321602682
0.7001336936936937,0.9748133356922105
0.7011161461461461,0.9750275834300499
0.7020985985985986,0.9752405777391655
0.703081051051051,0.9754523210035991
0.7040635035035034,0.9756628156283986
0.705045955955956,0.9758720640419544
0.7060284084084084,0.976080068698344
0.7070108608608608,0.9762868320796717
0.7079933133133133,0.9764923566984088
0.7089757657657657,0.9766966450997361
0.7099582182182183,0.9768996998638826
0.7109406706706707,0.9771015236084682
0.7119231231231231,0.9773021189908443
0.7129055755755755,0.977501488710433
0.713888028028028,0.977699635511071
0.7148704804804805,0.9778965621833474
0.715852932932933,0.9780922715669464
0.7168353853853854,0.9782867665529885
0.7178178378378378,0.9784800500863697
0.7188002902902902,0.9786721251681034
0.7197827427427427,0.9788629948576614
0.7207651951951952,0.979052662275314
0.7217476476476476,0.9792411306044728
0.7227301001001001,0.979428403093995
0.7237125525525525,0.9796144830597057
0.7246950050050049,0.9797993738840624
0.7256774574574575,0.9799830790151423
0.7266599099099099,0.9801656019656058
0.7276423623623623,0.9803469463116596
0.7286248148148148,0.9805271156920219
0.7296072672672672,0.980706113806884
0.7305897197197198,0.9808839444168743
0.7315721721721722,0.9810606113420242
0.7325546246246246,0.9812361184607279
0.733537077077077,0.981410469708709
0.7345195295295295,0.9815836690779847
0.735501981981982,0.9817557206158245
0.7364844344344345,0.98192662842372
0.7374668868868869,0.9820963966563451
0.7384493393393393,0.9822650295205196
0.7394317917917917,0.9824325312741738
0.7404142442442442,0.9825989062253121
0.7413966966966967,0.9827641587309762
0.7423791491491492,0.9829282931962083
0.7433616016016016,0.983091314073016
0.744344054054054,0.9832532258593348
0.7453265065065064,0.9834140330979916
0.746308958958959,0.98357374037567
0.7472914114114114,0.9837323523218715
0.7482738638638639,0.9838898736078807
0.7492563163163163,0.9840463089457295
0.7502387687687687,0.9842016630871577
0.7512212212212213,0.984355940822581
0.7522036736736737,0.9845091469800504
0.7531861261261261,0.9846612864242194
0.7541685785785786,0.9848123640553038
0.755151031031031,0.9849623848080502
0.7561334834834835,0.9851113536506942
0.757115935935936,0.9852592755839289
0.7580983883883884,0.9854061556398647
0.7590808408408408,0.9855519988809947
0.7600632932932933,0.9856968103991595
0.7610457457457457,0.9858405953145081
0.7620281981981982,0.985983358774463
0.7630106506506507,0.9861251059526843
0.7639931031031031,0.9862658420480326
0.7649755555555555,0.9864055722835323
0.765958008008008,0.9865443019053358
0.7669404604604605,0.986682036181687
0.7679229129129129,0.9868187804018855
0.7689053653653654,0.9869545398752485
