r,X_N14
0.00161,0.0037303310507811912
0.0025924524524524525,0.0037326314299199895
0.0035749049049049048,0.003740583157205776
0.004557357357357358,0.0037398825312607103
0.00553980980980981,0.003739923570081145
0.006522262262262262,0.0037400288823765952
0.007504714714714715,0.003740069440699321
0.008487167167167168,0.0037400712001706463
0.00946961961961962,0.003740052576629745
0.010452072072072072,0.0037400255245204
0.011434524524524524,0.0037399971661346365
0.012416976976976976,0.0037399714204681615
0.01339942942942943,0.0037399505372969384
0.014381881881881883,0.003739935952022314
0.015364334334334335,0.003739928455883792
0.016346786786786787,0.0037399282687626016
0.01732923923923924,0.0037399351115619908
0.01831169169169169,0.003739948278587528
0.019294144144144144,0.003739966709927391
0.020276596596596596,0.0037399890638326653
0.021259049049049048,0.003740013789097636
0.0222415015015015,0.0037400391974400865
0.023223953953953953,0.0037400635358815913
0.024206406406406405,0.003740085059127814
0.02518885885885886,0.003740102101948796
0.026171311311311313,0.0037401131515592597
0.027153763763763765,0.0037401169199988964
0.028136216216216217,0.003740112416512666
0.02911866866866867,0.003740099019931094
0.03010112112112112,0.0037400765510505565
0.031083573573573574,0.003740045345013587
0.032066026026026026,0.003740006323689167
0.03304847847847848,0.0037399610680530168
0.03403093093093093,0.003739911890567896
0.03501338338338338,0.0037398619075638987
0.035995835835835835,0.003739815111618745
0.03697828828828829,0.0037397764439380792
0.03796074074074074,0.003739751866735762
0.03894319319319319,0.0037397484356141686
0.039925645645645644,0.003739774371944482
0.040908098098098096,0.003739839135246989
0.04189055055055055,0.003739953483336405
0.042873003003003,0.0037401277778033636
0.04385545545545545,0.003740359870689607
0.044837907907907905,0.00374061400495829
0.04582036036036036,0.0037407986627694613
0.04680281281281281,0.003740744411356112
0.04778526526526526,0.003740181879006586
0.04876771771771772,0.003738756900660374
0.04975017017017017,0.003736325506198017
0.050732622622622625,0.003733442090078407
0.05171507507507508,0.003731047293858696
0.05269752752752753,0.0037296528112484434
0.05367997997997998,0.0037292350082183063
0.054662432432432434,0.0037294302445447743
0.055644884884884886,0.0037298559668295064
0.05662733733733734,0.003730254319286047
0.05760978978978979,0.0037304829935068625
0.05859224224224224,0.0037304933629638986
0.059574694694694695,0.0037303086115705797
0.06055714714714715,0.003730001862243827
0.0615395995995996,0.0037296743054660653
0.06252205205205205,0.0037294333278472314
0.0635045045045045,0.003729370640686788
0.06448695695695696,0.0037295404085357286
0.06546940940940942,0.0037299373777585935
0.06645186186186186,0.003730475005095473
0.06743431431431432,0.0037309635862240215
