r,X_H
0.00161,0.3645609105607929
0.0025924524524524525,0.36469219985431306
0.0035749049049049048,0.3648741308390701
0.004557357357357358,0.3651074136963295
0.00553980980980981,0.36539275860735604
0.006522262262262262,0.36573087575341473
0.007504714714714715,0.36612247531577075
0.008487167167167168,0.3665682674756892
0.00946961961961962,0.3670689624144352
0.010452072072072072,0.36762527031327363
0.011434524524524524,0.3682379013534699
0.012416976976976976,0.36890753452817876
0.01339942942942943,0.3696341167227989
0.014381881881881883,0.3704168544077876
0.015364334334334335,0.37125492120399
0.016346786786786787,0.37214749073225034
0.01732923923923924,0.37309373661341366
0.01831169169169169,0.37409283246832437
0.019294144144144144,0.37514395191782723
0.020276596596596596,0.376246268582767
0.021259049049049048,0.3773989560839883
0.0222415015015015,0.37860118804233567
0.023223953953953953,0.3798521380786541
0.024206406406406405,0.38115097981378776
0.02518885885885886,0.38249688686858196
0.026171311311311313,0.3838890328638809
0.027153763763763765,0.3853265914205295
0.028136216216216217,0.3868087361593722
0.02911866866866867,0.3883346407012539
0.03010112112112112,0.3899034786670191
0.031083573573573574,0.39151442367751266
0.032066026026026026,0.39316664935357915
0.03304847847847848,0.39485932931606316
0.03403093093093093,0.39659163718580953
0.03501338338338338,0.39836274658366283
0.035995835835835835,0.4001718311304678
0.03697828828828829,0.40201806444706906
0.03796074074074074,0.40390062015431133
0.03894319319319319,0.40581867187303927
0.039925645645645644,0.40777139322409756
0.040908098098098096,0.40975795782833085
0.04189055055055055,0.41177753711830933
0.042873003003003,0.4138292671494634
0.04385545545545545,0.41591225533045645
0.044837907907907905,0.41802560824657137
0.04582036036036036,0.4201684324830914
0.04680281281281281,0.4223398346252986
0.04778526526526526,0.4245389212584767
0.04876771771771772,0.42676479896790803
0.04975017017017017,0.42901657433887536
0.050732622622622625,0.4312933539566621
0.05171507507507508,0.43359424440655053
0.05269752752752753,0.435918352273824
0.05367997997997998,0.4382647841437648
0.054662432432432434,0.44063264660165635
0.055644884884884886,0.4430210462327811
0.05662733733733734,0.4454290896224222
0.05760978978978979,0.4478558833558623
0.05859224224224224,0.4503005340183844
0.059574694694694695,0.4527621481952711
0.06055714714714715,0.4552398324718055
0.0615395995995996,0.4577326934332705
0.06252205205205205,0.4602398376649487
0.0635045045045045,0.46276037175212315
0.06448695695695696,0.46529340228007665
0.06546940940940942,0.4678380358340922
0.06645186186186186,0.47039337899945244
0.06743431431431432,0.47295853836144025
0.06841676676676677,0.47553262048739825
0.06939921921921922,0.4781147292961934
0.07038167167167167,0.48070396328361326
0.07136412412412413,0.4832994202815268
0.07234657657657657,0.48590019812180235
0.07332902902902903,0.4885053946363091
0.07431148148148148,0.49111410765691504
0.07529393393393394,0.49372543501548943
0.07627638638638638,0.4963384745439008
0.07725883883883884,0.4989523240740176
0.07824129129129129,0.5015660814377086
0.07922374374374375,0.5041788444668428
0.08020619619619619,0.5067897109932885
0.08118864864864865,0.5093977788489144
0.0821711011011011,0.5120021458655892
0.08315355355355356,0.5146019098751818
0.084136006006006,0.5171961687095605
0.08511845845845846,0.5197840202005944
0.0861009109109109,0.5223645621801519
0.08708336336336336,0.5249368924801016
0.08806581581581581,0.5275001089323125
0.08904826826826827,0.5300533093686528
0.09003072072072071,0.5325955916209917
0.09101317317317317,0.5351260535211975
0.09199562562562562,0.537643792901139
0.09297807807807808,0.5401479075926848
0.09396053053053052,0.5426374954277039
0.09494298298298298,0.5451116584655572
0.09592543543543544,0.5475697816117268
0.09690788788788789,0.550011705850073
0.09789034034034035,0.5524373135370766
0.09887279279279279,0.5548464870292187
0.09985524524524525,0.5572391086829801
0.1008376976976977,0.5596150608548416
0.10182015015015015,0.5619742259012845
0.1028026026026026,0.5643164861787894
0.10378505505505506,0.5666417240438371
0.1047675075075075,0.5689498218529087
0.10574995995995996,0.571240661962485
0.10673241241241241,0.5735141267290469
0.10771486486486487,0.5757700985090753
0.10869731731731731,0.5780084596590512
0.10967976976976977,0.5802290925354556
0.11066222222222222,0.5824318794947692
0.11164467467467468,0.5846167028934729
0.11262712712712712,0.5867834450880475
0.11360957957957958,0.5889319884349741
0.11459203203203203,0.5910622152907334
0.11557448448448449,0.5931740080118066
0.11655693693693693,0.5952672489546744
0.11753938938938939,0.5973418204758177
0.11852184184184184,0.5993976049317177
0.1195042942942943,0.6014344846788546
0.12048674674674674,0.60345234207371
0.1214691991991992,0.6054510594727648
0.12245165165165164,0.607430519232499
0.1234341041041041,0.6093906037093947
0.12441655655655655,0.6113311952599321
0.125399009009009,0.613252176240592
0.12638146146146145,0.6151534290078559
0.1273639139139139,0.6170348359182041
0.12834636636636637,0.6188962793281176
0.12932881881881883,0.6207376415940777
0.13031127127127126,0.6225588050725651
0.13129372372372372,0.6243596521200605
0.13227617617617618,0.6261400650930449
0.13325862862862864,0.6278999263479993
0.13424108108108107,0.6296391182414045
