r,T
0.19711803803803804,9368486.795166794
0.1981004904904905,9336766.007634116
0.19908294294294293,9305170.654599024
0.2000653953953954,9273700.69387653
0.20104784784784785,9242356.06724764
0.2020303003003003,9211136.701078374
0.20301275275275274,9180042.50692942
0.2039952052052052,9149073.382155046
0.20497765765765766,9118229.210492747
0.20596011011011012,9087509.862642802
0.20694256256256255,9056915.196838634
0.207925015015015,9026445.05940716
0.20890746746746747,8996099.285320042
0.20988991991991993,8965877.69873541
0.21087237237237236,8935780.11353099
0.21185482482482482,8905806.33382707
0.21283727727727728,8875956.154501729
0.21381972972972974,8846229.361696271
0.21480218218218217,8816625.733312309
0.21578463463463463,8787145.039500264
0.21676708708708708,8757787.043138944
0.21774953953953954,8728551.500307197
0.21873199199199198,8699438.160746824
0.21971444444444443,8670446.768291237
0.2206968968968969,8641577.061134173
0.22167934934934935,8612828.77196325
0.2226618018018018,8584201.628076542
0.22364425425425424,8555695.351497566
0.2246267067067067,8527309.659088474
0.22560915915915916,8499044.262662413
0.22659161161161162,8470898.86909407
0.22757406406406405,8442873.180429284
0.2285565165165165,8414966.89399243
0.22953896896896897,8387179.702493113
0.23052142142142143,8359511.2941309195
0.23150387387387386,8331961.352699537
0.23248632632632632,8304529.557688575
0.23346877877877878,8277215.584385132
0.23445123123123124,8250019.103972889
0.23543368368368367,8222939.783630576
0.23641613613613613,8195977.286629017
0.2373985885885886,8169131.272426481
0.23838104104104105,8142401.396763615
0.23936349349349348,8115787.3117560735
0.24034594594594594,8089288.665986453
0.2413283983983984,8062905.104594809
0.24231085085085086,8036636.269367905
0.2432933033033033,8010481.798827458
0.24427575575575575,7984441.3283167565
0.2452582082082082,7958514.490086635
0.24624066066066067,7932700.913379186
0.2472231131131131,7907000.224511568
0.24820556556556556,7881412.046957944
0.24918801801801801,7855936.0014301585
0.2501704704704705,7830571.705957642
0.2511529229229229,7805318.77596574
0.2521353753753754,7780176.824353316
0.2531178278278278,7755145.461569015
0.25410028028028026,7730224.295686244
0.25508273273273274,7705412.932477604
0.2560651851851852,7680710.975487512
0.25704763763763766,7656118.026104533
0.2580300900900901,7631633.683631602
0.2590125425425425,7607257.545356508
0.259994994994995,7582989.206620112
0.26097744744744744,7558828.26088423
0.2619598998998999,7534774.299798253
0.26294235235235236,7510826.913265065
0.2639248048048048,7486985.689505307
0.2649072572572573,7463250.215121324
0.2658897097097097,7439620.075159778
0.26687216216216214,7416094.853173358
0.26785461461461463,7392674.131281528
0.26883706706706706,7369357.490230435
0.2698195195195195,7346144.509451836
0.270801971971972,7323034.767120725
0.2717844244244244,7300027.840212805
0.2727668768768769,7277123.304560316
0.2737493293293293,7254320.734907513
0.27473178178178176,7231619.704964799
0.27571423423423425,7209019.78746237
0.2766966866866867,7186520.554202753
0.2776791391391391,7164121.576112795
0.2786615915915916,7141822.423294124
0.279644044044044,7119622.66507379
0.2806264964964965,7097521.870053247
0.28160894894894895,7075519.60615681
0.2825914014014014,7053615.440679362
0.28357385385385386,7031808.940333363
0.2845563063063063,7010099.671294707
0.2855387587587588,6988487.1992481155
0.2865212112112112,6966971.089431908
0.28750366366366364,6945550.906681424
0.28848611611611613,6924226.215472413
0.28946856856856856,6902996.579963049
0.290451021021021,6881861.564035919
0.2914334734734735,6860820.7313385345
0.2924159259259259,6839873.645323668
0.2933983783783784,6819019.869288891
0.29438083083083083,6798258.9664151855
0.29536328328328326,6777590.499805323
0.29634573573573575,6757014.032520989
0.2973281881881882,6736529.127619807
0.2983106406406406,6716135.348191319
0.2992930930930931,6695832.257392668
0.30027554554554553,6675619.418483181
0.301257997997998,6655496.394858752
0.30224045045045045,6635462.7500854805
0.3032229029029029,6615518.047932549
0.30420535535535537,6595661.852404622
0.3051878078078078,6575893.727773857
0.30617026026026023,6556213.238610827
0.3071527127127127,6536619.949815372
0.30813516516516515,6517113.426646551
0.30911761761761763,6497693.234752296
0.31010007007007007,6478358.940198102
0.3110825225225225,6459110.109495737
0.312064974974975,6439946.309631018
0.3130474274274274,6420867.108091093
0.31402987987987985,6401872.072891289
0.31501233233233233,6382960.772601427
0.31599478478478477,6364132.7763718
0.31697723723723725,6345387.653958064
0.3179596896896897,6326724.975746511
0.3189421421421421,6308144.312778117
0.3199245945945946,6289645.236772459
0.32090704704704703,6271227.320151085
0.3218894994994995,6252890.136060547
0.32287195195195195,6234633.258394573
0.3238544044044044,6216456.26181643
0.32483685685685687,6198358.721780242
0.3258193093093093,6180340.214552109
0.32680176176176173,6162400.317231032
0.3277842142142142,6144538.607768892
0.32876666666666665,6126754.664990559
0.32974911911911914,6109048.06861317
0.33073157157157157,6091418.399265205
0.331714024024024,6073865.238505267
0.3326964764764765,6056388.168840055
0.3336789289289289,6038986.773742505
0.33466138138138135,6021660.637669129
0.33564383383383384,6004409.346077118
0.33662628628628627,5987232.485441213
0.33760873873873876,5970129.6432698695
0.3385911911911912,5953100.408121522
0.3395736436436436,5936144.369620069
0.3405560960960961,5919261.118470327
0.34153854854854854,5902450.246472967
0.34252100100100097,5885711.346539103
0.34350345345345346,5869044.012704745
0.3444859059059059,5852447.840144719
0.3454683583583584,5835922.425186356
0.3464508108108108,5819467.365322931
0.34743326326326324,5803082.259226667
0.3484157157157157,5786766.706761432
0.34939816816816816,5770520.308995326
0.35038062062062064,5754342.668212904
0.3513630730730731,5738233.387926738
0.3523455255255255,5722192.072889412
0.353327977977978,5706218.329104632
0.3543104304304304,5690311.763838262
0.35529288288288285,5674471.98562915
0.35627533533533534,5658698.604299762
0.3572577877877878,5642991.230966209
0.35824024024024026,5627349.478048343
0.3592226926926927,5611772.959279635
0.3602051451451451,5596261.289716492
0.3611875975975976,5580814.085747589
0.36217005005005004,5565430.96510293
0.36315250250250247,5550111.546862613
0.36413495495495496,5534855.45146526
0.3651174074074074,5519662.300716689
0.3660998598598599,5504531.717797598
0.3670823123123123,5489463.327271776
0.36806476476476474,5474456.755093647
0.3690472172172172,5459511.628615708
0.37002966966966966,5444627.576596012
0.3710121221221221,5429804.229204875
0.3719945745745746,5415041.218032109
0.372977027027027,5400338.1760932915
0.3739594794794795,5385694.737836653
0.3749419319319319,5371110.539149097
0.37592438438438436,5356585.2173623275
0.37690683683683684,5342118.411258892
0.3778892892892893,5327709.761077756
0.37887174174174176,5313358.908520043
0.3798541941941942,5299065.496754273
0.3808366466466466,5284829.170421699
0.3818190990990991,5270649.575641268
0.38280155155155154,5256526.360014679
0.383784004004004,5242459.172630898
0.38476645645645646,5228447.664071004
0.3857489089089089,5214491.486412319
0.3867313613613614,5200590.293232991
0.3877138138138138,5186743.739615894
0.38869626626626624,5172951.482152762
0.38967871871871873,5159213.178947936
0.39066117117117116,5145528.4896221245
0.3916436236236236,5131897.075315954
0.3926260760760761,5118318.5986934565
0.3936085285285285,5104792.723945286
0.394590980980981,5091319.116791909
0.39557343343343343,5077897.444486771
0.39655588588588586,5064527.375819041
0.39753833833833835,5051208.581116586
0.3985207907907908,5037940.7322485335
0.3995032432432432,5024723.502627886
0.4004856956956957,5011556.567214055
0.40146814814814813,4998439.602514986
0.4024506006006006,4985372.286589594
0.40343305305305305,4972354.299049919
0.4044155055055055,4959385.321062884
0.40539795795795797,4946465.035352504
0.4063804104104104,4933593.126201511
0.40736286286286283,4920769.279453096
0.4083453153153153,4907993.182512647
0.40932776776776775,4895264.5243491735
0.41031022022022023,4882582.995496621
0.41129267267267267,4869948.288055491
0.4122751251251251,4857360.0956938155
0.4132575775775776,4844818.113648506
0.41424003003003,4832322.038726277
0.4152224824824825,4819871.569304721
0.41620493493493493,4807466.4053332275
0.41718738738738737,4795106.24833371
0.41816983983983985,4782790.801401469
0.4191522922922923,4770519.769205787
0.4201347447447447,4758292.857990519
0.4211171971971972,4746109.775574639
0.42209964964964963,4733970.231352577
0.4230821021021021,4721873.936294772
0.42406455455455455,4709820.602947886
0.425047007007007,4697809.945434923
0.42602945945945947,4685841.679455559
0.4270119119119119,4673915.522286093
0.42799436436436433,4662031.192779658
0.4289768168168168,4650188.411365922
0.42995926926926925,4638386.900051298
0.43094172172172174,4626626.382418576
0.43192417417417417,4614906.583626747
0.4329066266266266,4603227.230410777
0.4338890790790791,4591588.051081239
0.4348715315315315,4579988.775523946
0.43585398398398395,4568429.135199454
0.43683643643643644,4556908.863142628
0.43781888888888887,4545427.693962006
0.43880134134134136,4533985.363839282
0.4397837937937938,4522581.610528667
0.4407662462462462,4511216.173356049
0.4417486986986987,4499888.793218354
0.44273115115115114,4488599.2125826655
0.4437136036036036,4477347.175485461
0.44469605605605605,4466132.42753163
0.4456785085085085,4454954.7158936
0.446660960960961,4443813.789310247
0.4476434134134134,4432709.3980860235
0.44862586586586584,4421641.294089666
0.4496083183183183,4410609.23075325
0.45059077077077075,4399612.963070996
0.45157322322322324,4388652.247598047
0.4525556756756757,4377726.842449124
0.4535381281281281,4366836.507297468
0.4545205805805806,4355981.003373348
0.455503033033033,4345160.093462653
0.45648548548548545,4334373.541905739
0.45746793793793794,4323621.114595747
0.45845039039039037,4312902.578977247
0.45943284284284286,4302217.704044707
0.4604152952952953,4291566.260340954
0.4613977477477477,4280948.019955643
0.4623802002002002,4270362.756523523
0.46336265265265264,4259810.245222884
0.46434510510510507,4249290.262773875
0.46532755755755756,4238802.587436771
0.46631001001001,4228346.999010307
0.4672924624624625,4217923.278829673
0.4682749149149149,4207531.209764957
0.46925736736736734,4197170.5762192365
0.4702398198198198,4186841.164126632
0.47122227227227226,4176542.760950401
0.4722047247247247,4166275.1556811933
0.4731871771771772,4156038.1388347987
0.4741696296296296,4145831.50245046
0.4751520820820821,4135655.0400886154
0.4761345345345345,4125508.546828977
0.47711698698698696,4115391.8192683994
0.47809943943943944,4105304.6555187767
0.4790818918918919,4095246.855204997
0.48006434434434436,4085218.2194626224
0.4810467967967968,4075218.5509358416
0.4820292492492492,4065247.653775177
0.4830117017017017,4055305.3336352813
0.48399415415415414,4045391.397672611
0.4849766066066066,4035505.654543248
0.48595905905905906,4025647.9144003987
0.4869415115115115,4015817.9888921794
0.487923963963964,4006015.6911592255
0.4889064164164164,3996240.83583227
0.48988886886886884,3986493.239029689
0.49087132132132133,3976772.7183550685
0.49185377377377376,3967079.0928947497
0.4928362262262262,3957412.1832152787
0.4938186786786787,3947771.8113608905
0.4948011311311311,3938157.8008510317
0.4957835835835836,3928569.9766776576
0.49676603603603603,3919008.165302634
0.49774848848848846,3909472.194655248
0.49873094094094095,3899961.894129351
0.4997133933933934,3890477.094580899
0.5006958458458458,3881017.628325006
0.5016782982982982,3871583.3291334193
0.5026607507507508,3862174.032231632
0.5036432032032032,3852789.57429616
0.5046256556556556,3843429.7934517236
0.5056081081081081,3834094.5292683924
0.5065905605605605,3824783.6227587927
0.507573013013013,3815496.916375161
0.5085554654654655,3806234.2540064533
0.5095379179179179,3796995.48097543
0.5105203703703703,3787780.4440357205
0.5115028228228228,3778588.9913687827
0.5124852752752753,3769420.972580955
0.5134677277277278,3760276.2387003666
0.5144501801801802,3751154.6421739245
0.5154326326326326,3742056.0368643035
0.516415085085085,3732980.2780466536
0.5173975375375375,3723927.22240566
0.51837998998999,3714896.7280322663
0.5193624424424425,3705888.6544205123
0.5203448948948949,3696902.862464397
0.5213273473473473,3687939.2144546
0.5223097997997997,3678997.5740751703
0.5232922522522523,3670077.806400325
0.5242747047047047,3661179.777891158
0.5252571571571572,3652303.3563921815
0.5262396096096096,3643448.4111281033
0.527222062062062,3634614.812700351
0.5282045145145146,3625802.4330837172
0.529186966966967,3617011.145622919
0.5301694194194194,3608240.825029048
0.5311518718718719,3599491.347376203
0.5321343243243243,3590762.5900979424
0.5331167767767767,3582054.431983669
0.5340992292292293,3573366.7531751515
0.5350816816816817,3564699.4351629145
0.5360641341341341,3556052.3607825297
0.5370465865865865,3547425.414211131
0.538029039039039,3538818.480963615
0.5390114914914915,3530231.4478889406
0.539993943943944,3521664.2031663624
0.5409763963963964,3513116.6362874857
0.5419588488488488,3504588.637971992
0.5429413013013012,3496080.100035529
0.5439237537537538,3487590.915255505
0.5449062062062062,3479120.9772384726
0.5458886586586587,3470670.180289432
0.5468711111111111,3462238.4192830557
0.5478535635635635,3453825.589536797
0.5488360160160161,3445431.5866856915
0.5498184684684685,3437056.306559084
0.5508009209209209,3428699.64505924
0.5517833733733734,3420361.4980416214
0.5527658258258258,3412041.7611969113
0.5537482782782782,3403740.32993501
0.5547307307307308,3395457.099270599
0.5557131831831832,3387191.9637104957
0.5566956356356356,3378944.8171427622
0.557678088088088,3370715.552727546
0.5586605405405405,3362504.062789568
0.559642992992993,3354310.2387123373
0.5606254454454455,3346133.9708340294
0.5616078978978979,3337975.1483450867
0.5625903503503503,3329833.6591873774
0.5635728028028028,3321709.3899550503
0.5645552552552553,3313602.225797103
0.5655377077077077,3305512.0503214155
0.5665201601601602,3297438.74550049
0.5675026126126126,3289382.191578814
0.568485065065065,3281342.2669818043
0.5694675175175176,3273318.848226187
0.57044996996997,3265311.809832216
0.5714324224224224,3257321.0242372486
0.5724148748748749,3249346.361710956
0.5733973273273273,3241387.6902719922
0.5743797797797797,3233444.8756064363
0.5753622322322323,3225517.780987405
0.5763446846846847,3217606.26719653
0.5773271371371371,3209710.1924467245
0.5783095895895896,3201829.412306554
0.579292042042042,3193963.779626135
0.5802744944944945,3186113.1444643424
0.581256946946947,3178277.354017834
0.5822393993993994,3170456.2525512227
0.5832218518518518,3162649.6813289355
0.5842043043043043,3154857.478548416
0.5851867567567568,3147079.479274979
0.5861692092092092,3139315.515377885
0.5871516616616617,3131565.415468041
0.5881341141141141,3123829.0048371665
0.5891165665665665,3116106.1053983057
0.590099019019019,3108396.535627839
0.5910814714714715,3100700.1105090445
0.5920639239239239,3093016.64147689
0.5930463763763764,3085345.9363645473
0.5940288288288288,3077687.7993511134
0.5950112812812812,3070042.0309108957
0.5959937337337338,3062408.4277640986
0.5969761861861862,3054786.782829163
0.5979586386386386,3047176.8851761487
0.5989410910910911,3039578.5199819026
0.5999235435435435,3031991.468486668
0.600905995995996,3024415.507951939
0.6018884484484485,3016850.411620037
0.6028709009009009,3009295.948674969
0.6038533533533533,3001751.8842047923
0.6048358058058058,2994217.9791656313
0.6058182582582583,2986693.9903468685
0.6068007107107107,2979179.67033814
0.6077831631631632,2971674.7674976396
0.6087656156156156,2964179.025921956
0.609748068068068,2956692.185417587
0.6107305205205205,2949213.9814737313
0.611712972972973,2941744.1452367953
0.6126954254254254,2934282.403486353
0.6136778778778779,2926828.478612857
0.6146603303303303,2919382.0885966416
0.6156427827827827,2911942.946988676
0.6166252352352353,2904510.762893
0.6176076876876877,2897085.24095051
0.6185901401401401,2889666.081324707
0.6195725925925926,2882252.979688781
0.620555045045045,2874845.627214616
0.6215374974974975,2867443.710563309
0.62251994994995,2860046.911877432
0.6235024024024024,2852654.9087750595
0.6244848548548548,2845267.3743455177
0.6254673073073073,2837883.977146788
0.6264497597597597,2830504.381204877
0.6274322122122122,2823128.246014827
0.6284146646646647,2815755.2265436575
0.6293971171171171,2808384.973235159
0.6303795695695695,2801017.1320163026
0.631362022022022,2793651.3443061
0.6323444744744745,2786287.24702576
0.6333269269269269,2778924.472611235
0.6343093793793794,2771562.6490275613
0.6352918318318318,2764201.399785254
0.6362742842842842,2756840.343958719
0.6372567367367368,2749479.0962067693
0.6382391891891892,2742117.2667951393
0.6392216416416416,2734754.4616212994
0.6402040940940941,2727390.282241287
0.6411865465465465,2720024.325898717
0.642168998998999,2712656.185556156
0.6431514514514515,2705285.449928629
0.6441339039039039,2697911.703519455
0.6451163563563563,2690534.5266584936
0.6460988088088088,2683153.495542629
0.6470812612612612,2675768.182278676
0.6480637137137137,2668378.1549288956
0.6490461661661662,2660982.977558756
0.6500286186186186,2653582.2102873255
0.651011071071071,2646175.4093402657
0.6519935235235235,2638762.12710535
0.652975975975976,2631341.9121906096
0.6539584284284284,2623914.3094852217
0.6549408808808809,2616478.8602230563
0.6559233333333333,2609035.102049021
0.6569057857857857,2601582.569088175
0.6578882382382383,2594120.792017814
0.6588706906906907,2586649.298142183
0.6598531431431431,2579167.6114703827
0.6608355955955956,2571675.2527971244
0.661818048048048,2564171.7397865653
0.6628005005005005,2556656.5870591076
0.663782952952953,2549129.30628143
0.6647654054054054,2541589.4062595577
0.6657478578578578,2534036.393035287
0.6667303103103103,2526469.7699856083
0.6677127627627627,2518889.037925725
0.6686952152152152,2511293.695215099
0.6696776676676677,2503683.2378670997
0.6706601201201201,2496057.159661918
0.6716425725725725,2488414.9522631466
0.672625025025025,2480756.105337594
0.6736074774774775,2473080.106678845
0.6745899299299299,2465386.4423344405
0.6755723823823824,2457674.5967365103
0.6765548348348348,2449944.052836304
0.6775372872872872,2442194.2922422797
0.6785197397397398,2434424.7953620525
0.6795021921921922,2426635.041548127
0.6804846446446446,2418824.5092473985
0.6814670970970971,2410992.6761547215
0.6824495495495495,2403139.019370174
0.6834320020020019,2395263.015560452
0.6844144544544545,2387364.1411241726
0.6853969069069069,2379441.8723612092
0.6863793593593593,2371495.685646154
0.6873618118118118,2363525.057605768
0.6883442642642642,2355529.465300676
0.6893267167167167,2347508.3864111
0.6903091691691692,2339461.2994268346
0.6912916216216216,2331387.6838414352
0.692274074074074,2323287.0203505657
0.6932565265265265,2315158.791054694
0.694238978978979,2307002.4796659984
0.6952214314314314,2298817.571719505
0.6962038838838839,2290603.554788691
0.6971863363363363,2282359.9187051747
0.6981687887887887,2274086.155782973
0.6991512412412413,2265781.7610468175
0.7001336936936937,2257446.232465137
0.7011161461461461,2249079.0711869877
0.7020985985985986,2240679.7818100313
0.703081051051051,2232247.8736492014
0.7040635035035034,2223782.8651455166
0.705045955955956,2215284.289729102
0.7060284084084084,2206751.701636563
0.7070108608608608,2198184.681595637
0.7079933133133133,2189582.842375135
0.7089757657657657,2180945.8341980926
0.7099582182182183,2172273.3500161213
0.7109406706706707,2163565.130642605
0.7119231231231231,2154820.969742687
0.7129055755755755,2146040.718677999
0.713888028028028,2137224.2912036586
0.7148704804804805,2128371.6680156887
0.715852932932933,2119482.901146494
0.7168353853853854,2110558.1182066854
0.7178178378378378,2101597.5264708535
0.7188002902902902,2092601.4168058932
0.7197827427427427,2083570.1674398382
0.7207651951951952,2074504.2475698018
0.7217476476476476,2065404.2208075472
0.7227301001001001,2056270.748372764
0.7237125525525525,2047104.5900782978
0.7246950050050049,2037906.6004036767
0.7256774574574575,2028677.7228420693
0.7266599099099099,2019418.984260746
0.7276423623623623,2010131.4893387812
0.7286248148148148,2000816.4150843665
0.7296072672672672,1991475.0054346395
0.7305897197197198,1982108.5659402905
0.7315721721721722,1972718.4585377316
0.7325546246246246,1963306.0964112827
0.733537077077077,1953872.9389476127
0.7345195295295295,1944420.486784904
0.735501981981982,1934950.2769589946
0.7364844344344345,1925463.8781483986
0.7374668868868869,1915962.8860203417
0.7384493393393393,1906448.9186795272
0.7394317917917917,1896923.612221367
0.7404142442442442,1887388.6163911407
0.7413966966966967,1877845.5903504814
0.7423791491491492,1868296.1985523517
0.7433616016016016,1858742.1067255386
0.744344054054054,1849184.97796957
0.7453265065065064,1839626.468960572
0.746308958958959,1830068.2262687003
0.7472914114114114,1820511.8827875312
0.7482738638638639,1810959.0542753837
0.7492563163163163,1801411.3360086675
0.7502387687687687,1791870.2995471505
0.7512212212212213,1782337.489610672
0.7522036736736737,1772814.4210668695
0.7531861261261261,1763302.5760293705
0.7541685785785786,1753803.401065476
0.755151031031031,1744318.3045126253
0.7561334834834835,1734848.6539023926
0.757115935935936,1725395.7734910804
0.7580983883883884,1715960.9418953487
0.7590808408408408,1706545.3898317702
0.7600632932932933,1697150.2979586518
0.7610457457457457,1687776.7948186682
0.7620281981981982,1678425.9548805258
0.7630106506506507,1669098.7966782171
0.7639931031031031,1659796.2810457924
0.7649755555555555,1650519.3094461656
0.765958008008008,1641268.7223918154
0.7669404604604605,1632045.2979712836
0.7679229129129129,1622849.751043117
0.7689053653653654,1613682.7343221502
0.7698878178178178,1604544.8403573616
0.7708702702702702,1595436.603528633
0.7718527227227228,1586358.5020129352
0.7728351751751752,1577310.959719521
0.7738176276276276,1568294.3481939153
0.7748000800800801,1559308.9884903475
0.7757825325325325,1550355.1530126426
0.7767649849849849,1541433.0673233543
0.7777474374374375,1532542.9119211608
0.7787298898898899,1523684.8239865445
0.7797123423423423,1514858.8990958428
0.7806947947947948,1506065.192903729
0.7816772472472472,1497303.722794379
0.7826596996996997,1488574.469501457
0.7836421521521522,1479877.3786971522
0.7846246046046046,1471212.3625505557
0.785607057057057,1462579.3012556806
0.7865895095095095,1453978.04452941
0.787571961961962,1445408.4130797454
0.7885544144144144,1436870.200044642
0.7895368668668669,1428363.1724019493
0.7905193193193193,1419887.0723507206
0.7915017717717717,1411441.618664286
0.7924842242242243,1403026.5080156492
0.7934666766766767,1394641.4162754146
0.7944491291291291,1386285.999782867
0.7954315815815816,1377959.896590475
0.796414034034034,1369662.727682395
0.7973964864864864,1361394.0981672034
0.798378938938939,1353153.598445574
0.7993613913913914,1344940.8053529656
0.8003438438438438,1336755.2832780941
