r,nu B8
0.14504805805805807,1.6934278845882742e-05
0.1460305105105105,1.540177194215392e-05
0.14701296296296296,1.4002586351178029e-05
0.14799541541541542,1.2725730350912792e-05
0.14897786786786787,1.1561053114585038e-05
0.1499603203203203,1.0499186964763396e-05
0.15094277277277277,9.531492987052266e-06
0.15192522522522522,8.650009856077638e-06
0.15290767767767768,7.84740573003593e-06
0.15389013013013011,7.11693307380145e-06
0.15487258258258257,6.452386274165292e-06
0.15585503503503503,5.848061914280201e-06
0.1568374874874875,5.298721577853297e-06
0.15781993993993992,4.799557057102982e-06
0.15880239239239238,4.3461578420000535e-06
0.15978484484484484,3.9344807718672965e-06
0.1607672972972973,3.5608217340214584e-06
0.16174974974974976,3.221789297815329e-06
0.1627322022022022,2.91428017616893e-06
0.16371465465465465,2.635456410465387e-06
0.1646971071071071,2.3827241785184882e-06
0.16567955955955957,2.1537141291837296e-06
0.166662012012012,1.9462631510720026e-06
0.16764446446446446,1.758397486718465e-06
0.16862691691691692,1.5883171074466377e-06
0.16960936936936938,1.4343812680335497e-06
0.1705918218218218,1.295095164112738e-06
0.17157427427427427,1.169097619033873e-06
0.17255672672672673,1.0551497306188129e-06
0.1735391791791792,9.521244119015045e-07
0.17452163163163162,8.589967636757012e-07
0.17550408408408408,7.74835224609535e-07
0.17648653653653654,6.987934483229355e-07
0.177468988988989,6.301028411136638e-07
0.17845144144144143,5.680657066718731e-07
0.1794338938938939,5.12048954835366e-07
0.18041634634634635,4.614783338003338e-07
0.1813987987987988,4.1583314725120283e-07
0.18238125125125124,3.7464141996188636e-07
0.1833637037037037,3.3747547751763245e-07
0.18434615615615615,3.039479078859434e-07
0.1853286086086086,2.7370787460572406e-07
0.18631106106106105,2.464377533501559e-07
0.1872935135135135,2.2185006553783068e-07
0.18827596596596596,1.9968468450958913e-07
0.18925841841841842,1.7970629154847036e-07
0.19024087087087088,1.61702060693206e-07
0.1912233233233233,1.4547955287914785e-07
0.19220577577577577,1.308648014337711e-07
0.19318822822822823,1.1770057235727267e-07
0.1941706806806807,1.0584478413362928e-07
0.19515313313313312,9.516907304610326e-08
0.19613558558558558,8.555749111629499e-08
0.19711803803803804,7.690532485068481e-08
0.1981004904904905,6.911802396670626e-08
0.19908294294294293,6.211023018563367e-08
0.2000653953953954,5.5804897025612264e-08
0.20104784784784785,5.013249230919136e-08
0.2020303003003003,4.5030275819439603e-08
0.20301275275275274,4.0441645201164656e-08
0.2039952052052052,3.631554381258759e-08
0.20497765765765766,3.260592479175921e-08
0.20596011011011012,2.927126611452184e-08
0.20694256256256255,2.6274131890317095e-08
0.207925015015015,2.3580775571763322e-08
0.20890746746746747,2.116078114674787e-08
0.20988991991991993,1.8986738740612276e-08
0.21087237237237236,1.7033951383551146e-08
0.21185482482482482,1.5280169997099283e-08
0.21283727727727728,1.370535392588352e-08
0.21381972972972974,1.2291454588853382e-08
0.21480218218218217,1.1022220049998184e-08
0.21578463463463463,9.883018513985765e-09
0.21676708708708708,8.860678938960691e-09
0.21774953953953954,7.943347128517106e-09
0.21873199199199198,7.120355818645372e-09
0.21971444444444443,6.382107359292944e-09
0.2206968968968969,5.719967562530609e-09
0.22167934934934935,5.126169862504102e-09
0.2226618018018018,4.593729068957969e-09
0.22364425425425424,4.116363742849232e-09
0.2246267067067067,3.688426294325973e-09
0.22560915915915916,3.3048400065109606e-09
0.22659161161161162,2.9610422783588184e-09
0.22757406406406405,2.6529334581827454e-09
0.2285565165165165,2.376830707917624e-09
0.22953896896896897,2.129426398196012e-09
0.23052142142142143,1.9077505870432045e-09
0.23150387387387386,1.7091371814581428e-09
0.23248632632632632,1.5311934221921681e-09
0.23346877877877878,1.3717723683971516e-09
0.23445123123123124,1.2289480911076794e-09
0.23543368368368367,1.1009933132781015e-09
0.23641613613613613,9.863592597639792e-10
0.2373985885885886,8.836575036050661e-10
0.23838104104104105,7.916436155614341e-10
0.23936349349349348,7.092024423600775e-10
0.24034594594594594,6.353348557663821e-10
0.2413283983983984,5.691458296157851e-10
0.24231085085085086,5.098337155028367e-10
0.2432933033033033,4.5668060008770576e-10
0.24427575575575575,4.090436380783107e-10
0.2452582082082082,3.6634726500000734e-10
0.24624066066066067,3.2807620297813325e-10
0.2472231131131131,2.9376918102451424e-10
0.24820556556556556,2.6301329881828303e-10
0.24918801801801801,2.354389697767394e-10
0.2501704704704705,2.107153853883712e-10
0.2511529229229229,1.885464483851352e-10
0.2521353753753754,1.6866712741693897e-10
0.2531178278278278,1.5084019050489371e-10
0.25410028028028026,1.3485327873377822e-10
0.25508273273273274,1.2051628543679565e-10
0.2560651851851852,1.0765900956210218e-10
0.25704763763763766,9.612905502264867e-11
0.2580300900900901,8.578995064768108e-11
0.2590125425425425,7.65194679022405e-11
0.259994994994995,6.820811586658719e-11
0.26097744744744744,6.07577987075794e-11
0.2619598998998999,5.4080634658643926e-11
0.26294235235235236,4.8097904506505694e-11
0.2639248048048048,4.273909395723155e-11
0.2649072572572573,3.7941023153889375e-11
0.2658897097097097,3.36470594478146e-11
0.26687216216216214,2.980640865004866e-11
0.26785461461461463,2.6373479469696956e-11
0.26883706706706706,2.3307315598084427e-11
0.2698195195195195,2.0571089846658495e-11
0.270801971971972,1.8131654834848097e-11
0.2717844244244244,1.595914490782659e-11
0.2727668768768769,1.4026624210833181e-11
0.2737493293293293,1.2309776132716576e-11
0.27473178178178176,1.0786629639769397e-11
0.27571423423423425,9.437318340071366e-12
0.2766966866866867,8.243868440484849e-12
0.2776791391391391,7.1900120779576275e-12
0.2786615915915916,6.261022820447142e-12
0.279644044044044,5.443570431866387e-12
0.2806264964964965,4.7255915655195206e-12
0.28160894894894895,4.096171687475816e-12
0.2825914014014014,3.545439929734423e-12
0.28357385385385386,3.0644782141316477e-12
0.2845563063063063,2.6452415523128146e-12
0.2855387587587588,2.2804867455731695e-12
0.2865212112112112,1.9637074603119094e-12
0.28750366366366364,1.6890742488890232e-12
0.28848611611611613,1.4513785445456934e-12
0.28946856856856856,1.245980004112561e-12
0.290451021021021,1.0687568228617565e-12
0.2914334734734735,9.160588196228867e-13
0.2924159259259259,7.846632029342079e-13
0.2933983783783784,6.717329944781516e-13
0.29438083083083083,5.747781164188593e-13
0.29536328328328326,4.916191547302717e-13
0.29634573573573575,4.203537995804268e-13
0.2973281881881882,3.5932594302507376e-13
0.2983106406406406,3.0709738881846605e-13
0.2992930930930931,2.624221028635955e-13
0.30027554554554553,2.242229083242857e-13
0.301257997997998,1.915705083768108e-13
0.30224045045045045,1.6366470323307217e-13
0.3032229029029029,1.3981769196457377e-13
0.30420535535535537,1.1943941604515462e-13
0.3051878078078078,1.0202459640347385e-13
0.30617026026026023,8.714117186307081e-14
0.3071527127127127,7.442007501903694e-14
0.30813516516516515,6.354627005929585e-14
0.30911761761761763,5.4250952802000874e-14
0.31010007007007007,4.630480183760627e-14
0.3110825225225225,3.951216705353974e-14
0.312064974974975,3.370608492296682e-14
0.3130474274274274,2.874401654198518e-14
0.31402987987987985,2.450421293489059e-14
0.31501233233233233,2.088262153590892e-14
0.31599478478478477,1.7790257279590118e-14
0.31697723723723725,1.515097093384878e-14
0.3179596896896897,1.2899555917707069e-14
0.3189421421421421,1.0980142716905558e-14
0.3199245945945946,9.344837088084014e-15
0.32090704704704703,7.952564525458131e-15
0.3218894994994995,6.768088986786937e-15
0.32287195195195195,5.761178691278174e-15
0.3238544044044044,4.90589353102748e-15
0.32483685685685687,4.179923785901247e-15
0.3258193093093093,3.563945166097743e-15
0.32680176176176173,3.0411373282026854e-15
0.3277842142142142,2.5968582895405024e-15
0.32876666666666665,2.2184069359203165e-15
0.32974911911911914,1.894845900881862e-15
0.33073157157157157,1.6170436864342855e-15
0.331714024024024,1.3779070436104768e-15
0.3326964764764765,1.1723092417489916e-15
0.3336789289289289,9.967377999824907e-16
0.33466138138138135,8.487826078450059e-16
0.33564383383383384,7.261132049847249e-16
0.33662628628628627,6.2535084776448745e-16
0.33760873873873876,5.417683245747751e-16
0.3385911911911912,4.698319567678221e-16
0.3395736436436436,4.04734214536047e-16
0.3405560960960961,3.4363213646297093e-16
0.34153854854854854,2.8604296999163873e-16
0.34252100100100097,2.3345277626837437e-16
0.34350345345345346,1.8827667173834529e-16
0.3444859059059059,1.5238635962917684e-16
0.3454683583583584,1.2616512160804942e-16
0.3464508108108108,1.0876891271592532e-16
0.34743326326326324,9.878047553468722e-17
0.3484157157157157,9.454306935127305e-17
0.34939816816816816,9.39016972490463e-17
0.35038062062062064,9.367285553356118e-17
0.3513630730730731,8.980777394232447e-17
0.3523455255255255,7.892936020708537e-17
0.353327977977978,6.095813600966641e-17
0.3543104304304304,4.0187827619345857e-17
0.35529288288288285,2.2446817861708447e-17
0.35627533533533534,1.0840279380449362e-17
0.3572577877877878,4.737950753399191e-18
0.35824024024024026,1.994167646970878e-18
0.3592226926926927,8.659106340143539e-19
0.3602051451451451,4.1442991524311517e-19
0.3611875975975976,2.3071388903148184e-19
0.36217005005005004,1.5426775014383022e-19
0.36315250250250247,1.2445705922590078e-19
0.36413495495495496,1.1878946897238514e-19
0.3651174074074074,1.2929723559318695e-19
0.3660998598598599,1.5317312488482232e-19
0.3670823123123123,1.8797485965613286e-19
0.36806476476476474,2.284639974695696e-19
0.3690472172172172,2.659673233674915e-19
0.37002966966966966,2.9151120214051415e-19
0.3710121221221221,3.000908585188711e-19
0.3719945745745746,2.9268500939477847e-19
0.372977027027027,2.7482875525337996e-19
0.3739594794794795,2.5336367556419207e-19
0.3749419319319319,2.338055680597828e-19
0.37592438438438436,2.193144652501268e-19
0.37690683683683684,2.1087060939668106e-19
0.3778892892892893,2.081088197214047e-19
0.37887174174174176,2.0999422578666604e-19
0.3798541941941942,2.1509954441737987e-19
0.3808366466466466,2.2174018115444093e-19
0.3818190990990991,2.2818802028147256e-19
0.38280155155155154,2.3306540964710606e-19
0.383784004004004,2.3570866891206237e-19
0.38476645645645646,2.36166570986164e-19
0.3857489089089089,2.349947366046246e-19
0.3867313613613614,2.3298267616714186e-19
0.3877138138138138,2.308763304308353e-19
0.38869626626626624,2.291586973327988e-19
0.38967871871871873,2.280124003645926e-19
0.39066117117117116,2.2741245627404443e-19
0.3916436236236236,2.272243852916089e-19
0.3926260760760761,2.2729384905627664e-19
0.3936085285285285,2.2750131429708767e-19
0.394590980980981,2.277658001487619e-19
0.39557343343343343,2.280374141490524e-19
0.39655588588588586,2.2829002148888454e-19
0.39753833833833835,2.285139655511591e-19
0.3985207907907908,2.2870875868966764e-19
0.3995032432432432,2.288766288179161e-19
0.4004856956956957,2.2901987816362465e-19
0.40146814814814813,2.291406910453657e-19
0.4024506006006006,2.2924113485872927e-19
0.40343305305305305,2.293231615271634e-19
0.4044155055055055,2.2938860930473313e-19
0.40539795795795797,2.294392048893038e-19
0.4063804104104104,2.294765658082756e-19
0.40736286286286283,2.295022030419986e-19
0.4083453153153153,2.29517523853326e-19
0.40932776776776775,2.2952383479457514e-19
0.41031022022022023,2.295223448660815e-19
0.41129267267267267,2.295141688032255e-19
0.4122751251251251,2.295003304713365e-19
0.4132575775775776,2.294817663501022e-19
0.41424003003003,2.294593290916357e-19
0.4152224824824825,2.294337911379278e-19
0.41620493493493493,2.2940584838571597e-19
0.41718738738738737,2.293761238882106e-19
0.41816983983983985,2.2934517158488767e-19
0.4191522922922923,2.2931348005174063e-19
0.4201347447447447,2.292814762658557e-19
0.4211171971971972,2.292495293792753e-19
0.42209964964964963,2.2921795449787887e-19
0.4230821021021021,2.2918701646226026e-19
0.42406455455455455,2.291569336280479e-19
0.425047007007007,2.2912788164386774e-19
0.42602945945945947,2.290999972256769e-19
0.4270119119119119,2.2907338192681076e-19
0.42799436436436433,2.290481059031349e-19
0.4289768168168168,2.2902421167335215e-19
0.42995926926926925,2.290017178744557e-19
0.43094172172172174,2.289806230127621e-19
0.43192417417417417,2.2896090921075166e-19
0.4329066266266266,2.289425459503484e-19
0.4338890790790791,2.289254938130612e-19
0.4348715315315315,2.2890970821734766e-19
0.43585398398398395,2.288951430160972e-19
0.43683643643643644,2.2888175269684715e-19
0.43781888888888887,2.288694927355414e-19
0.43880134134134136,2.288583195880756e-19
0.4397837937937938,2.2884819067830196e-19
0.4407662462462462,2.288390643861603e-19
0.4417486986986987,2.288309000359884e-19
0.44273115115115114,2.2882365788494797e-19
0.4437136036036036,2.28817299111577e-19
0.44469605605605605,2.2881178580450472e-19
0.4456785085085085,2.288070809512315e-19
0.446660960960961,2.288031484270476e-19
0.4476434134134134,2.287999529840674e-19
0.44862586586586584,2.287974602403588e-19
0.4496083183183183,2.287956366691459e-19
0.45059077077077075,2.2879444958811235e-19
0.45157322322322324,2.287938671488361e-19
0.4525556756756757,2.287938583262251e-19
0.4535381281281281,2.2879439290809294e-19
0.4545205805805806,2.2879544148477236e-19
0.455503033033033,2.2879697543879805e-19
0.45648548548548545,2.2879896693468407e-19
0.45746793793793794,2.288013889087107e-19
0.45845039039039037,2.288042150588152e-19
0.45943284284284286,2.288074198345027e-19
0.4604152952952953,2.2881097842680826e-19
0.4613977477477477,2.2881486675832595e-19
0.4623802002002002,2.2881906147326582e-19
0.46336265265265264,2.2882353992753867e-19
0.46434510510510507,2.2882828017889214e-19
0.46532755755755756,2.288332609770958e-19
0.46631001001001,2.288384617541065e-19
0.4672924624624625,2.2884386261432064e-19
0.4682749149149149,2.2884944432482475e-19
0.46925736736736734,2.288551883056585e-19
0.4702398198198198,2.2886107662012297e-19
0.47122227227227226,2.288670919651063e-19
0.4722047247247247,2.2887321766140355e-19
0.4731871771771772,2.288794376440884e-19
0.4741696296296296,2.2888573645287127e-19
0.4751520820820821,2.288920992224689e-19
0.4761345345345345,2.2889851167303573e-19
0.47711698698698696,2.289049601005232e-19
0.47809943943943944,2.289114313671174e-19
0.4790818918918919,2.289179128916463e-19
0.48006434434434436,2.289243926400015e-19
0.4810467967967968,2.2893085911560985e-19
0.4820292492492492,2.289373013498067e-19
0.4830117017017017,2.2894370889231e-19
0.48399415415415414,2.289500718016703e-19
0.4849766066066066,2.289563806356857e-19
0.48595905905905906,2.28962626441881e-19
0.4869415115115115,2.2896880074791255e-19
0.487923963963964,2.289748955520403e-19
0.4889064164164164,2.2898090331357075e-19
0.48988886886886884,2.2898681694328575e-19
0.49087132132132133,2.289926297938935e-19
0.49185377377377376,2.2899833565045553e-19
0.4928362262262262,2.290039287208422e-19
0.4938186786786787,2.290094036261486e-19
0.4948011311311311,2.290147553911313e-19
0.4957835835835836,2.2901997943462693e-19
0.49676603603603603,2.2902507155999324e-19
0.49774848848848846,2.2903002794551114e-19
0.49873094094094095,2.290348451348051e-19
0.4997133933933934,2.2903952002725623e-19
0.5006958458458458,2.2904404986841267e-19
0.5016782982982982,2.290484322403817e-19
0.5026607507507508,2.290526650522525e-19
0.5036432032032032,2.2905674653045947e-19
0.5046256556556556,2.2906067520919723e-19
0.5056081081081081,2.2906444992080743e-19
0.5065905605605605,2.2906806978614845e-19
0.507573013013013,2.290715342049802e-19
0.5085554654654655,2.290748428463486e-19
0.5095379179179179,2.2907799563895394e-19
0.5105203703703703,2.2908099276149787e-19
0.5115028228228228,2.2908383463310124e-19
0.5124852752752753,2.2908652190360534e-19
0.5134677277277278,2.2908905544397007e-19
0.5144501801801802,2.290914363366164e-19
0.5154326326326326,2.290936658657829e-19
0.516415085085085,2.290957455078818e-19
0.5173975375375375,2.29097676921828e-19
0.51837998998999,2.290994619394151e-19
0.5193624424424425,2.2910110255563423e-19
0.5203448948948949,2.2910260091902735e-19
0.5213273473473473,2.291039593220255e-19
0.5223097997997997,2.2910518019129834e-19
0.5232922522522523,2.2910626607806346e-19
0.5242747047047047,2.291072196484543e-19
0.5252571571571572,2.291080436738531e-19
0.5262396096096096,2.291087410211952e-19
0.527222062062062,2.2910931464333275e-19
0.5282045145145146,2.2910976756936723e-19
0.529186966966967,2.29110102894958e-19
0.5301694194194194,2.2911032377268634e-19
0.5311518718718719,2.2911043340237085e-19
0.5321343243243243,2.291104350214015e-19
0.5331167767767767,2.291103318950703e-19
0.5340992292292293,2.2911012730691106e-19
0.5350816816816817,2.2910982454903843e-19
0.5360641341341341,2.2910942691246217e-19
0.5370465865865865,2.2910893767743825e-19
0.538029039039039,2.291083601037978e-19
0.5390114914914915,2.2910769742128785e-19
0.539993943943944,2.2910695281991137e-19
0.5409763963963964,2.2910612944131544e-19
0.5419588488488488,2.291052303751882e-19
0.5429413013013012,2.2910425865924584e-19
0.5439237537537538,2.291032172796376e-19
0.5449062062062062,2.291021091712658e-19
0.5458886586586587,2.291009372181494e-19
0.5468711111111111,2.2909970425379743e-19
0.5478535635635635,2.2909841306154713e-19
0.5488360160160161,2.2909706637495014e-19
0.5498184684684685,2.290956668781023e-19
0.5508009209209209,2.2909421720602687e-19
0.5517833733733734,2.290927199450297e-19
0.5527658258258258,2.2909117763305353e-19
0.5537482782782782,2.290895927600508e-19
0.5547307307307308,2.2908796776833304e-19
0.5557131831831832,2.290863050529427e-19
0.5566956356356356,2.2908460696202575e-19
0.557678088088088,2.2908287579716506e-19
0.5586605405405405,2.2908111381378333e-19
0.559642992992993,2.290793232214623e-19
0.5606254454454455,2.2907750618435933e-19
0.5616078978978979,2.290756648215178e-19
0.5625903503503503,2.2907380120727137e-19
0.5635728028028028,2.290719173715958e-19
0.5645552552552553,2.2907001530047616e-19
0.5655377077077077,2.2906809693626493e-19
0.5665201601601602,2.2906616417805543e-19
0.5675026126126126,2.2906421888204733e-19
0.568485065065065,2.290622628619094e-19
0.5694675175175176,2.290602978891493e-19
0.57044996996997,2.2905832569347454e-19
0.5714324224224224,2.2905634796316828e-19
0.5724148748748749,2.2905436634544483e-19
0.5733973273273273,2.2905238244682787e-19
0.5743797797797797,2.2905039783350755e-19
0.5753622322322323,2.290484140317175e-19
0.5763446846846847,2.290464325280901e-19
0.5773271371371371,2.2904445477002395e-19
0.5783095895895896,2.2904248216607563e-19
0.579292042042042,2.2904051608629285e-19
0.5802744944944945,2.2903855786259907e-19
0.581256946946947,2.290366087891645e-19
0.5822393993993994,2.2903467012276596e-19
0.5832218518518518,2.2903274308315264e-19
0.5842043043043043,2.2903082885342295e-19
0.5851867567567568,2.2902892858038814e-19
0.5861692092092092,2.290270433749287e-19
0.5871516616616617,2.2902517431237688e-19
0.5881341141141141,2.29023322432886e-19
0.5891165665665665,2.2902148874177953e-19
0.590099019019019,2.290196742099368e-19
0.5910814714714715,2.2901787977414786e-19
0.5920639239239239,2.290161063374939e-19
0.5930463763763764,2.290143547697071e-19
0.5940288288288288,2.2901262590753083e-19
0.5950112812812812,2.290109205550998e-19
0.5959937337337338,2.290092394843003e-19
0.5969761861861862,2.2900758343514836e-19
0.5979586386386386,2.2900595311613485e-19
0.5989410910910911,2.290043492046132e-19
0.5999235435435435,2.2900277234716276e-19
0.600905995995996,2.290012231599449e-19
0.6018884484484485,2.2899970222907927e-19
0.6028709009009009,2.289982101110183e-19
0.6038533533533533,2.2899674733289743e-19
0.6048358058058058,2.289953143929058e-19
0.6058182582582583,2.2899391176067537e-19
0.6068007107107107,2.289925398775974e-19
0.6077831631631632,2.289911991572621e-19
0.6087656156156156,2.2898988998575404e-19
0.609748068068068,2.2898861272205453e-19
0.6107305205205205,2.289873676984119e-19
0.611712972972973,2.2898615522070216e-19
0.6126954254254254,2.2898497556877506e-19
0.6136778778778779,2.2898382899685223e-19
0.6146603303303303,2.2898271573387084e-19
0.6156427827827827,2.289816359838632e-19
0.6166252352352353,2.2898058992632083e-19
0.6176076876876877,2.289795777165476e-19
0.6185901401401401,2.289785994860407e-19
0.6195725925925926,2.2897765534285664e-19
0.620555045045045,2.289767453719678e-19
0.6215374974974975,2.289758696356264e-19
0.62251994994995,2.2897502817374913e-19
0.6235024024024024,2.289742210042602e-19
0.6244848548548548,2.289734481234703e-19
0.6254673073073073,2.2897270950644427e-19
0.6264497597597597,2.289720051073494e-19
0.6274322122122122,2.289713348598512e-19
0.6284146646646647,2.28970698677447e-19
0.6293971171171171,2.289700964538408e-19
0.6303795695695695,2.289695280633326e-19
0.631362022022022,2.2896899336114683e-19
0.6323444744744745,2.2896849218381594e-19
0.6333269269269269,2.289680243495589e-19
0.6343093793793794,2.289675896586162e-19
0.6352918318318318,2.2896718789364167e-19
0.6362742842842842,2.2896681882004645e-19
0.6372567367367368,2.28966482186385e-19
0.6382391891891892,2.2896617772470316e-19
0.6392216416416416,2.2896590515091803e-19
0.6402040940940941,2.289656641651587e-19
0.6411865465465465,2.2896545445216105e-19
0.642168998998999,2.2896527568161036e-19
0.6431514514514515,2.2896512750852455e-19
0.6441339039039039,2.2896500957359875e-19
0.6451163563563563,2.2896492150358114e-19
0.6460988088088088,2.2896486291163974e-19
0.6470812612612612,2.289648333977308e-19
0.6480637137137137,2.28964832548943e-19
0.6490461661661662,2.289648599398885e-19
0.6500286186186186,2.289649151330449e-19
0.651011071071071,2.289649976791391e-19
0.6519935235235235,2.2896510711750216e-19
0.652975975975976,2.2896524297643053e-19
0.6539584284284284,2.2896540477356e-19
0.6549408808808809,2.2896559201622277e-19
0.6559233333333333,2.2896580420181424e-19
0.6569057857857857,2.2896604081816476e-19
0.6578882382382383,2.2896630134388596e-19
0.6588706906906907,2.2896658524876316e-19
0.6598531431431431,2.28966891994094e-19
0.6608355955955956,2.2896722103307176e-19
0.661818048048048,2.289675718111255e-19
0.6628005005005005,2.28967943766315e-19
0.663782952952953,2.2896833632967835e-19
0.6647654054054054,2.289687489256004e-19
0.6657478578578578,2.2896918097217564e-19
0.6667303103103103,2.289696318815727e-19
0.6677127627627627,2.2897010106039934e-19
0.6686952152152152,2.2897058791007254e-19
0.6696776676676677,2.28971091827174e-19
0.6706601201201201,2.2897161220382787e-19
0.6716425725725725,2.2897214842804696e-19
0.672625025025025,2.2897269988411414e-19
0.6736074774774775,2.2897326595293432e-19
0.6745899299299299,2.2897384601242135e-19
0.6755723823823824,2.2897443943783142e-19
0.6765548348348348,2.289750456021519e-19
0.6775372872872872,2.2897566387645526e-19
0.6785197397397398,2.2897629363026756e-19
0.6795021921921922,2.289769342319333e-19
0.6804846446446446,2.289775850489843e-19
0.6814670970970971,2.2897824544848955e-19
0.6824495495495495,2.289789147974351e-19
0.6834320020020019,2.2897959246309495e-19
0.6844144544544545,2.289802778133733e-19
0.6853969069069069,2.289809702171904e-19
