Beta,PDF,Best Fit,err_beta_min,err_beta_max,-1sigma,+1sigma
31.256281407035175,0.7690750182031161,,,,,
31.407035175879393,0.7632920824939736,,,,,
31.557788944723615,0.7575367724929386,,,,,
31.708542713567837,0.7518106981266354,,,,,
31.85929648241206,0.7461153565429569,,,,,
32.01005025125628,0.7404521376139389,,,,,
32.1608040201005,0.7348223292112132,,,,,
32.311557788944725,0.7292271222600776,,,,,
32.462311557788944,0.7236676155798428,,,,,
32.61306532663316,0.7181448205175621,,,,,
32.76381909547739,0.7126596653821069,,,,,
32.914572864321606,0.707212999685186,,,,,
33.065326633165824,0.7018055981968524,,,,,
33.21608040201005,0.6964381648217741,,,,,
33.36683417085427,0.6911113363028868,,,,,
33.51758793969849,0.685825685759273,,,,,
33.66834170854271,0.6805817260645454,,,,,
33.81909547738693,0.6753799130712358,,,,,
33.96984924623115,0.6702206486885556,,,,,
34.120603015075375,0.6651042838182303,,,,,
34.2713567839196,0.6600311211545113,,,,,
34.42211055276382,0.6550014178543027,,,,,
34.57286432160804,0.6500153880818618,,,,,
34.72361809045226,0.6450732054344449,,,,,
34.87437185929648,0.6401750052529227,,,,,
35.0251256281407,0.6353208868225465,,,,,
35.175879396984925,0.630510915468912,,,,,
35.32663316582914,0.6257451245531097,,,,,
35.47738693467336,0.6210235173707311,,,,,
35.62814070351759,0.6163460689587976,,,,,
35.778894472361806,0.6117127278147961,,,,,
35.929648241206024,0.6071234175315721,,,,,
36.08040201005025,0.6025780383517441,,,,,
36.23115577889447,0.5980764686456129,,,,,
36.38190954773869,0.5936185663154209,,,,,
36.53266331658291,0.5892041701299707,,,,,
36.68341708542714,0.5848331009919318,,,,,
36.834170854271356,0.5805051631418338,,,,,
36.984924623115575,0.5762201453008836,,,,,
37.1356783919598,0.5719778217558,,,,,
37.28643216080402,0.5677779533882309,,,,,
37.43718592964824,0.5636202886513864,,,,,
37.58793969849246,0.5595045644962439,,,,,
37.73869346733668,0.5554305072497089,,,,,
37.8894472361809,0.5513978334470746,,,,,
38.040201005025125,0.5474062506209117,,,,,
38.19095477386934,0.5434554580481469,,,,,
38.34170854271356,0.5395451474577904,,,,,
38.49246231155779,0.535675003700891,,,,,
38.643216080402006,0.531844705384514,,,,,
38.793969849246224,0.5280539254714769,,,,,
38.94472361809045,0.5243023318476415,,,,,
39.095477386934675,0.5205895878581512,,,,,
39.246231155778894,0.5169153528141911,,,,,
39.39698492462311,0.5132792824714513,,,,,
39.54773869346734,0.5096810294822919,,,,,
39.698492462311556,0.5061202438220791,,,,,
39.849246231155774,0.5025965731915917,,,,,
40.0,0.49910966339629365,,,,,
