Radius,Reaction Rate
0.00161,9.067380024228265e+20
0.0025924524524524,2.34029226195437e+21
0.0035749049049049,4.4264564788860546e+21
0.0045573573573573,7.149675331783277e+21
0.0055398098098098,1.0491349731340618e+22
0.0065222622622622,1.4429887582834952e+22
0.0075047147147147,1.894078344376055e+22
0.0084871671671671,2.399672622493068e+22
0.0094696196196196,2.9567733763776866e+22
0.010452072072072,3.5621312793445323e+22
0.0114345245245245,4.212264254526834e+22
0.0124169769769769,4.903477668046555e+22
0.0133994294294294,5.631878100239639e+22
0.0143818818818818,6.393391524380517e+22
0.0153643343343343,7.183793217116883e+22
0.0163467867867867,7.99873422409396e+22
0.0173292392392392,8.833768711964453e+22
0.0183116916916916,9.684382214533323e+22
0.0192941441441441,1.0546020475465204e+23
0.0202765965965965,1.1414118586386941e+23
0.021259049049049,1.2284130119551986e+23
0.0222415015015015,1.3151555958715803e+23
0.0232239539539539,1.4011972540078126e+23
0.0242064064064064,1.4861059227220772e+23
0.0251888588588588,1.569462455936461e+23
0.0261713113113113,1.6508631130808777e+23
0.0271537637637637,1.729921888075828e+23
0.0281362162162162,1.8062726596397055e+23
0.0291186686686686,1.8795711457704583e+23
0.0301011211211211,1.9494966479633197e+23
0.0310835735735735,2.0157535735383206e+23
0.032066026026026,2.078072727325309e+23
0.0330484784784784,2.1362123668397835e+23
0.0340309309309309,2.1899590179345175e+23
0.0350133833833833,2.2391280506954985e+23
0.0359958358358358,2.2835640180190246e+23
0.0369782882882882,2.3231407618365356e+23
0.0379607407407407,2.3577612943032636e+23
0.0389431931931931,2.3873574634186213e+23
0.0399256456456456,2.4118894144742678e+23
0.040908098098098,2.431344860414208e+23
0.0418905505505505,2.4457387156103127e+23
0.042873003003003,2.455120266477392e+23
0.0438554554554554,2.4595704017848983e+23
0.0448379079079079,2.4591932504899965e+23
0.0458203603603603,2.45411428457048e+23
0.0468028128128128,2.444478547299969e+23
0.0477852652652652,2.430448824631331e+23
0.0487677177177177,2.4122037786989008e+23
0.0497501701701701,2.38993606166824e+23
0.0507326226226226,2.3638504272323237e+23
0.051715075075075,2.3341618560153987e+23
0.0526975275275275,2.3010937099726067e+23
0.0536799799799799,2.2648759296456168e+23
0.0546624324324324,2.2257432868249504e+23
0.0556448848848848,2.183933703823117e+23
0.0566273373373373,2.1396866491833692e+23
0.0576097897897897,2.0932416182759007e+23
0.0585922422422422,2.0448367058561183e+23
0.0595746946946946,1.994707276314423e+23
0.0605571471471471,1.9430847360331502e+23
0.0615395995995996,1.8901954110137046e+23
0.062522052052052,1.8362595317350892e+23
0.0635045045045045,1.7814903260744096e+23
0.0644869569569569,1.7260932200730295e+23
0.0654694094094094,1.6702651453622054e+23
0.0664518618618618,1.614193951176562e+23
0.0674343143143143,1.5580579181027458e+23
0.0684167667667667,1.5020253699388234e+23
0.0693992192192192,1.4462543710973257e+23
0.0703816716716716,1.3908925151061502e+23
0.0713641241241241,1.3360768218717868e+23
0.0723465765765765,1.2819336980071561e+23
0.073329029029029,1.228578967833678e+23
0.0743114814814814,1.1761179715208812e+23
0.0752939339339339,1.1246457243771217e+23
0.0762763863863863,1.0742471312595565e+23
0.0772588388388388,1.024997250100741e+23
0.0782412912912912,9.769615986212834e+22
0.0792237437437437,9.301964984328328e+22
0.0802061961961961,8.847494509071481e+22
0.0811886486486486,8.406595394003005e+22
0.0821711011011011,7.979578526649597e+22
0.0831535535535535,7.566679245595131e+22
0.084136006006006,7.168061854519079e+22
0.0851184584584584,6.783824210297636e+22
0.0861009109109109,6.414002345502839e+22
0.0870833633633633,6.058575088897879e+22
0.0880658158158158,5.717468650879901e+22
0.0890482682682682,5.390561144118287e+22
0.0900307207207207,5.077687012904329e+22
0.0910131731731731,4.7786413479521444e+22
0.0919956256256256,4.4931840664725235e+22
0.092978078078078,4.22104394034282e+22
0.0939605305305305,3.9619224580439625e+22
0.0949429829829829,3.7154975659915316e+22
0.0959254354354354,3.481430674349253e+22
0.0969078878878878,3.259370830341119e+22
0.0978903403403403,3.0489515807790305e+22
0.0988727927927927,2.8497936222157978e+22
0.0998552452452452,2.66150782082556e+22
0.1008376976976977,2.483698004078982e+22
0.1018201501501501,2.315963526997468e+22
0.1028026026026026,2.157901617368726e+22
0.103785055055055,2.009109505682339e+22
0.1047675075075075,1.8691863467163537e+22
0.1057499599599599,1.737734940672908e+22
0.1067324124124124,1.6143632625578923e+22
0.1077148648648648,1.498685809104379e+22
0.1086973173173173,1.3903247730144203e+22
0.1096797697697697,1.2889110546003987e+22
0.1106622222222222,1.1940851211023998e+22
0.1116446746746746,1.1054977240294809e+22
0.1126271271271271,1.0228104848413085e+22
0.1136095795795795,9.456963591726128e+21
0.114592032032032,8.738399896021465e+21
0.1155744844844844,8.069379567068729e+21
0.1165569369369369,7.446989378248037e+21
0.1175393893893893,6.868437825861918e+21
0.1185218418418418,6.331055138717603e+21
0.1195042942942943,5.83229262431477e+21
0.1204867467467467,5.369721429478657e+21
0.1214691991991992,4.941030788672641e+21
0.1224516516516516,4.5440258285558893e+21
0.1234341041041041,4.176624992628034e+21
0.1244165565565565,3.8368571451561104e+21
0.125399009009009,3.5228584089647265e+21
0.1263814614614614,3.2328687871784816e+21
0.1273639139139139,2.9652286146482107e+21
0.1283463663663663,2.718374880587297e+21
0.1293288188188188,2.490837459914342e+21
0.1303112712712712,2.2812352869667263e+21
0.1312937237237237,2.0882725016171077e+21
0.1322761761761761,1.91073459439796e+21
0.1332586286286286,1.7474845740305615e+21
0.134241081081081,1.5974591777619905e+21
0.1352235335335335,1.4596651421273463e+21
0.136205985985986,1.333175549189319e+21
0.1371884384384384,1.2171262609394812e+21
0.1381708908908908,1.1107124523868049e+21
0.1391533433433433,1.0131852518844792e+21
0.1401357957957958,9.238484954632881e+20
0.1411182482482482,8.420556003296042e+20
0.1421007007007007,7.672065612463018e+20
0.1430831531531531,6.987450722262037e+20
0.1440656056056056,6.36155774833036e+20
0.145048058058058,5.7896163338268194e+20
0.1460305105105105,5.267214269952067e+20
0.1470129629629629,4.790269779889778e+20
0.1479954154154154,4.3550093044079487e+20
0.1489778678678678,3.957952728294258e+20
0.1499603203203203,3.595893058102492e+20
0.1509427727727727,3.265876830342722e+20
0.1519252252252252,2.9651857307376733e+20
0.1529076776776776,2.6913193705129604e+20
0.1538901301301301,2.4419791657165813e+20
0.1548725825825825,2.2150532659091148e+20
0.155855035035035,2.008602479259784e+20
0.1568374874874875,1.8208471420147103e+20
0.1578199399399399,1.6501548814660528e+20
0.1588023923923923,1.4950292228948768e+20
0.1597848448448448,1.3540989924410889e+20
0.1607672972972973,1.2261084694684331e+20
0.1617497497497497,1.1099082436758913e+20
0.1627322022022022,1.0044467339702125e+20
0.1637146546546546,9.087623279119093e+19
0.1646971071071071,8.219761023693077e+19
0.1656795595595595,7.432850878518649e+19
0.166662012012012,6.719560408123401e+19
0.1676444644644644,6.073196900201524e+19
0.1686269169169169,5.4876542488369906e+19
0.1696093693693693,4.957363953406374e+19
0.1705918218218218,4.477249946334831e+19
0.1715742742742742,4.042686979323843e+19
0.1725567267267267,3.6494623136330994e+19
0.1735391791791792,3.293740475317493e+19
0.1745216316316316,2.97203085108303e+19
0.175504084084084,2.6811579145445085e+19
0.1764865365365365,2.4182338861701345e+19
0.177468988988989,2.180633643052005e+19
0.1784514414414414,1.9659717068740112e+19
0.1794338938938939,1.7720811500552671e+19
0.1804163463463463,1.5969942710217953e+19
0.1813987987987988,1.43892489995042e+19
0.1823812512512512,1.29625220611457e+19
0.1833637037037037,1.1675058871838833e+19
0.1843461561561561,1.0513526295045947e+19
0.1853286086086086,9.465837365158072e+18
0.186311061061061,8.521038300925656e+18
0.1872935135135135,7.669205367428375e+18
0.1882759659659659,6.901350772604711e+18
0.1892584184184184,6.209336846658915e+18
0.1902408708708708,5.585797810750956e+18
0.1912233233233233,5.02406849551028e+18
0.1922057757757757,4.518119420179117e+18
0.1931882282282282,4.062497690033968e+18
0.1941706806806807,3.6522732130811807e+18
0.1951531331331331,3.282989777322005e+18
0.1961355855855855,2.950620567154929e+18
0.197118038038038,2.651527732015119e+18
0.1981004904904905,2.382425652253548e+18
0.1990829429429429,2.1403475767680676e+18
0.2000653953953954,1.9226153341072404e+18
0.2010478478478478,1.7268118438770988e+18
0.2020303003003003,1.5507561784245059e+18
0.2030127527527527,1.3924809460803533e+18
0.2039952052052052,1.250211786847625e+18
0.2049776576576576,1.1223487894585188e+18
0.2059601101101101,1.0074496552855123e+18
0.2069425625625625,9.042144498090586e+17
0.207925015015015,8.11471796300438e+17
0.2089074674674674,7.281663791838007e+17
0.2098899199199199,6.53347636270104e+17
0.2108723723723723,5.861595298030889e+17
0.2118548248248248,5.2583129608934605e+17
0.2128372772772772,4.716690824864812e+17
0.2138197297297297,4.230483887436229e+17
0.2148021821821821,3.794072372093017e+17
0.2157846346346346,3.402400032839944e+17
0.216767087087087,3.050918437605563e+17
0.2177495395395395,2.7355366641308496e+17
0.2187319919919919,2.4525763545258352e+17
0.2197144444444444,2.1987367236619014e+17
0.2206968968968969,1.9710530564730867e+17
0.2216793493493493,1.7668574494308288e+17
0.2226618018018018,1.5837496770286035e+17
0.2236442542542542,1.4195709740549958e+17
0.2246267067067067,1.2723802997644171e+17
0.2256091591591591,1.1404328601134984e+17
0.2265916116116116,1.0221606830141555e+17
0.227574064064064,9.161550589417978e+16
0.2285565165165165,8.2115067529785e+16
0.2295389689689689,7.360112877560365e+16
0.2305214214214214,6.597167854817584e+16
0.2315038738738738,5.913515196986014e+16
0.2324863263263263,5.300937766399198e+16
0.2334687787787787,4.7520628655458616e+16
0.2344512312312312,4.260276701806043e+16
0.2354336836836836,3.819647330421605e+16
0.2364161361361361,3.4248552610602924e+16
0.2373985885885886,3.0711287837979064e+16
0.238381041041041,2.7541374340530092e+16
0.2393634934934934,2.4699643992089496e+16
0.2403459459459459,2.2151265816842132e+16
0.2413283983983984,1.9865268257402188e+16
0.2423108508508508,1.7814088566112688e+16
0.2432933033033033,1.5973177660412502e+16
0.2442757557557557,1.4320653269678518e+16
0.2452582082082082,1.2836995172121254e+16
0.2462406606606606,1.1504777154080242e+16
0.2472231131131131,1.030843104100102e+16
0.2482055655655655,9234038766087840.0
0.249188018018018,8269148974122796.0
0.2501704704704705,7402615116227352.0
0.2511529229229229,6624452386972027.0
0.2521353753753754,5925711197215306.0
0.2531178278278278,5298365171841868.0
0.2541002802802802,4735211917769495.0
0.2550827327327327,4229785029678866.5
0.2560651851851852,3776275993609977.0
0.2570476376376376,3369464815990471.5
0.2580300900900901,3004658351170884.0
0.2590125425425425,2677635427241814.5
0.259994994994995,2384597325741034.5
